data,tempo,Var[CONTAGI-spe],Var[CONTAGI-spe-lisc],Var[CONTAGI (previsione)],Var[CONTAGI (riduzione effetto vaccini)]
23/04/2020,114,54,48.7142857142857,35.3299999999999,35.3299999999999
24/04/2020,115,39,44.5714285714286,33.1700000000001,33.1700000000001
25/04/2020,116,35,42.7142857142857,31.1499999999996,31.1499999999996
26/04/2020,117,81,50.7142857142857,29.2399999999998,29.2399999999998
27/04/2020,118,28,50.1428571428571,27.4499999999998,27.4499999999998
28/04/2020,119,36,53.7142857142857,25.7700000000004,25.7700000000004
29/04/2020,120,82,53.5714285714286,24.1800000000003,24.1800000000003
30/04/2020,121,50,45.2857142857143,22.71,22.71
01/05/2020,122,64,45,21.54,21.54
02/05/2020,123,34,43.8571428571429,25.29,25.29
03/05/2020,124,23,36.1428571428571,23.7299999999996,23.7299999999996
04/05/2020,125,26,34.1428571428571,22.2799999999997,22.2799999999997
05/05/2020,126,28,28.4285714285714,20.9100000000008,20.9100000000008
06/05/2020,127,28,27.8571428571429,19.6199999999999,19.6199999999999
07/05/2020,128,36,26.2857142857143,18.4099999999999,18.4099999999999
08/05/2020,129,24,25.5714285714286,17.29,17.29
09/05/2020,130,30,24.7142857142857,16.2699999999995,16.2699999999995
10/05/2020,131,12,22.8571428571429,15.3700000000008,15.3700000000008
11/05/2020,132,21,19.5714285714286,14.5699999999997,14.5699999999997
12/05/2020,133,22,18,13.8400000000001,13.8400000000001
13/05/2020,134,15,15.4285714285714,13.1300000000001,13.1300000000001
14/05/2020,135,13,15.5714285714286,12.4699999999993,12.4699999999993
15/05/2020,136,13,14.1428571428571,11.8299999999999,11.8299999999999
16/05/2020,137,12,11.8571428571429,11.2200000000003,11.2200000000003
17/05/2020,138,13,11.1428571428571,10.6400000000003,10.6400000000003
18/05/2020,139,11,11.5714285714286,10.0999999999995,10.0999999999995
19/05/2020,140,6,12,9.57000000000062,9.57000000000062
20/05/2020,141,10,11.5714285714286,9.07999999999993,9.07999999999993
21/05/2020,142,16,11.5714285714286,8.60999999999967,8.60999999999967
22/05/2020,143,16,10.4285714285714,8.18000000000029,8.18000000000029
23/05/2020,144,9,10.2857142857143,7.76999999999953,7.76999999999953
24/05/2020,145,13,13,7.42000000000007,7.42000000000007
25/05/2020,146,3,11.8571428571429,7.11000000000058,7.11000000000058
26/05/2020,147,5,11,6.81999999999971,6.81999999999971
27/05/2020,148,29,10.1428571428571,6.53999999999996,6.53999999999996
28/05/2020,149,8,9.42857142857143,6.26000000000022,6.26000000000022
29/05/2020,150,10,9.28571428571429,6.01000000000022,6.01000000000022
30/05/2020,151,3,8.85714285714286,5.75999999999931,5.75999999999931
31/05/2020,152,8,4.85714285714286,5.52000000000044,5.52000000000044
01/06/2020,153,2,4.14285714285714,5.42999999999938,5.42999999999938
02/06/2020,154,2,2.85714285714286,8.51000000000022,8.51000000000022
03/06/2020,155,1,2.85714285714286,8.15999999999985,8.15999999999985
04/06/2020,156,3,2,7.82000000000062,7.82000000000062
05/06/2020,157,1,2.28571428571429,7.48999999999978,7.48999999999978
06/06/2020,158,3,3.28571428571429,7.18000000000029,7.18000000000029
07/06/2020,159,2,4,6.89999999999964,6.89999999999964
08/06/2020,160,4,5.57142857142857,6.72000000000026,6.72000000000026
09/06/2020,161,9,7.28571428571429,6.6899999999996,6.6899999999996
10/06/2020,162,6,7.57142857142857,6.75,6.75
11/06/2020,163,14,7.71428571428571,6.86000000000058,6.86000000000058
12/06/2020,164,13,7.28571428571429,6.96999999999935,6.96999999999935
13/06/2020,165,5,8.28571428571429,7.05000000000018,7.05000000000018
14/06/2020,166,3,8.57142857142857,7.14000000000033,7.14000000000033
15/06/2020,167,1,8.14285714285714,7.21999999999935,7.21999999999935
16/06/2020,168,16,8.28571428571429,7.30000000000018,7.30000000000018
17/06/2020,169,8,9.14285714285714,7.39000000000033,7.39000000000033
18/06/2020,170,11,9.71428571428571,7.46000000000004,7.46000000000004
19/06/2020,171,14,10.1428571428571,7.55999999999949,7.55999999999949
20/06/2020,172,11,10.2857142857143,7.64000000000033,7.64000000000033
21/06/2020,173,7,18.2857142857143,7.73999999999978,7.73999999999978
22/06/2020,174,4,20.1428571428571,7.82000000000062,7.82000000000062
23/06/2020,175,17,18.5714285714286,7.90999999999985,7.90999999999985
24/06/2020,176,64,18.2857142857143,8.01000000000022,8.01000000000022
25/06/2020,177,24,18.2857142857143,8.08999999999924,8.08999999999924
26/06/2020,178,3,18.1428571428571,8.19000000000051,8.19000000000051
27/06/2020,179,9,17.5714285714286,8.28999999999996,8.28999999999996
28/06/2020,180,7,10.2857142857143,8.38000000000011,8.38000000000011
29/06/2020,181,3,9.57142857142857,8.47999999999956,8.47999999999956
30/06/2020,182,13,11,8.57000000000062,8.57000000000062
01/07/2020,183,13,11.2857142857143,8.61999999999989,8.61999999999989
02/07/2020,184,19,11.1428571428571,7.25999999999931,7.25999999999931
03/07/2020,185,13,11.5714285714286,7.35000000000036,7.35000000000036
04/07/2020,186,11,13.4285714285714,7.43000000000029,7.43000000000029
05/07/2020,187,6,13.8571428571429,7.51999999999953,7.51999999999953
06/07/2020,188,6,16.7142857142857,7.61000000000058,7.61000000000058
07/07/2020,189,26,17.7142857142857,7.6899999999996,7.6899999999996
08/07/2020,190,16,17.2857142857143,7.77999999999975,7.77999999999975
09/07/2020,191,39,16.8571428571429,7.86999999999989,7.86999999999989
10/07/2020,192,20,16.1428571428571,7.96000000000004,7.96000000000004
11/07/2020,193,8,13.7142857142857,8.05000000000018,8.05000000000018
12/07/2020,194,3,13.5714285714286,8.15000000000055,8.15000000000055
13/07/2020,195,1,10.7142857142857,8.23999999999978,8.23999999999978
14/07/2020,196,9,8.28571428571429,8.32999999999993,8.32999999999993
15/07/2020,197,15,8.14285714285714,8.43000000000029,8.43000000000029
16/07/2020,198,19,8.57142857142857,8.51999999999953,8.51999999999953
17/07/2020,199,3,9.71428571428571,8.61999999999989,8.61999999999989
18/07/2020,200,7,11.5714285714286,8.72000000000026,8.72000000000026
19/07/2020,201,6,12.1428571428571,8.81999999999971,8.81999999999971
20/07/2020,202,9,10.4285714285714,8.92000000000007,8.92000000000007
21/07/2020,203,22,11,9.02999999999975,9.02999999999975
22/07/2020,204,19,13.4285714285714,9.1200000000008,9.1200000000008
23/07/2020,205,7,13.1428571428571,9.22999999999956,9.22999999999956
24/07/2020,206,7,12,9.34000000000015,9.34000000000015
25/07/2020,207,24,10.4285714285714,9.4399999999996,9.4399999999996
26/07/2020,208,4,8.85714285714286,9.55000000000018,9.55000000000018
27/07/2020,209,1,9,9.65999999999985,9.65999999999985
28/07/2020,210,11,10.4285714285714,9.76000000000022,9.76000000000022
29/07/2020,211,8,8.71428571428571,9.88000000000011,9.88000000000011
30/07/2020,212,8,10.1428571428571,9.98999999999978,9.98999999999978
31/07/2020,213,17,10.4285714285714,10.1100000000006,10.1100000000006
01/08/2020,214,12,10.2857142857143,10.1299999999992,10.1299999999992
02/08/2020,215,14,9.85714285714286,8.16000000000076,8.16000000000076
03/08/2020,216,3,9.42857142857143,8.25,8.25
04/08/2020,217,10,9,8.33999999999924,8.33999999999924
05/08/2020,218,5,10.4285714285714,8.44000000000051,8.44000000000051
06/08/2020,219,5,9.42857142857143,8.53999999999996,8.53999999999996
07/08/2020,220,14,10.4285714285714,8.63000000000011,8.63000000000011
08/08/2020,221,22,10.7142857142857,8.72999999999956,8.72999999999956
09/08/2020,222,7,12.2857142857143,8.82999999999993,8.82999999999993
10/08/2020,223,10,13.2857142857143,8.92000000000007,8.92000000000007
11/08/2020,224,12,12.5714285714286,9.03000000000066,9.03000000000066
12/08/2020,225,16,10.7142857142857,9.1299999999992,9.1299999999992
13/08/2020,226,12,10.4285714285714,9.24000000000069,9.24000000000069
14/08/2020,227,9,9.57142857142857,9.32999999999993,9.32999999999993
15/08/2020,228,9,10.2857142857143,9.44999999999982,9.44999999999982
16/08/2020,229,5,9.85714285714286,9.55000000000018,9.55000000000018
17/08/2020,230,4,10.4285714285714,9.64999999999964,9.64999999999964
18/08/2020,231,17,12.8571428571429,9.77000000000044,9.77000000000044
19/08/2020,232,13,14.4285714285714,9.86999999999989,9.86999999999989
20/08/2020,233,16,15.4285714285714,9.98999999999978,9.98999999999978
21/08/2020,234,26,16.5714285714286,10.1000000000004,10.1000000000004
22/08/2020,235,20,18.2857142857143,10.21,10.21
23/08/2020,236,12,18.4285714285714,10.3299999999999,10.3299999999999
24/08/2020,237,12,20.1428571428571,10.4499999999998,10.4499999999998
25/08/2020,238,29,19.1428571428571,10.5599999999995,10.5599999999995
26/08/2020,239,14,18.7142857142857,10.6800000000003,10.6800000000003
27/08/2020,240,28,19.7142857142857,10.8100000000004,10.8100000000004
28/08/2020,241,19,20.1428571428571,10.9200000000001,10.9200000000001
29/08/2020,242,17,18.5714285714286,11.0499999999993,11.0499999999993
30/08/2020,243,19,20.4285714285714,11.1800000000003,11.1800000000003
31/08/2020,244,15,19,11.3100000000004,11.3100000000004
01/09/2020,245,18,18.2857142857143,11.4399999999996,11.4399999999996
02/09/2020,246,27,19.8571428571429,11.8100000000004,11.8100000000004
03/09/2020,247,18,20.4285714285714,11.9399999999996,11.9399999999996
04/09/2020,248,14,20,12.0799999999999,12.0799999999999
05/09/2020,249,28,19.8571428571429,12.2200000000003,12.2200000000003
06/09/2020,250,23,20.7142857142857,12.3599999999997,12.3599999999997
07/09/2020,251,12,22,12.5100000000002,12.5100000000002
08/09/2020,252,17,25.1428571428571,12.6599999999999,12.6599999999999
09/09/2020,253,33,22.8571428571429,12.8000000000002,12.8000000000002
10/09/2020,254,27,21.8571428571429,12.96,12.96
11/09/2020,255,36,21.5714285714286,13.1099999999997,13.1099999999997
12/09/2020,256,12,21.4285714285714,13.2700000000004,13.2700000000004
13/09/2020,257,16,19.2857142857143,13.4299999999994,13.4299999999994
14/09/2020,258,10,18.1428571428571,13.5900000000001,13.5900000000001
15/09/2020,259,16,17.8571428571429,13.7600000000002,13.7600000000002
16/09/2020,260,18,18.4285714285714,13.9200000000001,13.9200000000001
17/09/2020,261,19,19.2857142857143,14.1099999999997,14.1099999999997
18/09/2020,262,34,19.1428571428571,14.3299999999999,14.3299999999999
19/09/2020,263,16,21.5714285714286,14.8800000000001,14.8800000000001
20/09/2020,264,22,21.2857142857143,15.8800000000001,15.8800000000001
21/09/2020,265,9,22.5714285714286,17.2600000000002,17.2600000000002
22/09/2020,266,33,20.4285714285714,18.8400000000001,18.8400000000001
23/09/2020,267,16,21.5714285714286,20.54,20.54
24/09/2020,268,28,21.2857142857143,22.3400000000001,22.3400000000001
25/09/2020,269,19,21,24.2599999999993,24.2599999999993
26/09/2020,270,24,26,26.3500000000004,26.3500000000004
27/09/2020,271,20,27.8571428571429,28.6300000000001,28.6300000000001
28/09/2020,272,7,28.7142857142857,31.0999999999995,31.0999999999995
29/09/2020,273,68,35.8571428571429,33.7900000000009,33.7900000000009
30/09/2020,274,29,43.4285714285714,36.7299999999996,36.7299999999996
01/10/2020,275,34,43,39.9099999999999,39.9099999999999
02/10/2020,276,69,44.2857142857143,43.0200000000004,43.0200000000004
03/10/2020,277,77,43,46.7599999999993,46.7599999999993
04/10/2020,278,17,46.5714285714286,50.8400000000001,50.8400000000001
05/10/2020,279,16,52.1428571428571,55.2700000000004,55.2700000000004
06/10/2020,280,59,48.4285714285714,60.0799999999999,60.0799999999999
07/10/2020,281,54,47.2857142857143,65.3299999999999,65.3299999999999
08/10/2020,282,73,53.5714285714286,71.0299999999998,71.0299999999998
09/10/2020,283,43,59.5714285714286,77.2300000000005,77.2300000000005
10/10/2020,284,69,66.1428571428571,83.9699999999994,83.9699999999994
11/10/2020,285,61,79.4285714285714,91.3100000000004,91.3100000000004
12/10/2020,286,58,83.5714285714286,99.2799999999998,99.2799999999998
13/10/2020,287,105,93.7142857142857,107.96,107.96
14/10/2020,288,147,112,117.38,117.38
15/10/2020,289,102,117.714285714286,127.62,127.62
16/10/2020,290,114,120.714285714286,138.76,138.76
17/10/2020,291,197,141.714285714286,150.84,150.84
18/10/2020,292,101,153.857142857143,163.98,163.98
19/10/2020,293,79,188.571428571429,178.25,178.25
20/10/2020,294,252,217,193.71,193.71
21/10/2020,295,232,228.428571428571,210.510000000001,210.510000000001
22/10/2020,296,345,249.285714285714,228.73,228.73
23/10/2020,297,313,264.428571428571,248.469999999999,248.469999999999
24/10/2020,298,277,278.571428571429,269.860000000001,269.860000000001
25/10/2020,299,247,300.142857142857,293.06,293.06
26/10/2020,300,185,317.285714285714,318.139999999999,318.139999999999
27/10/2020,301,351,342.428571428571,345.25,345.25
28/10/2020,302,383,367.714285714286,374.6,374.6
29/10/2020,303,465,369.428571428571,404.5,404.5
30/10/2020,304,489,385,429.1,429.1
31/10/2020,305,454,404.714285714286,443.299999999999,443.299999999999
01/11/2020,306,259,422.571428571429,448.5,448.5
02/11/2020,307,294,440.714285714286,433.900000000001,433.900000000001
03/11/2020,308,489,445.857142857143,436.199999999999,436.199999999999
04/11/2020,309,508,442.285714285714,439.5,439.5
05/11/2020,310,592,472.142857142857,443.4,443.4
06/11/2020,311,525,481.285714285714,447.5,447.5
07/11/2020,312,429,476,451.5,451.5
08/11/2020,313,468,472.571428571429,455.300000000001,455.300000000001
09/11/2020,314,358,473.714285714286,458.9,458.9
10/11/2020,315,452,481.285714285714,462.4,462.4
11/11/2020,316,484,498.428571428571,465.6,465.6
12/11/2020,317,600,462,468.700000000001,468.700000000001
13/11/2020,318,578,486.285714285714,471.700000000001,471.700000000001
14/11/2020,319,549,495.285714285714,474.599999999999,474.599999999999
15/11/2020,320,213,499.857142857143,477.299999999999,477.299999999999
16/11/2020,321,528,488.285714285714,479.700000000001,479.700000000001
17/11/2020,322,515,467.571428571429,482.099999999999,482.099999999999
18/11/2020,323,516,452,484.100000000002,484.100000000002
19/11/2020,324,519,466.142857142857,485.5,485.5
20/11/2020,325,433,432.857142857143,483.700000000001,483.700000000001
21/11/2020,326,440,439.142857142857,477.299999999999,477.299999999999
22/11/2020,327,312,411.571428571429,467.299999999999,467.299999999999
23/11/2020,328,295,409.142857142857,455.900000000001,455.900000000001
24/11/2020,329,559,396.285714285714,444.599999999999,444.599999999999
25/11/2020,330,323,389.857142857143,433.900000000001,433.900000000001
26/11/2020,331,502,381.285714285714,423.399999999998,423.399999999998
27/11/2020,332,343,367.285714285714,413.400000000001,413.400000000001
28/11/2020,333,395,341.142857142857,403.399999999998,403.399999999998
29/11/2020,334,252,353,393.5,393.5
30/11/2020,335,197,343.571428571429,383.600000000002,383.600000000002
01/12/2020,336,376,354.428571428571,372.899999999998,372.899999999998
02/12/2020,337,406,344.142857142857,340.200000000001,340.200000000001
03/12/2020,338,436,343.285714285714,331.400000000001,331.400000000001
04/12/2020,339,419,346.571428571429,322.599999999999,322.599999999999
05/12/2020,340,323,333.428571428571,314.200000000001,314.200000000001
06/12/2020,341,246,325.714285714286,305.700000000001,305.700000000001
07/12/2020,342,220,323.571428571429,297.399999999998,297.399999999998
08/12/2020,343,284,325,289.300000000003,289.300000000003
09/12/2020,344,352,322.714285714286,281.299999999999,281.299999999999
10/12/2020,345,421,329.857142857143,274.200000000001,274.200000000001
11/12/2020,346,429,323.285714285714,270.399999999998,270.399999999998
12/12/2020,347,307,336.285714285714,271.600000000002,271.600000000002
13/12/2020,348,296,339.142857142857,276.5,276.5
14/12/2020,349,174,328.857142857143,282.699999999997,282.699999999997
15/12/2020,350,375,316.142857142857,288.700000000001,288.700000000001
16/12/2020,351,372,327.428571428571,294.299999999999,294.299999999999
17/12/2020,352,349,320.714285714286,299.600000000002,299.600000000002
18/12/2020,353,340,327.714285714286,304.599999999999,304.599999999999
19/12/2020,354,386,340.285714285714,309.700000000001,309.700000000001
20/12/2020,355,249,350.428571428571,314.799999999999,314.799999999999
21/12/2020,356,223,367,319.900000000001,319.900000000001
22/12/2020,357,463,362.142857142857,325.099999999999,325.099999999999
23/12/2020,358,443,323.142857142857,330.100000000002,330.100000000002
24/12/2020,359,465,306.428571428571,335.299999999999,335.299999999999
25/12/2020,360,306,294.714285714286,340.299999999999,340.299999999999
26/12/2020,361,113,278.428571428571,345.400000000001,345.400000000001
27/12/2020,362,132,327.142857142857,350.5,350.5
28/12/2020,363,141,345.285714285714,355.099999999999,355.099999999999
29/12/2020,364,349,351,358.599999999999,358.599999999999
30/12/2020,365,784,359.142857142857,360,360
31/12/2020,366,592,373.571428571429,359.800000000003,359.800000000003
01/01/2021,367,346,388.142857142857,358.099999999999,358.099999999999
02/01/2021,368,170,410.285714285714,338.199999999997,338.199999999997
03/01/2021,369,233,355.714285714286,337.5,337.5
04/01/2021,370,243,336.285714285714,336.700000000004,336.800000000003
05/01/2021,371,504,341.714285714286,335.599999999999,335.800000000003
06/01/2021,372,402,374.714285714286,334.199999999997,334.5
07/01/2021,373,456,377.714285714286,332.400000000001,333
08/01/2021,374,384,365.714285714286,330.599999999999,331.399999999994
09/01/2021,375,401,342.285714285714,328.5,329.700000000004
10/01/2021,376,254,328.285714285714,326.300000000003,327.900000000001
11/01/2021,377,159,309.285714285714,324.199999999997,326
12/01/2021,378,340,279.142857142857,321.900000000001,324.199999999997
13/01/2021,379,304,250.285714285714,319.300000000003,321.900000000001
14/01/2021,380,323,245.714285714286,315.599999999999,318.699999999997
15/01/2021,381,173,249.714285714286,310,313.400000000001
16/01/2021,382,199,234.285714285714,303.099999999999,306.900000000001
17/01/2021,383,222,231.428571428571,295.700000000004,300
18/01/2021,384,187,221.142857142857,288.599999999999,293.299999999996
19/01/2021,385,232,233,281.799999999996,286.900000000001
20/01/2021,386,284,236.285714285714,275.600000000006,281
21/01/2021,387,251,227,269.799999999996,275.700000000004
22/01/2021,388,256,225.285714285714,264.700000000004,270.799999999996
23/01/2021,389,222,225.571428571429,259.799999999996,266.200000000004
24/01/2021,390,157,234.142857142857,255.300000000003,262
25/01/2021,391,175,226.714285714286,251.099999999999,258.099999999999
26/01/2021,392,234,226,247.199999999997,254.400000000001
27/01/2021,393,344,231.428571428571,243.700000000004,251.199999999997
28/01/2021,394,199,227.428571428571,240.400000000001,248.099999999999
29/01/2021,395,251,232.285714285714,237.5,245.400000000001
30/01/2021,396,260,240.571428571429,234.799999999996,243.099999999999
31/01/2021,397,129,232.285714285714,232.599999999999,241.099999999999
01/02/2021,398,209,246,230,238.800000000003
02/02/2021,399,292,242.714285714286,217,225.5
03/02/2021,400,286,254.285714285714,215.600000000006,224.5
04/02/2021,401,295,261.428571428571,214.799999999996,223.900000000001
05/02/2021,402,228,255.285714285714,214.599999999999,224.099999999999
06/02/2021,403,341,269.571428571429,217.5,227.5
07/02/2021,404,179,276,224.800000000003,235.400000000001
08/02/2021,405,166,287.857142857143,235.5,247
09/02/2021,406,392,300.857142857143,248.099999999999,260.599999999999
10/02/2021,407,331,298.428571428571,261.300000000003,274.900000000001
11/02/2021,408,378,303.714285714286,275,289.799999999996
12/02/2021,409,319,318.571428571429,289.299999999996,305.5
13/02/2021,410,324,340.142857142857,304.5,322.200000000004
14/02/2021,411,216,357,320.700000000004,340
15/02/2021,412,270,374.142857142857,338.099999999999,359.199999999997
16/02/2021,413,543,406.142857142857,356.699999999997,379.900000000001
17/02/2021,414,449,443.857142857143,376.600000000006,401.900000000001
18/02/2021,415,498,464.285714285714,397.899999999994,425.5
19/02/2021,416,543,474.285714285714,420.300000000003,450.799999999996
20/02/2021,417,588,460.428571428571,444.400000000001,477.5
21/02/2021,418,359,503.428571428571,469.799999999996,506.100000000006
22/02/2021,419,340,491.714285714286,496.600000000006,536.299999999996
23/02/2021,420,446,503.714285714286,525.099999999999,568.400000000002
24/02/2021,421,750,576.571428571429,554.900000000002,602.199999999997
25/02/2021,422,416,597.285714285714,585.599999999999,637
26/02/2021,423,627,620.714285714286,614.099999999999,669.700000000004
27/02/2021,424,1098,656.714285714286,638.199999999997,697.599999999999
28/02/2021,425,504,657.142857142857,659,722
01/03/2021,426,504,716,678.800000000003,745.699999999997
02/03/2021,427,698,753.571428571429,704.199999999997,775.300000000003
03/03/2021,428,753,798.285714285714,724.5,799.599999999999
04/03/2021,429,828,787.857142857143,745.200000000004,824.300000000003
05/03/2021,430,890,794.714285714286,765.599999999999,848.900000000002
06/03/2021,431,1411,845.285714285714,785.800000000003,873.199999999997
07/03/2021,432,431,855.142857142857,805.299999999996,896.800000000003
08/03/2021,433,552,848.428571428571,822.099999999999,917.5
09/03/2021,434,1052,836.571428571429,828.200000000004,926.199999999997
10/03/2021,435,822,757.428571428571,818.199999999997,916.699999999997
11/03/2021,436,781,722.142857142857,795.700000000004,893.200000000004
12/03/2021,437,807,715.285714285714,768,863.799999999996
13/03/2021,438,857,662.857142857143,740.099999999999,833.900000000009
14/03/2021,439,184,660.714285714286,713.5,805.399999999994
15/03/2021,440,504,639,688.099999999999,778.100000000006
16/03/2021,441,685,599.142857142857,663.300000000003,751.399999999994
17/03/2021,442,807,553.857142857143,638.699999999997,724.800000000003
18/03/2021,443,629,555.714285714286,614.399999999994,698.199999999997
19/03/2021,444,528,538.142857142857,590.100000000006,671.800000000003
20/03/2021,445,540,506.428571428571,566,645.5
21/03/2021,446,197,463.142857142857,542.5,619.5
22/03/2021,447,381,443,519.199999999997,593.899999999994
23/03/2021,448,463,429.714285714286,496.400000000009,568.699999999997
24/03/2021,449,504,409.142857142857,474.199999999997,544
25/03/2021,450,488,407.285714285714,452.5,520
26/03/2021,451,435,401.142857142857,431.300000000003,496.300000000003
27/03/2021,452,396,391.142857142857,410.699999999997,473.300000000003
28/03/2021,453,184,365.857142857143,390.699999999997,450.899999999994
29/03/2021,454,338,348,371.300000000003,429.200000000012
30/03/2021,455,393,344.857142857143,352.5,408
31/03/2021,456,327,335.285714285714,334,387.299999999988
01/04/2021,457,363,327,315.399999999994,366.5
02/04/2021,458,413,301.571428571429,291.100000000006,339.100000000006
03/04/2021,459,329,276,273.899999999994,319.899999999994
04/04/2021,460,126,267.142857142857,257.100000000006,301.300000000003
05/04/2021,461,160,251,241.199999999997,283.300000000003
06/04/2021,462,214,226.857142857143,225.699999999997,266.199999999997
07/04/2021,463,265,211.428571428571,211.100000000006,249.800000000003
08/04/2021,464,250,209.571428571429,197.199999999997,234.100000000006
09/04/2021,465,244,209.857142857143,183.800000000003,219.199999999997
10/04/2021,466,221,222.142857142857,171.199999999997,204.800000000003
11/04/2021,467,113,209.142857142857,159.199999999997,191.399999999994
12/04/2021,468,162,198.285714285714,147.900000000009,178.5
13/04/2021,469,300,189.714285714286,137.099999999991,166.300000000003
14/04/2021,470,174,180.142857142857,127,154.800000000003
15/04/2021,471,174,174,117.5,144
16/04/2021,472,184,171,109.400000000009,134.799999999988
17/04/2021,473,154,153.142857142857,105.199999999997,130.300000000003
18/04/2021,474,70,156.428571428571,106.5,132.900000000009
19/04/2021,475,141,155.285714285714,111.599999999991,140.099999999991
20/04/2021,476,175,158.857142857143,117.900000000009,148.900000000009
21/04/2021,477,197,166,123.800000000003,157.599999999991
22/04/2021,478,166,176.142857142857,129.299999999988,165.699999999997
23/04/2021,479,209,175.571428571429,134.400000000009,173.5
24/04/2021,480,204,181.285714285714,139.399999999994,181.300000000003
25/04/2021,481,141,182.714285714286,144.400000000009,189.300000000003
26/04/2021,482,137,184.428571428571,149.299999999988,197.5
27/04/2021,483,215,182.285714285714,154.400000000009,205.800000000003
28/04/2021,484,207,170.571428571429,159.199999999997,214.099999999991
29/04/2021,485,178,165,164,222.5
