data,tempo,Var[CONTAGI-spe],Var[CONTAGI-spe-lisc],Var[CONTAGI (previsione)],Var[CONTAGI (riduzione effetto vaccini)]
10/03/2022,800,625,620.285714285714,662,794
11/03/2022,801,782,657.285714285714,673,800
12/03/2022,802,517,697.571428571429,683,804
13/03/2022,803,281,749.714285714286,695,809
14/03/2022,804,1026,783.285714285714,706,815
15/03/2022,805,937,804.857142857143,719,820
16/03/2022,806,1080,845.714285714286,732,826
17/03/2022,807,860,855.714285714286,746,832
18/03/2022,808,933,869.428571428571,760,839
19/03/2022,809,803,872,775,844
20/03/2022,810,351,877.571428571429,789,851
21/03/2022,811,1122,892.714285714286,804,856
22/03/2022,812,955,900,819,862
23/03/2022,813,1119,911.142857142857,833,868
24/03/2022,814,966,912.714285714286,846,871
25/03/2022,815,984,927.142857142857,854,871
26/03/2022,816,881,946.714285714286,850,865
27/03/2022,817,362,937,840,853
28/03/2022,818,1223,935.857142857143,827,839
29/03/2022,819,1092,938.857142857143,813,825
30/03/2022,820,1051,918.428571428571,801,812
31/03/2022,821,958,921.714285714286,789,800
01/04/2022,822,1005,916.142857142857,784,794
02/04/2022,823,738,904.285714285714,958,968
03/04/2022,824,385,893.285714285714,942,952
04/04/2022,825,1184,897,927,935
05/04/2022,826,1009,887.857142857143,913,919
06/04/2022,827,974,895.285714285714,897,903
07/04/2022,828,984,890,884,887
08/04/2022,829,941,872.285714285714,868,870
09/04/2022,830,790,878.857142857143,855,855
10/04/2022,831,348,887.285714285714,841,838
11/04/2022,832,1060,874,827,823
12/04/2022,833,1055,876.571428571429,813,807
13/04/2022,834,1033,860.857142857143,801,791
14/04/2022,835,891,855.714285714286,789,777
15/04/2022,836,959,760.142857142857,776,761
16/04/2022,837,680,787.142857142857,764,747
17/04/2022,838,312,799.142857142857,753,732
18/04/2022,839,391,810.428571428571,742,718
19/04/2022,840,1244,814.285714285714,732,704
20/04/2022,841,1117,841.714285714286,721,690
21/04/2022,842,970,856.142857142857,712,678
22/04/2022,843,986,861.142857142857,703,664
23/04/2022,844,872,873.571428571429,695,652
24/04/2022,845,413,864.714285714286,686,639
25/04/2022,846,426,847.285714285714,679,628
26/04/2022,847,1331,817.571428571429,672,617
27/04/2022,848,1055,789.714285714286,666,605
28/04/2022,849,848,771.857142857143,660,595
29/04/2022,850,778,850.428571428571,655,585
30/04/2022,851,677,773.857142857143,650,576
01/05/2022,852,288,734.428571428571,649,568
02/05/2022,853,976,718.857142857143,701,609
03/05/2022,854,795,699.571428571429,699,600
04/05/2022,855,779,677.857142857143,697,591
05/05/2022,856,739,675.714285714286,695,584
06/05/2022,857,643,665.428571428571,694,576
07/05/2022,858,525,664.428571428571,695,569
08/05/2022,859,273,674.714285714286,696,564
09/05/2022,860,904,672.714285714286,698,558
10/05/2022,861,788,672.857142857143,700,554
11/05/2022,862,851,672,705,549
12/05/2022,863,725,667.285714285714,707,545
13/05/2022,864,644,663.571428571429,700,535
14/05/2022,865,519,637.285714285714,674,520
15/05/2022,866,240,602.714285714286,638,497
16/05/2022,867,878,565.142857142857,597,475
17/05/2022,868,604,535.142857142857,560,453
18/05/2022,869,609,507.428571428571,528,435
19/05/2022,870,462,495.285714285714,499,419
20/05/2022,871,434,445.857142857143,475,403
21/05/2022,872,325,429.142857142857,453,391
22/05/2022,873,155,404.428571428571,433,379
23/05/2022,874,532,386.571428571429,415,369
24/05/2022,875,487,372.571428571429,399,359
25/05/2022,876,436,360.857142857143,385,353
26/05/2022,877,337,356.285714285714,372,346
27/05/2022,878,336,345,362,342
28/05/2022,879,243,319.142857142857,353,339
29/05/2022,880,123,313,345,337
30/05/2022,881,453,287.857142857143,339,336
31/05/2022,882,306,306,334,337
01/06/2022,883,393,307.142857142857,330,339
02/06/2022,884,161,315.571428571429,330,345
03/06/2022,885,463,336,329,350
04/06/2022,886,251,360.714285714286,329,356
05/06/2022,887,182,373.571428571429,331,365
06/06/2022,888,596,403.571428571429,333,375
07/06/2022,889,479,397.428571428571,339,387
08/06/2022,890,483,405.571428571429,344,402
09/06/2022,891,371,405.428571428571,352,419
10/06/2022,892,420,427.428571428571,362,438
11/06/2022,893,308,450.571428571429,374,462
12/06/2022,894,181,488,389,489
13/06/2022,895,750,513.285714285714,405,520
14/06/2022,896,641,550.571428571429,424,556
15/06/2022,897,745,574.714285714286,447,597
16/06/2022,898,548,595.285714285714,474,645
17/06/2022,899,681,655.142857142857,504,699
18/06/2022,900,477,696.142857142857,539,763
19/06/2022,901,325,725,580,837
20/06/2022,902,1169,778.857142857143,626,921
21/06/2022,903,928,820.428571428571,681,1019
22/06/2022,904,947,847.285714285714,740,1127
23/06/2022,905,925,860.142857142857,796,1217
24/06/2022,906,972,912.428571428571,842,1272
25/06/2022,907,665,970.857142857143,881,1297
26/06/2022,908,415,1033.14285714286,921,1316
27/06/2022,909,1535,1080.42857142857,969,1343
28/06/2022,910,1337,1134,1027,1380
29/06/2022,911,1383,1178.71428571429,1095,1430
30/06/2022,912,1256,1197.85714285714,1173,1489
01/07/2022,913,1347,1280.85714285714,1263,1560
02/07/2022,914,978,1340.14285714286,1364,1637
03/07/2022,915,549,1390.28571428571,1445,1690
04/07/2022,916,2116,1422,1492,1701
05/07/2022,917,1752,1446,1513,1683
06/07/2022,918,1734,1478.28571428571,1529,1657
07/07/2022,919,1478,1481.28571428571,1548,1636
08/07/2022,920,1515,1473.57142857143,1561,1608
09/07/2022,921,1204,1465,1550,1561
10/07/2022,922,570,1454.71428571429,1521,1496
11/07/2022,923,2062,1442.85714285714,1481,1425
12/07/2022,924,1692,1405.57142857143,1436,1352
13/07/2022,925,1662,1375.57142857143,1393,1281
14/07/2022,926,1395,1364.85714285714,1349,1216
15/07/2022,927,1254,1322.57142857143,1306,1151
16/07/2022,928,994,1267,1260,1089
17/07/2022,929,495,1193.14285714286,1215,1029
18/07/2022,930,1766,1126.85714285714,1167,969
19/07/2022,931,1303,1086,1120,912
20/07/2022,932,1145,1040.57142857143,1072,856
21/07/2022,933,931,1018,1023,802
22/07/2022,934,968,939.142857142857,975,750
23/07/2022,935,676,885.857142857143,926,701
24/07/2022,936,337,853.285714285714,878,652
25/07/2022,937,1214,832,830,605
26/07/2022,938,930,791.857142857143,782,561
27/07/2022,939,917,758,735,519
28/07/2022,940,782,745.285714285714,689,479
29/07/2022,941,687,702.428571428571,645,440
30/07/2022,942,439,658.714285714286,600,403
31/07/2022,943,248,594.142857142857,558,369
01/08/2022,944,914,545.714285714286,516,337
02/08/2022,945,624,518.142857142857,479,307
03/08/2022,946,465,502.142857142857,440,278
04/08/2022,947,443,489.142857142857,404,252
05/08/2022,948,494,433,368,226
06/08/2022,949,327,389.714285714286,336,204
07/08/2022,950,157,366.428571428571,303,181
08/08/2022,951,521,343,275,162
09/08/2022,952,321,311.857142857143,246,144
10/08/2022,953,302,291.142857142857,221,127
11/08/2022,954,279,286,199,112
12/08/2022,955,276,225.714285714286,185,104
13/08/2022,956,182,241.142857142857,182,100
14/08/2022,957,121,240.714285714286,186,101
15/08/2022,958,99,239.428571428571,193,103
16/08/2022,959,429,237.285714285714,201,106
17/08/2022,960,299,246.857142857143,208,109
18/08/2022,961,270,249.571428571429,216,111
19/08/2022,962,261,294.142857142857,223,113
20/08/2022,963,249,282.285714285714,231,116
21/08/2022,964,140,280.142857142857,240,119
22/08/2022,965,411,277,249,123
23/08/2022,966,346,285,260,125
24/08/2022,967,284,279.857142857143,271,130
25/08/2022,968,248,276.857142857143,284,135
26/08/2022,969,317,271.571428571429,295,138
27/08/2022,970,213,269.571428571429,302,140
28/08/2022,971,119,267.285714285714,301,139
29/08/2022,972,374,268.285714285714,294,134
30/08/2022,973,332,252.428571428571,284,128
31/08/2022,974,268,242.571428571429,275,123
01/09/2022,975,255,236.857142857143,267,119
02/09/2022,976,206,228.428571428571,259,114
03/09/2022,977,144,214.571428571429,253,110
04/09/2022,978,79,209.285714285714,248,107
05/09/2022,979,315,200.714285714286,241,104
06/09/2022,980,235,197.428571428571,236,101
07/09/2022,981,231,196.714285714286,231,97
08/09/2022,982,195,197.285714285714,226,95
09/09/2022,983,183,194.571428571429,221,92
10/09/2022,984,139,191,217,90
11/09/2022,985,83,186.142857142857,213,88
12/09/2022,986,296,190.714285714286,209,85
13/09/2022,987,210,193,205,83
14/09/2022,988,197,192,201,81
15/09/2022,989,227,190.285714285714,199,80
16/09/2022,990,199,189,200,80
17/09/2022,991,132,193.857142857143,210,83
18/09/2022,992,71,199,223,87
19/09/2022,993,287,204,240,94
20/09/2022,994,244,211.714285714286,256,100
21/09/2022,995,233,227.857142857143,274,106
22/09/2022,996,262,241.714285714286,293,113
23/09/2022,997,253,286.571428571429,312,119
24/09/2022,998,245,325.714285714286,333,128
25/09/2022,999,168,367.428571428571,356,135
26/09/2022,1000,601,401.142857142857,380,144
27/09/2022,1001,518,443.285714285714,406,153
28/09/2022,1002,525,458.571428571429,435,163
29/09/2022,1003,498,467.428571428571,464,174
30/09/2022,1004,548,511.285714285714,497,186
01/10/2022,1005,352,505.428571428571,531,198
02/10/2022,1006,230,563.142857142857,573,213
03/10/2022,1007,908,597.428571428571,612,227
04/10/2022,1008,477,636.571428571429,656,243
05/10/2022,1009,929,665.571428571429,700,259
06/10/2022,1010,738,679.285714285714,749,276
07/10/2022,1011,822,705,797,294
08/10/2022,1012,555,742.714285714286,827,305
09/10/2022,1013,326,721.142857142857,830,306
10/10/2022,1014,1088,707.142857142857,810,298
11/10/2022,1015,741,690,781,287
12/10/2022,1016,778,671,752,277
13/10/2022,1017,640,659.571428571429,726,267
14/10/2022,1018,702,639.142857142857,704,259
15/10/2022,1019,422,628.714285714286,684,252
16/10/2022,1020,246,602.571428571429,664,245
17/10/2022,1021,945,588.857142857143,645,238
18/10/2022,1022,668,565.428571428571,626,231
19/10/2022,1023,595,558.857142857143,608,225
20/10/2022,1024,544,549.714285714286,591,219
21/10/2022,1025,538,517.714285714286,574,213
22/10/2022,1026,376,498.142857142857,558,207
23/10/2022,1027,182,493.285714285714,542,201
24/10/2022,1028,721,481.857142857143,527,197
25/10/2022,1029,531,474,512,191
26/10/2022,1030,561,461.142857142857,499,186
27/10/2022,1031,464,458.428571428571,484,182
28/10/2022,1032,483,437.285714285714,471,177
29/10/2022,1033,286,383.571428571429,458,173
30/10/2022,1034,163,385,446,168
31/10/2022,1035,573,378.428571428571,434,165
01/11/2022,1036,155,374.142857142857,422,160
02/11/2022,1037,571,377.714285714286,412,157
03/11/2022,1038,418,377.285714285714,400,154
04/11/2022,1039,453,383,390,149
05/11/2022,1040,311,422.142857142857,381,147
06/11/2022,1041,160,409.142857142857,380,148
07/11/2022,1042,613,417.571428571429,392,152
08/11/2022,1043,429,423.428571428571,412,162
09/11/2022,1044,480,441.571428571429,437,171
10/11/2022,1045,477,454.571428571429,462,183
11/11/2022,1046,494,500.857142857143,487,193
12/11/2022,1047,438,534.428571428571,512,205
13/11/2022,1048,251,573.142857142857,540,217
14/11/2022,1049,937,602.714285714286,567,230
15/11/2022,1050,664,631.285714285714,598,243
16/11/2022,1051,751,637,629,257
17/11/2022,1052,684,648.428571428571,662,273
18/11/2022,1053,694,677.571428571429,698,290
19/11/2022,1054,478,686.571428571429,730,305
20/11/2022,1055,331,690.714285714286,750,315
21/11/2022,1056,1141,697.285714285714,746,315
22/11/2022,1057,727,686,722,308
23/11/2022,1058,780,694,692,297
24/11/2022,1059,730,693.857142857143,662,286
25/11/2022,1060,615,674.142857142857,636,276
26/11/2022,1061,534,664.285714285714,611,268
27/11/2022,1062,330,651.428571428571,589,260
28/11/2022,1063,1003,638,568,252
29/11/2022,1064,658,628.714285714286,548,245
30/11/2022,1065,690,612.285714285714,528,238
01/12/2022,1066,636,606.142857142857,508,230
02/12/2022,1067,550,595.285714285714,491,225
03/12/2022,1068,419,584.428571428571,474,218
04/12/2022,1069,287,563.142857142857,456,212
05/12/2022,1070,927,500.714285714286,439,206
06/12/2022,1071,582,495.714285714286,424,200
07/12/2022,1072,541,482.428571428571,408,193
08/12/2022,1073,199,475,394,189
09/12/2022,1074,515,441.857142857143,379,183
10/12/2022,1075,326,420.428571428571,365,178
11/12/2022,1076,235,390.142857142857,353,173
12/12/2022,1077,695,405.714285714286,339,168
13/12/2022,1078,432,364.285714285714,328,163
14/12/2022,1079,329,349.857142857143,316,159
15/12/2022,1080,308,335.142857142857,305,154
16/12/2022,1081,225,292,294,150
17/12/2022,1082,225,284.142857142857,283,146
18/12/2022,1083,132,282.142857142857,274,143
19/12/2022,1084,393,279.571428571429,263,138
20/12/2022,1085,377,292.714285714286,254,134
21/12/2022,1086,315,293,246,131
22/12/2022,1087,290,289.142857142857,236,128
23/12/2022,1088,317,255.428571428571,228,124
24/12/2022,1089,227,260,221,121
25/12/2022,1090,105,257.142857142857,212,117
26/12/2022,1091,157,261.571428571429,205,115
27/12/2022,1092,409,258.857142857143,198,111
28/12/2022,1093,295,253.857142857143,190,109
29/12/2022,1094,321,250.571428571429,185,106
30/12/2022,1095,298,269.714285714286,177,103
31/12/2022,1096,192,243,172,101
01/01/2023,1097,82,231.285714285714,165,98
02/01/2023,1098,291,211.142857142857,160,95
03/01/2023,1099,222,181,155,93
04/01/2023,1100,213,174.571428571429,149,91
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
,,,, , 
