data,tempo_dati,CONTAGI-spe,CONTAGI-spe-lisc,T-spe,H-spe, (RQ+RC)-spe,G-spe,D-spe,Var[CONTAGI-spe],Var[CONTAGI-spe-lisc],Var[T-spe],Var[H-spe],Var[ (RQ+RC)-spe],Var[G-spe],Var[D-spe],  ,t,tempo_sim,C,RT, RH, RQ, RC, GR, GO, D,CONTAGI (previsione),T (previsione),H (previsione),(RQ+RC) (previsione),GR (previsione),D (previsione),Var[CONTAGI (previsione)],Var[T (previsione)],Var[H (previsione)],Var[(RQ+RC) (previsione)],Var[GR (previsione)],Var[D (previsione)]
,,,,,,,,,,,,,,,,,433.958,477.958,78243.5,82.0684,401.46,3288.96,975.191,64324.4,201498,2741.16,78243.5,82.0684,401.46,4264.151,6.43E+04,2741.16, , , , , , 
,,,,,,,,,,,,,,,,,434,478,78249.1,81.8898,400.724,3284.19,973.121,64333.3,201433,2741.39,78249.1,81.8898,400.724,4257.311,6.43E+04,2741.39,131.400000000009,-4.93310000000001,-20.359,-171.509,225.400000000001,5.73000000000002
,,,,,,,,,,,,,,,,,434.042,478.042,78254.7,81.7131,399.996,3279.44,971.064,64342.2,201368,2741.62,78254.7,81.7131,399.996,4250.504,6.43E+04,2741.62, , , , , , 
,,,,,,,,,,,,,,,,,434.083,478.083,78260.3,81.5383,399.277,3274.7,969.02,64351.1,201302,2741.86,78260.3,81.5383,399.277,4243.72,6.44E+04,2741.86, , , , , , 
,,,,,,,,,,,,,,,,,434.125,478.125,78265.9,81.3653,398.566,3269.97,966.99,64359.9,201237,2742.09,78265.9,81.3653,398.566,4236.96,6.44E+04,2742.09, , , , , , 
,,,,,,,,,,,,,,,,,434.167,478.167,78271.5,81.194,397.863,3265.26,964.972,64368.7,201172,2742.32,78271.5,81.194,397.863,4230.232,6.44E+04,2742.32, , , , , , 
,,,,,,,,,,,,,,,,,434.208,478.208,78277.1,81.0243,397.168,3260.56,962.967,64377.5,201106,2742.55,78277.1,81.0243,397.168,4223.527,6.44E+04,2742.55, , , , , , 
,,,,,,,,,,,,,,,,,434.25,478.25,78282.8,80.8563,396.481,3255.87,960.976,64386.2,201041,2742.78,78282.8,80.8563,396.481,4216.846,6.44E+04,2742.78, , , , , , 
,,,,,,,,,,,,,,,,,434.292,478.292,78288.4,80.6898,395.801,3251.2,958.997,64394.8,200976,2743.01,78288.4,80.6898,395.801,4210.197,6.44E+04,2743.01, , , , , , 
,,,,,,,,,,,,,,,,,434.333,478.333,78294.1,80.5248,395.129,3246.54,957.031,64403.5,200911,2743.24,78294.1,80.5248,395.129,4203.571,6.44E+04,2743.24, , , , , , 
,,,,,,,,,,,,,,,,,434.375,478.375,78299.7,80.3612,394.465,3241.9,955.079,64412.1,200846,2743.47,78299.7,80.3612,394.465,4196.979,6.44E+04,2743.47, , , , , , 
,,,,,,,,,,,,,,,,,434.417,478.417,78305.4,80.199,393.807,3237.27,953.139,64420.6,200780,2743.69,78305.4,80.199,393.807,4190.409,6.44E+04,2743.69, , , , , , 
,,,,,,,,,,,,,,,,,434.458,478.458,78311,80.038,393.156,3232.65,951.212,64429.2,200715,2743.92,78311,80.038,393.156,4183.862,6.44E+04,2743.92, , , , , , 
,,,,,,,,,,,,,,,,,434.5,478.5,78316.7,79.8784,392.512,3228.05,949.298,64437.7,200650,2744.15,78316.7,79.8784,392.512,4177.348,6.44E+04,2744.15, , , , , , 
,,,,,,,,,,,,,,,,,434.542,478.542,78322.4,79.7198,391.875,3223.46,947.397,64446.1,200585,2744.38,78322.4,79.7198,391.875,4170.857,6.44E+04,2744.38, , , , , , 
,,,,,,,,,,,,,,,,,434.583,478.583,78328.1,79.5624,391.244,3218.89,945.509,64454.5,200520,2744.61,78328.1,79.5624,391.244,4164.399,6.45E+04,2744.61, , , , , , 
,,,,,,,,,,,,,,,,,434.625,478.625,78333.8,79.4061,390.62,3214.33,943.633,64462.9,200455,2744.83,78333.8,79.4061,390.62,4157.963,6.45E+04,2744.83, , , , , , 
,,,,,,,,,,,,,,,,,434.667,478.667,78339.6,79.2507,390.001,3209.79,941.77,64471.3,200390,2745.06,78339.6,79.2507,390.001,4151.56,6.45E+04,2745.06, , , , , , 
,,,,,,,,,,,,,,,,,434.708,478.708,78345.3,79.0963,389.389,3205.26,939.92,64479.6,200325,2745.29,78345.3,79.0963,389.389,4145.18,6.45E+04,2745.29, , , , , , 
,,,,,,,,,,,,,,,,,434.75,478.75,78351,78.9428,388.783,3200.75,938.083,64487.9,200260,2745.51,78351,78.9428,388.783,4138.833,6.45E+04,2745.51, , , , , , 
,,,,,,,,,,,,,,,,,434.792,478.792,78356.8,78.79,388.182,3196.25,936.258,64496.1,200195,2745.74,78356.8,78.79,388.182,4132.508,6.45E+04,2745.74, , , , , , 
,,,,,,,,,,,,,,,,,434.833,478.833,78362.5,78.6381,387.586,3191.77,934.446,64504.3,200130,2745.97,78362.5,78.6381,387.586,4126.216,6.45E+04,2745.97, , , , , , 
,,,,,,,,,,,,,,,,,434.875,478.875,78368.3,78.4868,386.996,3187.3,932.646,64512.5,200065,2746.19,78368.3,78.4868,386.996,4119.946,6.45E+04,2746.19, , , , , , 
,,,,,,,,,,,,,,,,,434.917,478.917,78374,78.3361,386.412,3182.85,930.859,64520.6,200000,2746.42,78374,78.3361,386.412,4113.709,6.45E+04,2746.42, , , , , , 
,,,,,,,,,,,,,,,,,434.958,478.958,78379.8,78.1861,385.832,3178.41,929.085,64528.7,199935,2746.65,78379.8,78.1861,385.832,4107.495,6.45E+04,2746.65, , , , , , 
,,,,,,,,,,,,,,,,,435,479,78385.6,78.0365,385.257,3173.99,927.323,64536.7,199870,2746.87,78385.6,78.0365,385.257,4101.313,6.45E+04,2746.87,136.5,-3.85329999999999,-15.467,-155.998,203.399999999994,5.48000000000002
,,,,,,,,,,,,,,,,,435.042,479.042,78391.4,77.8875,384.687,3169.58,925.573,64544.8,199805,2747.1,78391.4,77.8875,384.687,4095.153,6.45E+04,2747.1, , , , , , 
,,,,,,,,,,,,,,,,,435.083,479.083,78397.2,77.7388,384.122,3165.19,923.836,64552.8,199740,2747.33,78397.2,77.7388,384.122,4089.026,6.46E+04,2747.33, , , , , , 
,,,,,,,,,,,,,,,,,435.125,479.125,78403,77.5905,383.561,3160.81,922.111,64560.7,199675,2747.55,78403,77.5905,383.561,4082.921,6.46E+04,2747.55, , , , , , 
,,,,,,,,,,,,,,,,,435.167,479.167,78408.8,77.4426,383.004,3156.45,920.398,64568.6,199610,2747.78,78408.8,77.4426,383.004,4076.848,6.46E+04,2747.78, , , , , , 
,,,,,,,,,,,,,,,,,435.208,479.208,78414.7,77.2948,382.452,3152.1,918.698,64576.5,199545,2748.01,78414.7,77.2948,382.452,4070.798,6.46E+04,2748.01, , , , , , 
,,,,,,,,,,,,,,,,,435.25,479.25,78420.5,77.1474,381.903,3147.77,917.01,64584.4,199481,2748.23,78420.5,77.1474,381.903,4064.78,6.46E+04,2748.23, , , , , , 
,,,,,,,,,,,,,,,,,435.292,479.292,78426.4,77.0001,381.359,3143.46,915.334,64592.2,199416,2748.46,78426.4,77.0001,381.359,4058.794,6.46E+04,2748.46, , , , , , 
,,,,,,,,,,,,,,,,,435.333,479.333,78432.2,76.853,380.819,3139.16,913.671,64600,199351,2748.69,78432.2,76.853,380.819,4052.831,6.46E+04,2748.69, , , , , , 
,,,,,,,,,,,,,,,,,435.375,479.375,78438.1,76.7061,380.282,3134.88,912.019,64607.7,199286,2748.91,78438.1,76.7061,380.282,4046.899,6.46E+04,2748.91, , , , , , 
,,,,,,,,,,,,,,,,,435.417,479.417,78443.9,76.5593,379.749,3130.61,910.38,64615.4,199222,2749.14,78443.9,76.5593,379.749,4040.99,6.46E+04,2749.14, , , , , , 
,,,,,,,,,,,,,,,,,435.458,479.458,78449.8,76.4126,379.22,3126.36,908.753,64623.1,199157,2749.37,78449.8,76.4126,379.22,4035.113,6.46E+04,2749.37, , , , , , 
,,,,,,,,,,,,,,,,,435.5,479.5,78455.7,76.2661,378.695,3122.13,907.137,64630.8,199092,2749.6,78455.7,76.2661,378.695,4029.267,6.46E+04,2749.6, , , , , , 
,,,,,,,,,,,,,,,,,435.542,479.542,78461.6,76.1196,378.173,3117.91,905.534,64638.4,199028,2749.82,78461.6,76.1196,378.173,4023.444,6.46E+04,2749.82, , , , , , 
,,,,,,,,,,,,,,,,,435.583,479.583,78467.5,75.9733,377.655,3113.7,903.943,64646,198963,2750.05,78467.5,75.9733,377.655,4017.643,6.46E+04,2750.05, , , , , , 
,,,,,,,,,,,,,,,,,435.625,479.625,78473.4,75.8272,377.14,3109.51,902.363,64653.5,198898,2750.28,78473.4,75.8272,377.14,4011.873,6.47E+04,2750.28, , , , , , 
,,,,,,,,,,,,,,,,,435.667,479.667,78479.4,75.6812,376.63,3105.34,900.796,64661,198834,2750.5,78479.4,75.6812,376.63,4006.136,6.47E+04,2750.5, , , , , , 
,,,,,,,,,,,,,,,,,435.708,479.708,78485.3,75.5355,376.123,3101.18,899.24,64668.5,198769,2750.73,78485.3,75.5355,376.123,4000.42,6.47E+04,2750.73, , , , , , 
,,,,,,,,,,,,,,,,,435.75,479.75,78491.2,75.3902,375.62,3097.03,897.696,64676,198705,2750.96,78491.2,75.3902,375.62,3994.726,6.47E+04,2750.96, , , , , , 
,,,,,,,,,,,,,,,,,435.792,479.792,78497.2,75.2452,375.122,3092.9,896.164,64683.4,198640,2751.19,78497.2,75.2452,375.122,3989.064,6.47E+04,2751.19, , , , , , 
,,,,,,,,,,,,,,,,,435.833,479.833,78503.1,75.1008,374.628,3088.78,894.643,64690.8,198576,2751.42,78503.1,75.1008,374.628,3983.423,6.47E+04,2751.42, , , , , , 
,,,,,,,,,,,,,,,,,435.875,479.875,78509.1,74.9571,374.138,3084.68,893.135,64698.1,198511,2751.64,78509.1,74.9571,374.138,3977.815,6.47E+04,2751.64, , , , , , 
,,,,,,,,,,,,,,,,,435.917,479.917,78515.1,74.8141,373.653,3080.59,891.637,64705.4,198447,2751.87,78515.1,74.8141,373.653,3972.227,6.47E+04,2751.87, , , , , , 
,,,,,,,,,,,,,,,,,435.958,479.958,78521.1,74.6721,373.174,3076.51,890.152,64712.7,198382,2752.1,78521.1,74.6721,373.174,3966.662,6.47E+04,2752.1, , , , , , 
,,,,,,,,,,,,,,,,,436,480,78527.1,74.5313,372.7,3072.44,888.678,64720,198318,2752.32,78527.1,74.5313,372.7,3961.118,6.47E+04,2752.32,141.5,-3.5052,-12.557,-140.195,183.300000000003,5.45000000000027
,,,,,,,,,,,,,,,,,436.042,480.042,78533.1,74.3919,372.233,3068.39,887.215,64727.2,198253,2752.55,78533.1,74.3919,372.233,3955.605,6.47E+04,2752.55, , , , , , 
,,,,,,,,,,,,,,,,,436.083,480.083,78539.1,74.2541,371.772,3064.34,885.764,64734.4,198189,2752.78,78539.1,74.2541,371.772,3950.104,6.47E+04,2752.78, , , , , , 
,,,,,,,,,,,,,,,,,436.125,480.125,78545.1,74.1181,371.318,3060.31,884.325,64741.5,198125,2753,78545.1,74.1181,371.318,3944.635,6.47E+04,2753, , , , , , 
,,,,,,,,,,,,,,,,,436.167,480.167,78551.1,73.9843,370.872,3056.28,882.896,64748.6,198060,2753.23,78551.1,73.9843,370.872,3939.176,6.47E+04,2753.23, , , , , , 
,,,,,,,,,,,,,,,,,436.208,480.208,78557.2,73.853,370.434,3052.26,881.48,64755.7,197996,2753.45,78557.2,73.853,370.434,3933.74,6.48E+04,2753.45, , , , , , 
,,,,,,,,,,,,,,,,,436.25,480.25,78563.2,73.7243,370.005,3048.25,880.074,64762.8,197932,2753.68,78563.2,73.7243,370.005,3928.324,6.48E+04,2753.68, , , , , , 
,,,,,,,,,,,,,,,,,436.292,480.292,78569.3,73.5987,369.586,3044.24,878.68,64769.8,197868,2753.9,78569.3,73.5987,369.586,3922.92,6.48E+04,2753.9, , , , , , 
,,,,,,,,,,,,,,,,,436.333,480.333,78575.3,73.4765,369.177,3040.24,877.297,64776.8,197803,2754.12,78575.3,73.4765,369.177,3917.537,6.48E+04,2754.12, , , , , , 
,,,,,,,,,,,,,,,,,436.375,480.375,78581.4,73.358,368.779,3036.24,875.925,64783.8,197739,2754.35,78581.4,73.358,368.779,3912.165,6.48E+04,2754.35, , , , , , 
,,,,,,,,,,,,,,,,,436.417,480.417,78587.5,73.2435,368.393,3032.24,874.564,64790.7,197675,2754.57,78587.5,73.2435,368.393,3906.804,6.48E+04,2754.57, , , , , , 
,,,,,,,,,,,,,,,,,436.458,480.458,78593.6,73.1334,368.019,3028.25,873.215,64797.6,197611,2754.78,78593.6,73.1334,368.019,3901.465,6.48E+04,2754.78, , , , , , 
,,,,,,,,,,,,,,,,,436.5,480.5,78599.7,73.0281,367.659,3024.26,871.876,64804.5,197546,2755,78599.7,73.0281,367.659,3896.136,6.48E+04,2755, , , , , , 
,,,,,,,,,,,,,,,,,436.542,480.542,78605.8,72.9277,367.312,3020.27,870.549,64811.3,197482,2755.22,78605.8,72.9277,367.312,3890.819,6.48E+04,2755.22, , , , , , 
,,,,,,,,,,,,,,,,,436.583,480.583,78611.9,72.8327,366.98,3016.27,869.233,64818.1,197418,2755.43,78611.9,72.8327,366.98,3885.503,6.48E+04,2755.43, , , , , , 
,,,,,,,,,,,,,,,,,436.625,480.625,78618,72.7433,366.663,3012.27,867.927,64824.9,197354,2755.65,78618,72.7433,366.663,3880.197,6.48E+04,2755.65, , , , , , 
,,,,,,,,,,,,,,,,,436.667,480.667,78624.1,72.6597,366.361,3008.28,866.633,64831.7,197290,2755.86,78624.1,72.6597,366.361,3874.913,6.48E+04,2755.86, , , , , , 
,,,,,,,,,,,,,,,,,436.708,480.708,78630.3,72.5824,366.076,3004.27,865.349,64838.4,197226,2756.07,78630.3,72.5824,366.076,3869.619,6.48E+04,2756.07, , , , , , 
,,,,,,,,,,,,,,,,,436.75,480.75,78636.4,72.5113,365.807,3000.27,864.077,64845.1,197162,2756.28,78636.4,72.5113,365.807,3864.347,6.48E+04,2756.28, , , , , , 
,,,,,,,,,,,,,,,,,436.792,480.792,78642.6,72.4468,365.555,2996.25,862.815,64851.7,197098,2756.49,78642.6,72.4468,365.555,3859.065,6.49E+04,2756.49, , , , , , 
,,,,,,,,,,,,,,,,,436.833,480.833,78648.7,72.389,365.321,2992.24,861.564,64858.4,197034,2756.69,78648.7,72.389,365.321,3853.804,6.49E+04,2756.69, , , , , , 
,,,,,,,,,,,,,,,,,436.875,480.875,78654.9,72.338,365.104,2988.21,860.324,64865,196970,2756.89,78654.9,72.338,365.104,3848.534,6.49E+04,2756.89, , , , , , 
,,,,,,,,,,,,,,,,,436.917,480.917,78661.1,72.2939,364.905,2984.18,859.094,64871.5,196906,2757.09,78661.1,72.2939,364.905,3843.274,6.49E+04,2757.09, , , , , , 
,,,,,,,,,,,,,,,,,436.958,480.958,78667.3,72.2567,364.724,2980.15,857.875,64878.1,196842,2757.29,78667.3,72.2567,364.724,3838.025,6.49E+04,2757.29, , , , , , 
,,,,,,,,,,,,,,,,,437,481,78673.5,72.2265,364.56,2976.11,856.667,64884.6,196778,2757.49,78673.5,72.2265,364.56,3832.777,6.49E+04,2757.49,146.399999999994,-2.3048,-8.13999999999999,-128.341,164.599999999999,5.16999999999962
,,,,,,,,,,,,,,,,,437.042,481.042,78679.7,72.2032,364.415,2972.06,855.469,64891.1,196715,2757.69,78679.7,72.2032,364.415,3827.529,6.49E+04,2757.69, , , , , , 
,,,,,,,,,,,,,,,,,437.083,481.083,78685.9,72.1867,364.287,2968,854.282,64897.5,196651,2757.88,78685.9,72.1867,364.287,3822.282,6.49E+04,2757.88, , , , , , 
,,,,,,,,,,,,,,,,,437.125,481.125,78692.1,72.1771,364.176,2963.94,853.106,64903.9,196587,2758.07,78692.1,72.1771,364.176,3817.046,6.49E+04,2758.07, , , , , , 
,,,,,,,,,,,,,,,,,437.167,481.167,78698.4,72.1741,364.082,2959.88,851.94,64910.3,196523,2758.26,78698.4,72.1741,364.082,3811.82,6.49E+04,2758.26, , , , , , 
,,,,,,,,,,,,,,,,,437.208,481.208,78704.6,72.1776,364.006,2955.8,850.784,64916.7,196459,2758.45,78704.6,72.1776,364.006,3806.584,6.49E+04,2758.45, , , , , , 
,,,,,,,,,,,,,,,,,437.25,481.25,78710.9,72.1874,363.945,2951.73,849.639,64923,196396,2758.63,78710.9,72.1874,363.945,3801.369,6.49E+04,2758.63, , , , , , 
,,,,,,,,,,,,,,,,,437.292,481.292,78717.1,72.2034,363.901,2947.64,848.505,64929.3,196332,2758.82,78717.1,72.2034,363.901,3796.145,6.49E+04,2758.82, , , , , , 
,,,,,,,,,,,,,,,,,437.333,481.333,78723.4,72.2252,363.872,2943.56,847.381,64935.6,196268,2759,78723.4,72.2252,363.872,3790.941,6.49E+04,2759, , , , , , 
,,,,,,,,,,,,,,,,,437.375,481.375,78729.7,72.2527,363.858,2939.47,846.267,64941.8,196205,2759.18,78729.7,72.2527,363.858,3785.737,6.49E+04,2759.18, , , , , , 
,,,,,,,,,,,,,,,,,437.417,481.417,78736,72.2855,363.858,2935.38,845.163,64948,196141,2759.36,78736,72.2855,363.858,3780.543,6.49E+04,2759.36, , , , , , 
,,,,,,,,,,,,,,,,,437.458,481.458,78742.3,72.3235,363.872,2931.29,844.07,64954.2,196077,2759.54,78742.3,72.3235,363.872,3775.36,6.50E+04,2759.54, , , , , , 
,,,,,,,,,,,,,,,,,437.5,481.5,78748.6,72.3663,363.899,2927.19,842.987,64960.4,196014,2759.71,78748.6,72.3663,363.899,3770.177,6.50E+04,2759.71, , , , , , 
,,,,,,,,,,,,,,,,,437.542,481.542,78754.9,72.4136,363.938,2923.1,841.914,64966.5,195950,2759.89,78754.9,72.4136,363.938,3765.014,6.50E+04,2759.89, , , , , , 
,,,,,,,,,,,,,,,,,437.583,481.583,78761.2,72.4652,363.989,2919,840.852,64972.6,195887,2760.06,78761.2,72.4652,363.989,3759.852,6.50E+04,2760.06, , , , , , 
,,,,,,,,,,,,,,,,,437.625,481.625,78767.5,72.5208,364.052,2914.91,839.799,64978.7,195823,2760.24,78767.5,72.5208,364.052,3754.709,6.50E+04,2760.24, , , , , , 
,,,,,,,,,,,,,,,,,437.667,481.667,78773.9,72.58,364.125,2910.82,838.757,64984.7,195760,2760.41,78773.9,72.58,364.125,3749.577,6.50E+04,2760.41, , , , , , 
,,,,,,,,,,,,,,,,,437.708,481.708,78780.2,72.6427,364.208,2906.74,837.725,64990.7,195696,2760.58,78780.2,72.6427,364.208,3744.465,6.50E+04,2760.58, , , , , , 
,,,,,,,,,,,,,,,,,437.75,481.75,78786.6,72.7085,364.3,2902.65,836.703,64996.7,195633,2760.75,78786.6,72.7085,364.3,3739.353,6.50E+04,2760.75, , , , , , 
,,,,,,,,,,,,,,,,,437.792,481.792,78792.9,72.7771,364.4,2898.57,835.691,65002.7,195569,2760.92,78792.9,72.7771,364.4,3734.261,6.50E+04,2760.92, , , , , , 
,,,,,,,,,,,,,,,,,437.833,481.833,78799.3,72.8484,364.509,2894.5,834.689,65008.6,195506,2761.09,78799.3,72.8484,364.509,3729.189,6.50E+04,2761.09, , , , , , 
,,,,,,,,,,,,,,,,,437.875,481.875,78805.7,72.922,364.626,2890.43,833.697,65014.5,195443,2761.26,78805.7,72.922,364.626,3724.127,6.50E+04,2761.26, , , , , , 
,,,,,,,,,,,,,,,,,437.917,481.917,78812.1,72.9978,364.75,2886.37,832.715,65020.3,195379,2761.43,78812.1,72.9978,364.75,3719.085,6.50E+04,2761.43, , , , , , 
,,,,,,,,,,,,,,,,,437.958,481.958,78818.5,73.0754,364.88,2882.32,831.742,65026.2,195316,2761.59,78818.5,73.0754,364.88,3714.062,6.50E+04,2761.59, , , , , , 
,,,,,,,,,,,,,,,,,438,482,78824.9,73.1548,365.016,2878.27,830.78,65032,195253,2761.76,78824.9,73.1548,365.016,3709.05,6.50E+04,2761.76,151.399999999994,0.928299999999993,0.456000000000017,-123.727,147.400000000001,4.27000000000044
,,,,,,,,,,,,,,,,,438.042,482.042,78831.3,73.2357,365.158,2874.23,829.828,65037.8,195189,2761.93,78831.3,73.2357,365.158,3704.058,6.50E+04,2761.93, , , , , , 
,,,,,,,,,,,,,,,,,438.083,482.083,78837.7,73.3179,365.306,2870.2,828.885,65043.5,195126,2762.1,78837.7,73.3179,365.306,3699.085,6.50E+04,2762.1, , , , , , 
,,,,,,,,,,,,,,,,,438.125,482.125,78844.2,73.4013,365.458,2866.18,827.953,65049.3,195063,2762.26,78844.2,73.4013,365.458,3694.133,6.50E+04,2762.26, , , , , , 
,,,,,,,,,,,,,,,,,438.167,482.167,78850.6,73.4857,365.615,2862.17,827.03,65055,195000,2762.43,78850.6,73.4857,365.615,3689.2,6.51E+04,2762.43, , , , , , 
,,,,,,,,,,,,,,,,,438.208,482.208,78857,73.571,365.776,2858.17,826.117,65060.6,194936,2762.6,78857,73.571,365.776,3684.287,6.51E+04,2762.6, , , , , , 
,,,,,,,,,,,,,,,,,438.25,482.25,78863.5,73.657,365.941,2854.18,825.213,65066.3,194873,2762.76,78863.5,73.657,365.941,3679.393,6.51E+04,2762.76, , , , , , 
,,,,,,,,,,,,,,,,,438.292,482.292,78870,73.7436,366.11,2850.21,824.32,65071.9,194810,2762.93,78870,73.7436,366.11,3674.53,6.51E+04,2762.93, , , , , , 
,,,,,,,,,,,,,,,,,438.333,482.333,78876.4,73.8308,366.282,2846.24,823.436,65077.5,194747,2763.09,78876.4,73.8308,366.282,3669.676,6.51E+04,2763.09, , , , , , 
,,,,,,,,,,,,,,,,,438.375,482.375,78882.9,73.9184,366.458,2842.28,822.561,65083,194684,2763.26,78882.9,73.9184,366.458,3664.841,6.51E+04,2763.26, , , , , , 
,,,,,,,,,,,,,,,,,438.417,482.417,78889.4,74.0064,366.637,2838.34,821.697,65088.6,194621,2763.43,78889.4,74.0064,366.637,3660.037,6.51E+04,2763.43, , , , , , 
,,,,,,,,,,,,,,,,,438.458,482.458,78895.9,74.0946,366.818,2834.41,820.842,65094.1,194558,2763.59,78895.9,74.0946,366.818,3655.252,6.51E+04,2763.59, , , , , , 
,,,,,,,,,,,,,,,,,438.5,482.5,78902.4,74.183,367.002,2830.49,819.996,65099.6,194495,2763.76,78902.4,74.183,367.002,3650.486,6.51E+04,2763.76, , , , , , 
,,,,,,,,,,,,,,,,,438.542,482.542,78908.9,74.2716,367.189,2826.58,819.16,65105,194432,2763.93,78908.9,74.2716,367.189,3645.74,6.51E+04,2763.93, , , , , , 
,,,,,,,,,,,,,,,,,438.583,482.583,78915.5,74.3603,367.379,2822.69,818.334,65110.4,194369,2764.09,78915.5,74.3603,367.379,3641.024,6.51E+04,2764.09, , , , , , 
,,,,,,,,,,,,,,,,,438.625,482.625,78922,74.449,367.57,2818.8,817.517,65115.8,194306,2764.26,78922,74.449,367.57,3636.317,6.51E+04,2764.26, , , , , , 
,,,,,,,,,,,,,,,,,438.667,482.667,78928.6,74.5377,367.764,2814.94,816.71,65121.2,194243,2764.43,78928.6,74.5377,367.764,3631.65,6.51E+04,2764.43, , , , , , 
,,,,,,,,,,,,,,,,,438.708,482.708,78935.1,74.6265,367.961,2811.08,815.912,65126.5,194180,2764.59,78935.1,74.6265,367.961,3626.992,6.51E+04,2764.59, , , , , , 
,,,,,,,,,,,,,,,,,438.75,482.75,78941.7,74.7151,368.159,2807.24,815.124,65131.8,194118,2764.76,78941.7,74.7151,368.159,3622.364,6.51E+04,2764.76, , , , , , 
,,,,,,,,,,,,,,,,,438.792,482.792,78948.2,74.8037,368.359,2803.41,814.345,65137.1,194055,2764.93,78948.2,74.8037,368.359,3617.755,6.51E+04,2764.93, , , , , , 
,,,,,,,,,,,,,,,,,438.833,482.833,78954.8,74.8922,368.561,2799.6,813.575,65142.3,193992,2765.09,78954.8,74.8922,368.561,3613.175,6.51E+04,2765.09, , , , , , 
,,,,,,,,,,,,,,,,,438.875,482.875,78961.4,74.9806,368.766,2795.8,812.815,65147.5,193929,2765.26,78961.4,74.9806,368.766,3608.615,6.51E+04,2765.26, , , , , , 
,,,,,,,,,,,,,,,,,438.917,482.917,78968,75.0689,368.971,2792.02,812.064,65152.7,193867,2765.43,78968,75.0689,368.971,3604.084,6.52E+04,2765.43, , , , , , 
,,,,,,,,,,,,,,,,,438.958,482.958,78974.6,75.157,369.179,2788.25,811.323,65157.9,193804,2765.6,78974.6,75.157,369.179,3599.573,6.52E+04,2765.6, , , , , , 
,,,,,,,,,,,,,,,,,439,483,78981.2,75.2449,369.389,2784.49,810.591,65163,193741,2765.77,78981.2,75.2449,369.389,3595.081,6.52E+04,2765.77,156.300000000003,2.09010000000001,4.37299999999999,-113.969000000001,131,4.00999999999976
,,,,,,,,,,,,,,,,,439.042,483.042,78987.8,75.3328,369.6,2780.75,809.868,65168.1,193679,2765.93,78987.8,75.3328,369.6,3590.618,6.52E+04,2765.93, , , , , , 
,,,,,,,,,,,,,,,,,439.083,483.083,78994.5,75.4204,369.813,2777.02,809.154,65173.2,193616,2766.1,78994.5,75.4204,369.813,3586.174,6.52E+04,2766.1, , , , , , 
,,,,,,,,,,,,,,,,,439.125,483.125,79001.1,75.5079,370.028,2773.31,808.45,65178.2,193553,2766.27,79001.1,75.5079,370.028,3581.76,6.52E+04,2766.27, , , , , , 
,,,,,,,,,,,,,,,,,439.167,483.167,79007.7,75.5952,370.244,2769.61,807.755,65183.2,193491,2766.44,79007.7,75.5952,370.244,3577.365,6.52E+04,2766.44, , , , , , 
,,,,,,,,,,,,,,,,,439.208,483.208,79014.4,75.6823,370.462,2765.93,807.069,65188.2,193428,2766.61,79014.4,75.6823,370.462,3572.999,6.52E+04,2766.61, , , , , , 
,,,,,,,,,,,,,,,,,439.25,483.25,79021,75.7693,370.681,2762.27,806.392,65193.1,193366,2766.78,79021,75.7693,370.681,3568.662,6.52E+04,2766.78, , , , , , 
,,,,,,,,,,,,,,,,,439.292,483.292,79027.7,75.856,370.902,2758.62,805.725,65198,193303,2766.95,79027.7,75.856,370.902,3564.345,6.52E+04,2766.95, , , , , , 
,,,,,,,,,,,,,,,,,439.333,483.333,79034.4,75.9426,371.125,2754.98,805.066,65202.9,193241,2767.12,79034.4,75.9426,371.125,3560.046,6.52E+04,2767.12, , , , , , 
,,,,,,,,,,,,,,,,,439.375,483.375,79041.1,76.0291,371.348,2751.36,804.417,65207.8,193178,2767.29,79041.1,76.0291,371.348,3555.777,6.52E+04,2767.29, , , , , , 
,,,,,,,,,,,,,,,,,439.417,483.417,79047.8,76.1153,371.574,2747.76,803.777,65212.6,193116,2767.46,79047.8,76.1153,371.574,3551.537,6.52E+04,2767.46, , , , , , 
,,,,,,,,,,,,,,,,,439.458,483.458,79054.5,76.2013,371.801,2744.18,803.146,65217.4,193054,2767.63,79054.5,76.2013,371.801,3547.326,6.52E+04,2767.63, , , , , , 
,,,,,,,,,,,,,,,,,439.5,483.5,79061.2,76.2872,372.029,2740.61,802.524,65222.2,192991,2767.8,79061.2,76.2872,372.029,3543.134,6.52E+04,2767.8, , , , , , 
,,,,,,,,,,,,,,,,,439.542,483.542,79067.9,76.3729,372.258,2737.05,801.911,65226.9,192929,2767.97,79067.9,76.3729,372.258,3538.961,6.52E+04,2767.97, , , , , , 
,,,,,,,,,,,,,,,,,439.583,483.583,79074.6,76.4584,372.489,2733.52,801.307,65231.6,192867,2768.14,79074.6,76.4584,372.489,3534.827,6.52E+04,2768.14, , , , , , 
,,,,,,,,,,,,,,,,,439.625,483.625,79081.4,76.5438,372.722,2730,800.712,65236.3,192804,2768.31,79081.4,76.5438,372.722,3530.712,6.52E+04,2768.31, , , , , , 
