data,tempo_dati,CONTAGI-spe,CONTAGI-spe-lisc,T-spe,H-spe, (RQ+RC)-spe,G-spe,D-spe,Var[CONTAGI-spe],Var[CONTAGI-spe-lisc],Var[T-spe],Var[H-spe],Var[ (RQ+RC)-spe],Var[G-spe],Var[D-spe],  ,t,tempo_sim,C,RT, RH, RQ, RC, GR, GO, D,CONTAGI (previsione),T (previsione),H (previsione),(RQ+RC) (previsione),GR (previsione),D (previsione),Var[CONTAGI (previsione)],Var[T (previsione)],Var[H (previsione)],Var[(RQ+RC) (previsione)],Var[GR (previsione)],Var[D (previsione)]
01/02/2020,32,0,,0,0,,0,0,,,,,,,,,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/02/2020,33,0,,0,0,,0,0,,,,,,,,,0.0416667,44.0416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
03/02/2020,34,0,,0,0,,0,0,,,,,,,,,0.0833333,44.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
04/02/2020,35,0,0,0,0,,0,0,,,,,,,,,0.125,44.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
05/02/2020,36,0,0,0,0,,0,0,,,,,,,,,0.166667,44.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
06/02/2020,37,0,0,0,0,,0,0,,,,,,,,,0.208333,44.208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
07/02/2020,38,0,0,0,0,,0,0,,,,,,,,,0.25,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
08/02/2020,39,0,0,0,0,,0,0,,,,,,,,,0.291667,44.291667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
09/02/2020,40,0,0,0,0,,0,0,,,,,,,,,0.333333,44.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
10/02/2020,41,0,0,0,0,,0,0,,,,,,,,,0.375,44.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
11/02/2020,42,0,0,0,0,,0,0,,,,,,,,,0.416667,44.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
12/02/2020,43,0,0,0,0,,0,0,,,,,,,,,0.458333,44.458333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
13/02/2020,44,0,0,0,0,,0,0,,,,,,,,,0.5,44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
14/02/2020,45,0,0,0,0,,0,0,,,,,,,,,0.541667,44.541667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
15/02/2020,46,0,0,0,0,,0,0,,,,,,,,,0.583333,44.583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
16/02/2020,47,0,0,0,0,,0,0,,,,,,,,,0.625,44.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
17/02/2020,48,0,0,0,0,,0,0,,,,,,,,,0.666667,44.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
18/02/2020,49,0,0,0,0,,0,0,,,,,,,,,0.708333,44.708333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
19/02/2020,50,0,0,0,0,,0,0,,,,,,,,,0.75,44.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
20/02/2020,51,0,0,0,0,,0,0,,,,,,,,,0.791667,44.791667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
21/02/2020,52,0,0,0,0,,0,0,,,,,,,,,0.833333,44.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
22/02/2020,53,0,0,0,0,,0,0,,,,,,,,,0.875,44.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
23/02/2020,54,0,0,0,0,,0,0,,,,,,,,,0.916667,44.916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
24/02/2020,55,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0.958333,44.958333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
25/02/2020,56,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/02/2020,57,0,0.285714285714286,0,0,,0,0,0,0.333333333333333,0,0,0,0,0,,1.04167,45.04167,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , 
27/02/2020,58,0,0.714285714285714,0,0,,0,0,0,0.428571428571429,0,0,0,0,0,,1.08333,45.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , 
28/02/2020,59,0,1.42857142857143,0,0,,0,0,0,0.714285714285714,0,0,0,0,0,,1.125,45.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , 
29/02/2020,60,2,2.28571428571429,0,0,,0,0,2,0.857142857142857,0,0,0,0,0,,1.16667,45.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , 
01/03/2020,61,3,4.57142857142857,0,0,,0,0,1,2.28571428571429,0,0,0,0,0,,1.20833,45.20833,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , 
02/03/2020,62,5,7.71428571428571,0,0,,0,0,2,3.14285714285714,0,0,0,0,0,,1.25,45.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , 
03/03/2020,63,6,11.8571428571429,0,0,,0,0,1,4.14285714285714,0,0,0,0,0,,1.29167,45.29167,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , 
04/03/2020,64,16,17.4285714285714,3,0,,0,0,10,5.57142857142857,3,0,0,0,0,,1.33333,45.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , 
05/03/2020,65,22,23.8571428571429,3,0,,0,1,6,6.42857142857143,0,0,0,0,1,,1.375,45.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , 
06/03/2020,66,29,30.7142857142857,3,0,,0,1,7,6.85714285714286,0,0,0,0,0,,1.41667,45.41667,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , 
07/03/2020,67,41,40.8571428571429,9,7,,0,2,12,10.1428571428571,6,7,0,0,1,,1.45833,45.45833,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , 
08/03/2020,68,48,53.8571428571429,14,15,,0,2,7,13,5,8,0,0,0,,1.5,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , 
09/03/2020,69,53,71.2857142857143,25,19,,0,2,5,17.4285714285714,11,4,0,0,0,,1.54167,45.54167,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0, , , , , , 
10/03/2020,70,77,96.8571428571429,24,26,,1,2,24,25.5714285714286,-1,7,0,1,0,,1.58333,45.58333,1.74759E-14,1.54662E-15,1.00836E-14,4.88452E-15,9.61176E-16,0,1.00487E-13,0,1.75E-14,1.55E-15,1.01E-14,5.845696E-15,0.00E+00,0.00E+00, , , , , , 
11/03/2020,71,107,132.571428571429,33,39,,2,5,30,35.7142857142857,9,13,0,1,3,,1.625,45.625,4.96409E-13,4.39322E-14,2.86428E-13,1.38746E-13,2.73025E-14,0,2.85435E-12,0,4.96E-13,4.39E-14,2.86E-13,1.660485E-13,0.00E+00,0.00E+00, , , , , , 
12/03/2020,72,144,182.142857142857,38,62,,2,6,37,49.5714285714286,5,23,0,0,1,,1.66667,45.66667,4.39979E-12,3.89381E-13,2.53868E-12,1.22974E-12,2.41988E-13,0,2.52988E-11,0,4.40E-12,3.89E-13,2.54E-12,1.471728E-12,0.00E+00,0.00E+00, , , , , , 
13/03/2020,73,208,237.285714285714,39,93,,2,10,64,55.1428571428571,1,31,0,0,4,,1.70833,45.70833,2.34197E-11,2.07264E-12,1.35132E-11,6.5458E-12,1.28808E-12,0,1.34663E-10,0,2.34E-11,2.07E-12,1.35E-11,7.83388E-12,0.00E+00,0.00E+00, , , , , , 
14/03/2020,74,291,300.142857142857,47,111,,2,13,83,62.8571428571429,8,18,0,0,3,,1.75,45.75,9.26284E-11,8.19762E-12,5.34466E-11,2.58896E-11,5.09456E-12,0,5.32614E-10,0,9.26E-11,8.20E-12,5.34E-11,3.098416E-11,0.00E+00,0.00E+00, , , , , , 
15/03/2020,75,395,372.428571428571,58,140,,2,17,104,72.2857142857143,11,29,0,0,4,,1.79167,45.79167,3.00905E-10,2.66301E-11,1.73622E-10,8.41031E-11,1.65498E-11,0,1.73021E-09,0,3.01E-10,2.66E-11,1.74E-10,1.006529E-10,0.00E+00,0.00E+00, , , , , , 
16/03/2020,76,439,448.428571428572,67,169,,2,18,44,76,9,29,0,0,1,,1.83333,45.83333,8.48785E-10,7.51174E-11,4.89749E-10,2.37235E-10,4.66832E-11,0,4.88051E-09,0,8.49E-10,7.51E-11,4.90E-10,2.839182E-10,0.00E+00,0.00E+00, , , , , , 
17/03/2020,77,517,536.142857142857,81,202,,2,24,78,87.7142857142857,14,33,0,0,6,,1.875,45.875,2.15096E-09,1.9036E-10,1.2411E-09,6.01193E-10,1.18303E-10,0,1.2368E-08,0,2.15E-09,1.90E-10,1.24E-09,7.19496E-10,0.00E+00,0.00E+00, , , , , , 
18/03/2020,78,613,618.857142857143,94,214,,3,27,96,82.7142857142857,13,12,0,1,3,,1.91667,45.91667,5.00719E-09,4.43137E-10,2.88915E-09,1.39951E-09,2.75396E-10,0,2.87914E-08,0,5.01E-09,4.43E-10,2.89E-09,1.674906E-09,0.00E+00,0.00E+00, , , , , , 
19/03/2020,79,676,699.857142857143,104,304,,3,33,63,81,10,90,0,0,6,,1.95833,45.95833,1.08721E-08,9.62185E-10,6.27323E-09,3.03877E-09,5.97968E-10,0,6.25149E-08,0,1.09E-08,9.62E-10,6.27E-09,3.636738E-09,0.00E+00,0.00E+00, , , , , , 
20/03/2020,80,822,782.428571428572,108,317,,4,40,146,82.5714285714286,4,13,0,1,7,,2,46,2.22603E-08,1.97004E-09,1.28442E-08,6.22176E-09,1.22432E-09,0,1.27997E-07,0,2.23E-08,1.97E-09,1.28E-08,7.44608E-09,0.00E+00,0.00E+00,2.22603E-08,1.97004E-09,1.28442E-08,7.44608E-09,0,0
21/03/2020,81,870,879,109,327,,10,51,48,96.5714285714286,1,10,0,6,11,,2.04167,46.04167,4.3326E-08,3.83435E-09,2.49991E-08,1.21096E-08,2.38293E-09,0,2.49124E-07,0,4.33E-08,3.83E-09,2.50E-08,1.449253E-08,0.00E+00,0.00E+00, , , , , , 
22/03/2020,82,962,972.142857142857,114,329,,12,62,92,93.1428571428571,5,2,0,2,11,,2.08333,46.08333,8.06573E-08,7.13817E-09,4.65393E-08,2.25437E-08,4.43615E-09,0,4.6378E-07,0,8.07E-08,7.14E-09,4.65E-08,2.697985E-08,0.00E+00,0.00E+00, , , , , , 
23/03/2020,83,1017,1074.28571428571,119,350,,15,67,55,102.142857142857,5,21,0,3,5,,2.125,46.125,1.4432E-07,1.27723E-08,8.32728E-08,4.03375E-08,7.93761E-09,0,8.29841E-07,0,1.44E-07,1.28E-08,8.33E-08,4.827511E-08,0.00E+00,0.00E+00, , , , , , 
24/03/2020,84,1193,1167.42857142857,127,353,,20,76,176,93.1428571428571,8,3,0,5,9,,2.16667,46.16667,2.49175E-07,2.2052E-08,1.43774E-07,6.96444E-08,1.37046E-08,0,1.43276E-06,0,2.49E-07,2.21E-08,1.44E-07,8.3349E-08,0.00E+00,0.00E+00, , , , , , 
25/03/2020,85,1265,1267.28571428571,136,361,,25,88,72,99.8571428571429,9,8,0,5,12,,2.20833,46.20833,4.16477E-07,3.68582E-08,2.40307E-07,1.16405E-07,2.29062E-08,0,2.39474E-06,0,4.16E-07,3.69E-08,2.40E-07,1.393112E-07,0.00E+00,0.00E+00, , , , , , 
26/03/2020,86,1391,1365.85714285714,142,378,,35,97,126,98.5714285714286,6,17,0,10,9,,2.25,46.25,6.75748E-07,5.98037E-08,3.89907E-07,1.88872E-07,3.71661E-08,0,3.88555E-06,0,6.76E-07,5.98E-08,3.90E-07,2.260381E-07,0.00E+00,0.00E+00, , , , , , 
27/03/2020,87,1474,1464.28571428571,142,385,,37,110,83,98.4285714285714,0,7,0,2,13,,2.29167,46.29167,1.0669E-06,9.44203E-08,6.15599E-07,2.98197E-07,5.86793E-08,0,6.13465E-06,0,1.07E-06,9.44E-08,6.16E-07,3.568763E-07,0.00E+00,0.00E+00, , , , , , 
28/03/2020,88,1569,1554.85714285714,140,417,,54,122,95,90.5714285714286,-2,32,0,17,12,,2.33333,46.33333,1.64252E-06,1.45363E-07,9.47734E-07,4.59084E-07,9.03386E-08,0,9.44449E-06,0,1.64E-06,1.45E-07,9.48E-07,5.494226E-07,0.00E+00,0.00E+00, , , , , , 
29/03/2020,89,1652,1648.42857142857,148,426,,68,132,83,93.5714285714286,8,9,0,14,10,,2.375,46.375,2.47035E-06,2.18626E-07,1.42539E-06,6.90462E-07,1.35869E-07,0,1.42045E-05,0,2.47E-06,2.19E-07,1.43E-06,8.26331E-07,0.00E+00,0.00E+00, , , , , , 
30/03/2020,90,1706,1739.28571428571,156,430,,70,144,54,90.8571428571429,8,4,0,2,12,,2.41667,46.41667,3.63571E-06,3.2176E-07,2.0978E-06,1.01618E-06,1.99964E-07,0,2.09053E-05,0,3.64E-06,3.22E-07,2.10E-06,1.216144E-06,0.00E+00,0.00E+00, , , , , , 
31/03/2020,91,1827,1833.14285714286,154,448,,79,157,121,93.8571428571429,-2,18,0,9,13,,2.45833,46.45833,5.24399E-06,4.64093E-07,3.02578E-06,1.46569E-06,2.88419E-07,0,3.01529E-05,0,5.24E-06,4.64E-07,3.03E-06,1.754109E-06,0.00E+00,0.00E+00, , , , , , 
01/04/2020,92,1920,1926.28571428571,170,574,,96,167,93,93.1428571428571,16,126,0,17,10,,2.5,46.5,7.42294E-06,6.5693E-07,4.28304E-06,2.07471E-06,4.08262E-07,0,4.26819E-05,0,7.42E-06,6.57E-07,4.28E-06,2.482972E-06,0.00E+00,0.00E+00, , , , , , 
02/04/2020,93,2027,2023,167,607,,130,181,107,96.7142857142857,-3,33,0,34,14,,2.54167,46.54167,1.03248E-05,9.13748E-07,5.95743E-06,2.88579E-06,5.67866E-07,0,5.93678E-05,0,1.03E-05,9.14E-07,5.96E-06,3.453656E-06,0.00E+00,0.00E+00, , , , , , 
03/04/2020,94,2131,2115.28571428571,171,630,,143,194,104,92.2857142857143,4,23,0,13,13,,2.58333,46.58333,1.41283E-05,1.25036E-06,8.15205E-06,3.94887E-06,7.77059E-07,0,8.1238E-05,0,1.41E-05,1.25E-06,8.15E-06,4.725929E-06,0.00E+00,0.00E+00, , , , , , 
04/04/2020,95,2221,2205.42857142857,167,662,,154,203,90,90.1428571428571,-4,32,0,11,9,,2.625,46.625,1.90401E-05,1.68505E-06,1.09861E-05,5.32171E-06,1.04721E-06,0,0.000109481,0,1.90E-05,1.69E-06,1.10E-05,6.36892E-06,0.00E+00,0, , , , , , 
05/04/2020,96,2329,2290.71428571429,168,689,,174,210,108,85.2857142857143,1,27,0,20,7,,2.66667,46.66667,2.52961E-05,2.2387E-06,1.45958E-05,7.07025E-06,1.39128E-06,0,0.000145452,0,2.53E-05,2.24E-06,1.46E-05,8.46153E-06,0.00E+00,0, , , , , , 
06/04/2020,97,2352,2376.85714285714,169,708,,176,221,23,86.1428571428571,1,19,0,2,11,,2.70833,46.70833,3.31623E-05,2.93486E-06,1.91346E-05,9.26886E-06,1.82393E-06,0,0.000190683,0,3.32E-05,2.93E-06,1.91E-05,1.109279E-05,0.00E+00,0, , , , , , 
07/04/2020,98,2458,2459.57142857143,161,711,,203,235,106,82.7142857142857,-8,3,0,27,14,,2.75,46.75,4.29355E-05,3.79979E-06,2.47738E-05,1.20005E-05,2.36145E-06,0,0.000246879,0,4.29E-05,3.80E-06,2.48E-05,1.436195E-05,0.00E+00,0, , , , , , 
08/04/2020,99,2517,2555.14285714286,162,706,,235,249,59,95.5714285714286,1,-5,0,32,14,,2.79167,46.79167,5.49434E-05,4.86249E-06,3.17024E-05,1.53567E-05,3.02189E-06,0,0.000315925,0,5.49E-05,4.86E-06,3.17E-05,1.837859E-05,0.00E+00,0, , , , , , 
09/04/2020,100,2630,2645.85714285714,158,714,,281,266,113,90.7142857142857,-4,8,0,46,17,,2.83333,46.83333,6.95445E-05,6.15469E-06,4.01272E-05,1.94377E-05,3.82495E-06,0,0.000399881,0,6.95E-05,6.15E-06,4.01E-05,2.326265E-05,0.00E+00,0, , , , , , 
10/04/2020,101,2710,2749.28571428571,153,694,,294,279,80,103.428571428571,-5,-20,0,13,13,,2.875,46.875,8.71274E-05,7.71078E-06,5.02725E-05,2.43521E-05,4.79201E-06,0,0.000500983,0,8.71E-05,7.71E-06,5.03E-05,2.914411E-05,0.00E+00,0, , , , , , 
11/04/2020,102,2890,2847.28571428571,144,713,,350,298,180,98,-9,19,0,56,19,,2.91667,46.91667,0.00010811,9.56775E-06,6.23796E-05,3.02168E-05,5.94606E-06,0,0.000621634,0,0.00010811,9.57E-06,6.24E-05,3.616286E-05,0.00E+00,0, , , , , , 
12/04/2020,103,2964,2948,146,718,,408,317,74,100.714285714286,2,5,0,58,19,,2.95833,46.95833,0.000132939,1.17651E-05,7.6706E-05,3.71565E-05,7.31166E-06,0,0.000764401,0,0.000132939,1.18E-05,7.67E-05,4.446816E-05,0.00E+00,0, , , , , , 
13/04/2020,104,3076,3048.85714285714,151,741,,427,331,112,100.857142857143,5,23,0,19,14,,3,47,0.000162088,1.43448E-05,9.35248E-05,4.53036E-05,8.91484E-06,0,0.000932006,0,0.000162088,1.43E-05,9.35E-05,5.421844E-05,0.00E+00,0,0.0001620657397,1.434282996E-05,9.35119558E-05,5.421099392E-05,0,0
14/04/2020,105,3144,3148.28571428571,144,726,,453,349,68,99.4285714285714,-7,-15,0,26,18,,3.04167,47.04167,0.000196055,1.73509E-05,0.000113124,5.47974E-05,1.0783E-05,0,0.00112732,0,0.000196055,1.74E-05,1.13E-04,6.55804E-05,0.00E+00,0, , , , , , 
15/04/2020,106,3222,3229.42857142857,141,722,,516,365,78,81.1428571428571,-3,-4,0,63,16,,3.08333,47.08333,0.000235363,2.08296E-05,0.000135804,6.57838E-05,1.29449E-05,0,0.00135333,0,0.000235363,2.08E-05,1.36E-04,7.87287E-05,0.00E+00,0, , , , , , 
16/04/2020,107,3336,3310.85714285714,136,732,,600,375,114,81.4285714285714,-5,10,0,84,10,,3.125,47.125,0.000280554,2.4829E-05,0.00016188,7.84149E-05,1.54305E-05,0,0.00161319,0,0.000280554,2.48E-05,1.62E-04,9.38454E-05,0.00E+00,0, , , , , , 
17/04/2020,108,3406,3384.42857142857,130,719,,668,382,70,73.5714285714286,-6,-13,0,68,7,,3.16667,47.16667,0.000332192,2.9399E-05,0.000191675,9.28478E-05,1.82706E-05,0,0.00191011,0,0.000332192,2.94E-05,1.92E-04,0.0001111184,0.00E+00,0, , , , , , 
18/04/2020,109,3458,3455.28571428571,133,700,,736,391,52,70.8571428571429,3,-19,0,68,9,,3.20833,47.20833,0.000390857,3.45909E-05,0.000225525,0.000109245,2.14972E-05,0,0.00224743,0,0.000390857,3.46E-05,2.26E-04,0.0001307422,0.00E+00,0, , , , , , 
19/04/2020,110,3534,3518.71428571429,132,700,,810,400,76,63.4285714285714,-1,0,0,74,9,,3.25,47.25,0.000457143,4.04572E-05,0.000263772,0.000127772,2.51429E-05,0,0.00262857,0,0.000457143,4.05E-05,2.64E-04,0.0001529149,0.00E+00,0, , , , , , 
20/04/2020,111,3591,3573.57142857143,127,698,,842,411,57,54.8571428571429,-5,-2,0,32,11,,3.29167,47.29167,0.000531657,4.70516E-05,0.000306766,0.000148598,2.92411E-05,0,0.00305703,0,0.000531657,4.71E-05,3.07E-04,0.0001778391,0.00E+00,0, , , , , , 
21/04/2020,112,3640,3624,120,697,,886,420,49,50.4285714285714,-7,-1,0,44,9,,3.33333,47.33333,0.000615014,5.44287E-05,0.000354863,0.000171896,3.38258E-05,0,0.00353633,0,0.000615014,5.44E-05,3.55E-04,0.0002057218,0.00E+00,0, , , , , , 
22/04/2020,113,3666,3672,123,693,,946,432,26,48,3,-4,0,60,12,,3.375,47.375,0.000707837,6.26436E-05,0.000408422,0.00019784,3.8931E-05,0,0.00407006,0,0.000707837,6.26E-05,4.08E-04,0.000236771,0.00E+00,0, , , , , , 
23/04/2020,114,3720,3720.71428571429,125,684,,985,436,54,48.7142857142857,2,-9,0,39,4,,3.41667,47.41667,0.000810754,7.17517E-05,0.000467805,0.000226606,4.45915E-05,0,0.00466184,0,0.000810754,7.18E-05,4.68E-04,0.0002711975,0.00E+00,0, , , , , , 
24/04/2020,115,3759,3765.28571428571,122,662,,1069,443,39,44.5714285714286,-3,-22,0,84,7,,3.45833,47.45833,0.000924394,8.18088E-05,0.000533375,0.000258368,5.08416E-05,0,0.00531526,0,0.000924394,8.18E-05,5.33E-04,0.0003092096,0.00E+00,0, , , , , , 
25/04/2020,116,3794,3808,116,645,,1166,451,35,42.7142857142857,-6,-17,0,97,8,,3.5,47.5,0.00104938,9.28705E-05,0.000605495,0.000293303,5.77161E-05,0,0.00603396,0,0.00104938,9.29E-05,6.05E-04,0.0003510191,0.00E+00,0, , , , , , 
26/04/2020,117,3875,3858.71428571429,117,650,,1213,458,81,50.7142857142857,1,5,0,47,7,,3.54167,47.54167,0.00118635,0.000104992,0.000684525,0.000331585,6.52493E-05,0,0.00682152,0,0.00118635,1.05E-04,0.000684525,0.0003968343,0.00E+00,0, , , , , , 
27/04/2020,118,3903,3908.85714285714,112,630,,1221,468,28,50.1428571428571,-5,-20,0,8,10,,3.58333,47.58333,0.00133591,0.000118228,0.000770822,0.000373388,7.34753E-05,0,0.00768151,0,0.00133591,1.18E-04,0.000770822,0.0004468633,0.00E+00,0, , , , , , 
28/04/2020,119,3939,3962.57142857143,108,620,,1256,478,36,53.7142857142857,-4,-10,0,35,10,,3.625,47.625,0.00149868,0.000132634,0.000864741,0.000418882,8.24276E-05,0,0.00861743,0,0.00149868,1.33E-04,0.000864741,0.0005013096,0.00E+00,0, , , , , , 
29/04/2020,120,4021,4016.14285714286,99,601,,1344,483,82,53.5714285714286,-9,-19,0,88,5,,3.66667,47.66667,0.00167526,0.000148261,0.000966626,0.000468236,9.21394E-05,0,0.00963276,0,0.00167526,1.48E-04,0.000966626,0.0005603754,0.00E+00,0, , , , , , 
30/04/2020,121,4071,4061.42857142857,95,575,,1416,488,50,45.2857142857143,-4,-26,0,72,5,,3.70833,47.70833,0.00186624,0.000165162,0.00107682,0.000521613,0.000102643,0,0.0107309,0,0.00186624,1.65E-04,0.00107682,0.000624256,0.00E+00,0, , , , , , 
01/05/2020,122,4135,4106.42857142857,88,605,,1440,500,64,45,-7,30,0,24,12,,3.75,47.75,0.00207218,0.000183388,0.00119565,0.000579175,0.00011397,0,0.0119151,0,0.00207218,1.83E-04,0.00119565,0.000693145,0.00E+00,0, , , , , , 
02/05/2020,123,4169,4150.28571428571,90,588,,1482,504,34,43.8571428571429,2,-17,0,42,4,,3.79167,47.79167,0.00229366,0.000202989,0.00132344,0.000641077,0.000126151,0,0.0131885,0,0.00229366,2.03E-04,0.00132344,0.000767228,0.00E+00,0, , , , , , 
03/05/2020,124,4192,4186.42857142857,94,592,,1516,513,23,36.1428571428571,4,4,0,34,9,,3.83333,47.83333,0.0025312,0.000224011,0.0014605,0.00070747,0.000139216,0,0.0145544,0,0.0025312,2.24E-04,0.0014605,0.000846686,0.00E+00,0, , , , , , 
04/05/2020,125,4218,4220.57142857143,93,558,,1538,520,26,34.1428571428571,-1,-34,0,22,7,,3.875,47.875,0.00278533,0.000246502,0.00160713,0.000778499,0.000153193,0,0.0160156,0,0.00278533,2.47E-04,0.00160713,0.000931692,0.00E+00,0, , , , , , 
05/05/2020,126,4246,4249,86,531,,1583,526,28,28.4285714285714,-7,-27,0,45,6,,3.91667,47.91667,0.00305654,0.000270504,0.00176362,0.000854303,0.00016811,0,0.0175751,0,0.00305654,2.71E-04,0.00176362,0.001022413,0.00E+00,0, , , , , , 
06/05/2020,127,4274,4276.85714285714,80,511,,1674,531,28,27.8571428571429,-6,-20,0,91,5,,3.95833,47.95833,0.00334531,0.00029606,0.00193024,0.000935014,0.000183992,0,0.0192355,0,0.00334531,2.96E-04,0.00193024,0.001119006,0.00E+00,0, , , , , , 
07/05/2020,128,4310,4303.14285714286,72,513,,1784,538,36,26.2857142857143,-8,2,0,110,7,,4,48,0.00365208,0.000323209,0.00210725,0.00102076,0.000200865,0,0.0209995,0,0.00365208,3.23E-04,0.00210725,0.001221625,0.00E+00,0,0.003489992,0.0003088642,0.0020137252,0.00116740656,0,0
08/05/2020,129,4334,4328.71428571429,74,501,,1877,545,24,25.5714285714286,2,-12,0,93,7,,4.04167,48.04167,0.00397729,0.00035199,0.0022949,0.00111165,0.000218751,0,0.0228694,0,0.00397729,3.52E-04,0.0022949,0.001330401,0.00E+00,0, , , , , , 
09/05/2020,130,4364,4353.42857142857,70,500,,1951,551,30,24.7142857142857,-4,-1,0,74,6,,4.08333,48.08333,0.00432132,0.000382437,0.0024934,0.00120781,0.000237672,0,0.0248476,0,0.00432132,3.82E-04,0.0024934,0.001445482,0.00E+00,0, , , , , , 
10/05/2020,131,4376,4376.28571428571,72,499,,2010,556,12,22.8571428571429,2,-1,0,59,5,,4.125,48.125,0.00468454,0.000414582,0.00270298,0.00130933,0.00025765,0,0.0269361,0,0.00468454,4.15E-04,0.00270298,0.00156698,0.00E+00,0, , , , , , 
11/05/2020,132,4397,4395.85714285714,73,479,,2101,561,21,19.5714285714286,1,-20,0,91,5,,4.16667,48.16667,0.0050673,0.000448456,0.00292383,0.00141631,0.000278701,0,0.029137,0,0.0050673,4.48E-04,0.00292383,0.001695011,0.00E+00,0, , , , , , 
12/05/2020,133,4419,4413.85714285714,70,480,,2149,562,22,18,-3,1,0,48,1,,4.20833,48.20833,0.00546989,0.000484086,0.00315613,0.00152883,0.000300844,0,0.0314519,0,0.00546989,0.000484086,0.00315613,0.001829674,0.00E+00,0, , , , , , 
13/05/2020,134,4434,4429.28571428571,57,459,,2167,567,15,15.4285714285714,-13,-21,0,18,5,,4.25,48.25,0.00589261,0.000521497,0.00340004,0.00164698,0.000324094,0,0.0338825,0,0.00589261,0.000521497,0.00340004,0.001971074,0.00E+00,0, , , , , , 
14/05/2020,135,4447,4444.85714285714,56,441,,2288,574,13,15.5714285714286,-1,-18,0,121,7,,4.29167,48.29167,0.0063357,0.000560711,0.0036557,0.00177083,0.000348464,0,0.0364303,0,0.0063357,0.000560711,0.0036557,0.002119294,0.00E+00,0, , , , , , 
15/05/2020,136,4460,4459,55,434,,2361,582,13,14.1428571428571,-1,-7,0,73,8,,4.33333,48.33333,0.00679939,0.000601748,0.00392325,0.00190042,0.000373966,0,0.0390965,0,0.00679939,0.000601748,0.00392325,0.002274386,0.00E+00,0, , , , , , 
16/05/2020,137,4472,4470.85714285714,51,404,,2405,584,12,11.8571428571429,-4,-30,0,44,2,,4.375,48.375,0.00728385,0.000644624,0.00420278,0.00203583,0.000400612,0,0.0418821,0,0.00728385,0.000644624,0.00420278,0.002436442,0.00E+00,0.00E+00, , , , , , 
17/05/2020,138,4485,4482,52,400,,2451,587,13,11.1428571428571,1,-4,0,46,3,,4.41667,48.41667,0.00778924,0.000689353,0.0044944,0.00217708,0.000428408,0,0.0447882,0,0.00778924,0.000689353,0.0044944,0.002605488,0.00E+00,0.00E+00, , , , , , 
