DATA,ALTRO,ALTRO_BOLLA,DEGENZA CHIR GENERALE NO COVID,DEGENZA CHIR GENERALE NO COVID_BOLLA,DEGENZA CHIR SPECIALISTICA NO COVID,DEGENZA CHIR SPECIALISTICA NO COVID_BOLLA,DEGENZA COVID BASSA INTENSITA,DEGENZA MED GENERALE NO COVID,DEGENZA MED GENERALE NO COVID_BOLLA,DEGENZA MED SPECIALISTICA NO COVID,DEGENZA MED SPECIALISTICA NO COVID_BOLLA,DEGENZA ORDINARIA COVID,DOMICILIO/STRUTTURA ISOLAMENTO,EMERGENZA-URGENZA,EMERGENZA-URGENZA_BOLLA,ORTOPEDIA,ORTOPEDIA_BOLLA,SOSPETTI COVID,SUB INTENSIVA COVID,SUB INTENSIVA NO COVID,SUB INTENSIVA NO COVID_BOLLA,TERAPIA INTENSIVA COVID,TERAPIA INTENSIVA NO COVID,TERAPIA INTENSIVA NO COVID_BOLLA
2022-06-26,184.0,5.0,161.0,3.0,318.0,10.0,50.0,688.0,62.0,337.0,16.0,44.0,0.0,34.0,0.0,82.0,3.0,0.0,0.0,54.0,4.0,6.0,106.0,7.0
2022-06-27,197.0,4.0,170.0,3.0,342.0,12.0,50.0,678.0,65.0,349.0,17.0,41.0,0.0,34.0,0.0,95.0,3.0,0.0,0.0,52.0,5.0,7.0,113.0,7.0
2022-06-28,208.0,3.0,180.0,3.0,387.0,14.0,50.0,669.0,73.0,353.0,16.0,43.0,0.0,32.0,0.0,97.0,3.0,0.0,0.0,52.0,4.0,9.0,109.0,5.0
2022-06-29,210.0,1.0,174.0,3.0,393.0,11.0,50.0,672.0,78.0,353.0,17.0,45.0,0.0,26.0,0.0,93.0,4.0,0.0,0.0,52.0,4.0,6.0,108.0,7.0
2022-06-30,213.0,1.0,182.0,2.0,401.0,8.0,50.0,658.0,80.0,353.0,28.0,27.0,0.0,30.0,1.0,81.0,6.0,0.0,0.0,49.0,6.0,6.0,112.0,6.0
2022-07-01,199.0,0.0,187.0,3.0,387.0,7.0,50.0,637.0,77.0,327.0,40.0,23.0,0.0,34.0,1.0,80.0,7.0,0.0,0.0,49.0,6.0,6.0,107.0,5.0
2022-07-02,185.0,1.0,167.0,5.0,336.0,10.0,50.0,641.0,81.0,316.0,46.0,24.0,0.0,36.0,1.0,75.0,8.0,0.0,1.0,50.0,5.0,4.0,104.0,6.0
2022-07-03,189.0,1.0,170.0,5.0,323.0,12.0,50.0,674.0,89.0,313.0,50.0,28.0,0.0,37.0,1.0,73.0,11.0,1.0,1.0,52.0,4.0,5.0,108.0,5.0
2022-07-04,204.0,1.0,188.0,7.0,351.0,16.0,50.0,671.0,95.0,334.0,47.0,28.0,0.0,35.0,3.0,77.0,10.0,2.0,0.0,49.0,4.0,5.0,106.0,6.0
2022-07-05,219.0,1.0,200.0,5.0,348.0,13.0,50.0,643.0,102.0,341.0,46.0,27.0,0.0,35.0,3.0,76.0,10.0,2.0,0.0,48.0,3.0,5.0,99.0,7.0
2022-07-06,196.0,1.0,204.0,6.0,372.0,11.0,50.0,646.0,97.0,328.0,45.0,25.0,0.0,38.0,1.0,82.0,10.0,1.0,0.0,48.0,4.0,8.0,100.0,6.0
2022-07-07,208.0,15.0,199.0,8.0,398.0,11.0,45.0,627.0,95.0,320.0,39.0,33.0,0.0,35.0,3.0,76.0,10.0,0.0,0.0,47.0,6.0,7.0,97.0,3.0
2022-07-08,185.0,0.0,191.0,10.0,347.0,9.0,50.0,618.0,99.0,289.0,39.0,51.0,0.0,43.0,3.0,77.0,10.0,0.0,8.0,46.0,6.0,6.0,97.0,3.0
2022-07-09,175.0,1.0,185.0,8.0,292.0,12.0,50.0,620.0,104.0,274.0,42.0,55.0,0.0,36.0,5.0,76.0,9.0,0.0,8.0,48.0,6.0,7.0,101.0,2.0
2022-07-10,178.0,2.0,180.0,7.0,284.0,14.0,50.0,627.0,110.0,279.0,40.0,56.0,0.0,37.0,4.0,82.0,9.0,1.0,8.0,52.0,7.0,8.0,99.0,3.0
2022-07-11,180.0,3.0,175.0,10.0,314.0,15.0,50.0,622.0,124.0,293.0,42.0,62.0,0.0,32.0,5.0,86.0,9.0,0.0,8.0,52.0,7.0,8.0,103.0,2.0
2022-07-12,182.0,5.0,185.0,10.0,323.0,14.0,50.0,612.0,134.0,309.0,47.0,59.0,0.0,36.0,3.0,88.0,8.0,0.0,7.0,52.0,7.0,8.0,101.0,5.0
2022-07-13,192.0,7.0,175.0,10.0,321.0,13.0,50.0,604.0,135.0,298.0,34.0,79.0,0.0,39.0,2.0,91.0,9.0,0.0,8.0,51.0,6.0,8.0,99.0,5.0
2022-07-14,183.0,6.0,165.0,10.0,329.0,13.0,50.0,603.0,133.0,303.0,39.0,87.0,0.0,44.0,1.0,87.0,9.0,0.0,8.0,51.0,6.0,8.0,101.0,5.0
2022-07-15,173.0,5.0,157.0,11.0,313.0,14.0,50.0,579.0,128.0,289.0,39.0,90.0,0.0,37.0,2.0,89.0,8.0,0.0,8.0,46.0,7.0,9.0,100.0,6.0
2022-07-16,160.0,9.0,150.0,9.0,267.0,14.0,50.0,576.0,127.0,289.0,39.0,91.0,0.0,44.0,2.0,83.0,10.0,0.0,8.0,47.0,7.0,8.0,94.0,6.0
2022-07-17,158.0,9.0,152.0,10.0,259.0,15.0,50.0,592.0,136.0,288.0,40.0,93.0,0.0,47.0,2.0,83.0,11.0,0.0,7.0,48.0,7.0,8.0,100.0,6.0
2022-07-18,176.0,14.0,151.0,8.0,273.0,13.0,51.0,593.0,136.0,303.0,40.0,94.0,0.0,42.0,2.0,85.0,13.0,0.0,8.0,47.0,6.0,10.0,100.0,6.0
2022-07-19,184.0,12.0,147.0,8.0,291.0,15.0,51.0,591.0,134.0,309.0,40.0,93.0,0.0,47.0,3.0,75.0,13.0,0.0,7.0,49.0,7.0,9.0,99.0,5.0
2022-07-20,179.0,10.0,138.0,9.0,314.0,18.0,84.0,591.0,137.0,296.0,40.0,95.0,0.0,40.0,3.0,74.0,14.0,0.0,8.0,48.0,5.0,7.0,105.0,8.0
2022-07-21,176.0,9.0,152.0,11.0,303.0,19.0,91.0,589.0,137.0,304.0,44.0,92.0,0.0,32.0,3.0,72.0,16.0,0.0,8.0,52.0,4.0,6.0,100.0,8.0
2022-07-22,162.0,8.0,143.0,13.0,297.0,19.0,91.0,585.0,138.0,278.0,42.0,94.0,0.0,38.0,3.0,64.0,19.0,0.0,8.0,51.0,5.0,7.0,107.0,7.0
2022-07-23,172.0,11.0,143.0,14.0,267.0,15.0,90.0,599.0,135.0,265.0,39.0,92.0,0.0,40.0,2.0,62.0,16.0,0.0,8.0,47.0,5.0,6.0,102.0,6.0
2022-07-24,162.0,14.0,158.0,11.0,267.0,17.0,90.0,623.0,147.0,276.0,39.0,96.0,0.0,41.0,2.0,62.0,18.0,0.0,8.0,50.0,6.0,8.0,98.0,6.0
2022-07-25,170.0,10.0,162.0,11.0,271.0,15.0,95.0,616.0,144.0,296.0,40.0,96.0,0.0,38.0,1.0,65.0,19.0,0.0,8.0,46.0,6.0,8.0,96.0,6.0
2022-07-26,185.0,11.0,172.0,11.0,281.0,20.0,96.0,620.0,147.0,303.0,35.0,99.0,0.0,40.0,2.0,69.0,21.0,0.0,8.0,48.0,7.0,8.0,90.0,6.0
2022-07-27,172.0,10.0,169.0,12.0,287.0,21.0,72.0,617.0,149.0,304.0,33.0,98.0,0.0,39.0,1.0,69.0,21.0,0.0,8.0,50.0,6.0,8.0,94.0,7.0
2022-07-28,180.0,10.0,161.0,13.0,286.0,24.0,71.0,617.0,144.0,284.0,34.0,100.0,0.0,43.0,1.0,71.0,21.0,0.0,8.0,53.0,4.0,7.0,100.0,7.0
2022-07-29,178.0,9.0,152.0,12.0,276.0,22.0,70.0,620.0,142.0,241.0,34.0,99.0,0.0,37.0,1.0,68.0,21.0,0.0,8.0,47.0,4.0,5.0,96.0,6.0
2022-07-30,193.0,9.0,146.0,10.0,231.0,22.0,70.0,619.0,151.0,228.0,36.0,96.0,0.0,35.0,2.0,64.0,21.0,0.0,8.0,43.0,4.0,6.0,64.0,4.0
2022-07-31,170.0,10.0,154.0,11.0,225.0,22.0,70.0,628.0,156.0,244.0,36.0,100.0,0.0,38.0,1.0,66.0,20.0,0.0,8.0,45.0,5.0,6.0,94.0,4.0
2022-08-01,159.0,11.0,154.0,11.0,246.0,20.0,74.0,622.0,150.0,235.0,37.0,99.0,0.0,43.0,0.0,69.0,20.0,0.0,8.0,46.0,5.0,8.0,94.0,6.0
2022-08-02,162.0,10.0,152.0,13.0,264.0,19.0,72.0,612.0,150.0,231.0,39.0,98.0,0.0,48.0,0.0,76.0,19.0,0.0,8.0,45.0,5.0,8.0,92.0,5.0
2022-08-03,162.0,9.0,155.0,11.0,248.0,19.0,71.0,595.0,156.0,235.0,37.0,84.0,0.0,48.0,1.0,77.0,19.0,0.0,8.0,46.0,4.0,8.0,102.0,6.0
2022-08-04,165.0,10.0,148.0,8.0,273.0,17.0,69.0,594.0,151.0,255.0,38.0,78.0,0.0,44.0,2.0,76.0,19.0,0.0,8.0,43.0,3.0,8.0,100.0,4.0
2022-08-05,177.0,10.0,144.0,8.0,265.0,15.0,73.0,575.0,142.0,247.0,36.0,75.0,0.0,39.0,2.0,72.0,20.0,0.0,4.0,40.0,2.0,6.0,97.0,4.0
2022-08-06,166.0,9.0,146.0,10.0,240.0,13.0,74.0,587.0,140.0,248.0,34.0,75.0,0.0,34.0,2.0,71.0,20.0,0.0,4.0,40.0,2.0,6.0,96.0,5.0
2022-08-07,169.0,10.0,145.0,11.0,238.0,13.0,74.0,615.0,145.0,259.0,33.0,76.0,0.0,30.0,4.0,72.0,21.0,0.0,4.0,42.0,2.0,6.0,87.0,4.0
2022-08-08,163.0,8.0,149.0,11.0,235.0,13.0,74.0,612.0,145.0,251.0,33.0,74.0,0.0,29.0,5.0,75.0,25.0,0.0,3.0,43.0,2.0,4.0,96.0,2.0
2022-08-09,173.0,9.0,139.0,10.0,246.0,14.0,74.0,608.0,137.0,259.0,30.0,77.0,0.0,33.0,4.0,83.0,24.0,0.0,3.0,40.0,1.0,5.0,96.0,3.0
2022-08-10,169.0,8.0,141.0,10.0,240.0,11.0,74.0,618.0,118.0,253.0,33.0,74.0,0.0,28.0,3.0,74.0,20.0,0.0,4.0,41.0,3.0,6.0,95.0,2.0
2022-08-11,160.0,7.0,139.0,8.0,263.0,10.0,74.0,609.0,110.0,257.0,32.0,69.0,0.0,32.0,3.0,71.0,15.0,0.0,5.0,41.0,2.0,7.0,90.0,3.0
2022-08-12,163.0,10.0,145.0,8.0,249.0,13.0,74.0,583.0,102.0,243.0,27.0,60.0,0.0,37.0,4.0,71.0,16.0,0.0,6.0,40.0,1.0,7.0,90.0,4.0
2022-08-13,152.0,6.0,139.0,6.0,225.0,12.0,74.0,583.0,96.0,236.0,30.0,59.0,0.0,40.0,3.0,79.0,16.0,0.0,6.0,35.0,2.0,6.0,90.0,5.0
2022-08-14,143.0,6.0,138.0,5.0,200.0,12.0,74.0,613.0,94.0,242.0,31.0,63.0,0.0,41.0,3.0,77.0,17.0,0.0,6.0,39.0,2.0,5.0,88.0,5.0
2022-08-15,149.0,6.0,136.0,5.0,209.0,12.0,74.0,639.0,97.0,255.0,32.0,67.0,0.0,38.0,3.0,84.0,17.0,0.0,6.0,39.0,2.0,7.0,88.0,4.0
2022-08-16,159.0,5.0,128.0,3.0,240.0,13.0,74.0,634.0,99.0,256.0,32.0,69.0,0.0,34.0,1.0,87.0,15.0,0.0,6.0,40.0,2.0,7.0,98.0,4.0
2022-08-17,163.0,4.0,124.0,4.0,263.0,10.0,74.0,624.0,101.0,264.0,28.0,63.0,0.0,34.0,1.0,87.0,13.0,0.0,5.0,42.0,2.0,7.0,89.0,4.0
2022-08-18,167.0,4.0,127.0,6.0,272.0,7.0,74.0,613.0,96.0,261.0,26.0,62.0,0.0,31.0,2.0,80.0,11.0,0.0,4.0,40.0,3.0,7.0,86.0,3.0
2022-08-19,167.0,4.0,115.0,6.0,269.0,5.0,74.0,603.0,92.0,235.0,25.0,56.0,0.0,38.0,1.0,84.0,11.0,0.0,4.0,36.0,5.0,7.0,88.0,2.0
2022-08-20,151.0,3.0,112.0,6.0,232.0,5.0,74.0,617.0,86.0,252.0,26.0,48.0,0.0,33.0,2.0,86.0,12.0,0.0,3.0,37.0,4.0,9.0,90.0,2.0
2022-08-21,144.0,3.0,116.0,6.0,244.0,4.0,74.0,648.0,91.0,260.0,26.0,50.0,0.0,37.0,2.0,89.0,13.0,0.0,3.0,39.0,4.0,10.0,89.0,2.0
2022-08-22,147.0,3.0,122.0,6.0,267.0,9.0,74.0,640.0,89.0,294.0,24.0,45.0,0.0,39.0,1.0,93.0,11.0,0.0,3.0,43.0,3.0,10.0,84.0,3.0
2022-08-23,157.0,3.0,131.0,5.0,286.0,11.0,74.0,626.0,84.0,311.0,18.0,44.0,0.0,41.0,0.0,94.0,11.0,0.0,3.0,46.0,3.0,7.0,89.0,3.0
2022-08-24,160.0,15.0,128.0,4.0,276.0,10.0,74.0,640.0,81.0,323.0,14.0,25.0,0.0,33.0,1.0,94.0,9.0,0.0,3.0,45.0,3.0,5.0,90.0,5.0
2022-08-25,161.0,5.0,121.0,5.0,272.0,10.0,46.0,647.0,78.0,334.0,14.0,34.0,0.0,34.0,1.0,93.0,8.0,0.0,3.0,44.0,3.0,5.0,90.0,5.0
2022-08-26,168.0,4.0,119.0,6.0,277.0,9.0,45.0,641.0,79.0,304.0,14.0,35.0,0.0,34.0,2.0,85.0,7.0,0.0,2.0,43.0,2.0,5.0,92.0,4.0
2022-08-27,158.0,5.0,114.0,4.0,235.0,7.0,45.0,657.0,77.0,312.0,13.0,35.0,0.0,36.0,1.0,90.0,7.0,0.0,2.0,42.0,2.0,5.0,98.0,5.0
2022-08-28,154.0,5.0,129.0,4.0,227.0,5.0,45.0,677.0,74.0,313.0,13.0,37.0,0.0,35.0,1.0,90.0,7.0,0.0,2.0,42.0,2.0,5.0,95.0,6.0
2022-08-29,164.0,5.0,128.0,2.0,253.0,4.0,45.0,686.0,65.0,328.0,10.0,36.0,0.0,35.0,1.0,89.0,8.0,0.0,2.0,47.0,2.0,6.0,97.0,6.0
2022-08-30,180.0,3.0,133.0,2.0,277.0,2.0,41.0,686.0,64.0,337.0,7.0,33.0,0.0,35.0,1.0,91.0,7.0,1.0,3.0,47.0,2.0,4.0,94.0,4.0
2022-08-31,178.0,3.0,133.0,3.0,277.0,3.0,46.0,679.0,60.0,342.0,7.0,29.0,0.0,34.0,2.0,89.0,6.0,1.0,2.0,47.0,2.0,4.0,99.0,5.0
2022-09-01,163.0,3.0,139.0,4.0,283.0,2.0,46.0,695.0,64.0,339.0,6.0,28.0,0.0,33.0,1.0,91.0,3.0,0.0,1.0,45.0,2.0,5.0,93.0,5.0
2022-09-02,167.0,2.0,134.0,3.0,275.0,3.0,42.0,678.0,59.0,322.0,3.0,25.0,0.0,33.0,1.0,96.0,4.0,0.0,0.0,43.0,1.0,4.0,100.0,2.0
2022-09-03,174.0,3.0,140.0,3.0,250.0,3.0,41.0,668.0,54.0,315.0,3.0,24.0,0.0,34.0,0.0,94.0,4.0,0.0,0.0,47.0,1.0,5.0,97.0,2.0
2022-09-04,177.0,4.0,139.0,2.0,247.0,4.0,41.0,707.0,52.0,324.0,2.0,24.0,0.0,38.0,0.0,98.0,5.0,0.0,0.0,48.0,1.0,5.0,99.0,1.0
2022-09-05,162.0,4.0,146.0,2.0,303.0,3.0,42.0,699.0,50.0,351.0,3.0,24.0,0.0,48.0,0.0,98.0,5.0,0.0,0.0,48.0,1.0,5.0,105.0,3.0
2022-09-06,173.0,4.0,161.0,2.0,327.0,3.0,38.0,699.0,44.0,361.0,3.0,18.0,0.0,43.0,0.0,97.0,5.0,0.0,0.0,48.0,0.0,5.0,103.0,5.0
2022-09-07,177.0,2.0,158.0,3.0,326.0,3.0,37.0,693.0,40.0,365.0,3.0,18.0,0.0,37.0,0.0,105.0,4.0,0.0,0.0,49.0,0.0,2.0,106.0,4.0
2022-09-08,202.0,3.0,160.0,3.0,346.0,3.0,42.0,703.0,36.0,362.0,4.0,15.0,0.0,35.0,0.0,106.0,4.0,0.0,0.0,49.0,0.0,5.0,87.0,0.0
2022-09-09,177.0,3.0,158.0,3.0,331.0,3.0,46.0,685.0,30.0,341.0,6.0,18.0,0.0,34.0,0.0,101.0,3.0,0.0,0.0,56.0,0.0,4.0,111.0,0.0
2022-09-10,183.0,2.0,145.0,4.0,269.0,4.0,46.0,686.0,27.0,337.0,7.0,17.0,0.0,36.0,0.0,107.0,3.0,0.0,0.0,58.0,0.0,4.0,115.0,0.0
2022-09-11,189.0,2.0,143.0,4.0,275.0,4.0,46.0,725.0,29.0,342.0,6.0,18.0,0.0,37.0,0.0,111.0,4.0,0.0,0.0,61.0,1.0,3.0,109.0,0.0
2022-09-12,202.0,2.0,166.0,5.0,329.0,4.0,46.0,717.0,30.0,365.0,6.0,16.0,0.0,36.0,0.0,110.0,3.0,0.0,0.0,61.0,1.0,4.0,121.0,0.0
2022-09-15,230.0,1.0,156.0,6.0,390.0,2.0,44.0,705.0,30.0,369.0,3.0,13.0,0.0,36.0,0.0,96.0,1.0,0.0,0.0,64.0,1.0,1.0,124.0,1.0
2022-09-16,224.0,1.0,157.0,5.0,364.0,2.0,45.0,687.0,31.0,361.0,5.0,10.0,0.0,37.0,0.0,87.0,1.0,0.0,0.0,65.0,1.0,1.0,114.0,2.0
2022-09-17,209.0,1.0,145.0,4.0,316.0,2.0,42.0,700.0,29.0,346.0,6.0,11.0,0.0,29.0,1.0,93.0,1.0,0.0,0.0,64.0,1.0,2.0,117.0,2.0
2022-09-18,205.0,1.0,147.0,3.0,309.0,2.0,42.0,727.0,33.0,346.0,8.0,11.0,0.0,31.0,0.0,99.0,1.0,0.0,0.0,65.0,0.0,2.0,113.0,1.0
2022-09-19,237.0,1.0,164.0,3.0,340.0,2.0,45.0,725.0,32.0,374.0,7.0,11.0,0.0,36.0,0.0,101.0,1.0,0.0,0.0,64.0,0.0,1.0,117.0,1.0
2022-09-20,244.0,1.0,168.0,3.0,363.0,2.0,42.0,724.0,28.0,382.0,8.0,13.0,0.0,36.0,0.0,104.0,0.0,0.0,0.0,66.0,0.0,0.0,122.0,1.0
2022-09-21,238.0,1.0,173.0,3.0,404.0,2.0,45.0,719.0,28.0,383.0,7.0,13.0,0.0,31.0,0.0,108.0,0.0,0.0,0.0,68.0,0.0,0.0,118.0,1.0
2022-09-22,221.0,1.0,177.0,3.0,399.0,2.0,45.0,702.0,25.0,389.0,6.0,12.0,0.0,31.0,0.0,118.0,0.0,0.0,0.0,64.0,0.0,1.0,113.0,1.0
2022-09-23,208.0,0.0,172.0,3.0,376.0,1.0,46.0,678.0,24.0,362.0,4.0,13.0,0.0,36.0,1.0,117.0,0.0,0.0,0.0,66.0,0.0,1.0,110.0,1.0
2022-09-24,199.0,0.0,160.0,1.0,325.0,1.0,46.0,677.0,29.0,356.0,4.0,10.0,0.0,28.0,1.0,117.0,2.0,0.0,0.0,67.0,0.0,1.0,105.0,1.0
2022-09-25,207.0,0.0,157.0,1.0,322.0,1.0,46.0,713.0,25.0,367.0,4.0,12.0,0.0,29.0,1.0,129.0,2.0,0.0,0.0,67.0,0.0,1.0,106.0,1.0
2022-09-26,214.0,0.0,178.0,2.0,359.0,2.0,46.0,723.0,24.0,385.0,5.0,12.0,0.0,26.0,1.0,128.0,3.0,0.0,1.0,65.0,0.0,3.0,118.0,0.0
2022-09-27,217.0,0.0,183.0,2.0,393.0,1.0,45.0,714.0,33.0,391.0,4.0,12.0,0.0,30.0,1.0,121.0,5.0,0.0,3.0,70.0,0.0,2.0,117.0,0.0
2022-09-28,223.0,0.0,182.0,2.0,419.0,1.0,43.0,692.0,36.0,391.0,3.0,12.0,0.0,29.0,1.0,110.0,9.0,0.0,1.0,64.0,1.0,4.0,122.0,0.0
2022-09-29,226.0,1.0,169.0,3.0,408.0,2.0,42.0,700.0,38.0,379.0,4.0,12.0,0.0,28.0,1.0,107.0,10.0,0.0,1.0,63.0,1.0,3.0,114.0,1.0
2022-09-30,212.0,1.0,164.0,3.0,380.0,6.0,44.0,689.0,42.0,367.0,6.0,13.0,0.0,31.0,1.0,92.0,8.0,0.0,1.0,59.0,0.0,4.0,117.0,1.0
2022-10-01,205.0,1.0,149.0,3.0,320.0,6.0,46.0,702.0,46.0,357.0,8.0,14.0,0.0,36.0,1.0,84.0,9.0,0.0,1.0,61.0,0.0,3.0,111.0,1.0
2022-10-02,211.0,2.0,157.0,2.0,322.0,6.0,46.0,724.0,52.0,361.0,8.0,13.0,0.0,35.0,1.0,85.0,8.0,0.0,1.0,59.0,1.0,3.0,112.0,2.0
2022-10-03,219.0,3.0,169.0,2.0,333.0,8.0,46.0,694.0,55.0,383.0,8.0,12.0,0.0,40.0,1.0,90.0,8.0,0.0,1.0,57.0,1.0,3.0,113.0,2.0
2022-10-04,230.0,4.0,168.0,3.0,334.0,9.0,46.0,721.0,63.0,377.0,8.0,11.0,0.0,42.0,1.0,87.0,9.0,0.0,1.0,59.0,1.0,4.0,116.0,3.0
2022-10-05,224.0,2.0,170.0,3.0,358.0,11.0,46.0,716.0,68.0,396.0,8.0,14.0,0.0,42.0,1.0,82.0,10.0,0.0,2.0,63.0,1.0,2.0,127.0,2.0
2022-10-06,235.0,1.0,150.0,3.0,399.0,16.0,46.0,704.0,79.0,395.0,11.0,16.0,0.0,34.0,1.0,83.0,12.0,0.0,2.0,68.0,1.0,2.0,125.0,3.0
2022-10-07,219.0,3.0,153.0,4.0,398.0,14.0,46.0,680.0,81.0,360.0,11.0,12.0,0.0,35.0,2.0,82.0,11.0,0.0,2.0,63.0,1.0,1.0,121.0,2.0
2022-10-08,198.0,3.0,129.0,9.0,353.0,14.0,46.0,686.0,80.0,346.0,13.0,16.0,0.0,33.0,3.0,84.0,13.0,0.0,0.0,63.0,0.0,4.0,121.0,3.0
2022-10-09,202.0,3.0,142.0,7.0,332.0,15.0,46.0,714.0,83.0,358.0,13.0,17.0,0.0,33.0,3.0,86.0,14.0,0.0,0.0,63.0,0.0,7.0,119.0,3.0
2022-10-10,219.0,3.0,163.0,8.0,402.0,14.0,46.0,706.0,75.0,394.0,16.0,16.0,0.0,41.0,3.0,98.0,12.0,0.0,0.0,64.0,0.0,7.0,115.0,2.0
2022-10-11,244.0,3.0,177.0,8.0,401.0,15.0,45.0,709.0,82.0,407.0,17.0,15.0,0.0,40.0,3.0,98.0,11.0,0.0,0.0,68.0,0.0,8.0,119.0,2.0
2022-10-12,240.0,1.0,160.0,6.0,413.0,13.0,46.0,706.0,80.0,396.0,19.0,17.0,0.0,44.0,4.0,97.0,9.0,0.0,0.0,63.0,0.0,9.0,115.0,3.0
2022-10-13,241.0,3.0,170.0,5.0,413.0,13.0,46.0,712.0,76.0,390.0,19.0,15.0,0.0,40.0,3.0,103.0,10.0,0.0,0.0,61.0,0.0,9.0,119.0,3.0
2022-10-14,232.0,2.0,164.0,5.0,398.0,13.0,45.0,692.0,81.0,381.0,16.0,12.0,0.0,35.0,2.0,98.0,10.0,0.0,0.0,63.0,0.0,10.0,111.0,2.0
2022-10-15,210.0,2.0,146.0,5.0,346.0,12.0,45.0,689.0,82.0,375.0,17.0,11.0,0.0,36.0,2.0,101.0,9.0,1.0,0.0,61.0,2.0,9.0,116.0,2.0
2022-10-16,210.0,2.0,154.0,5.0,343.0,12.0,45.0,716.0,83.0,387.0,17.0,12.0,0.0,40.0,3.0,103.0,9.0,0.0,1.0,61.0,2.0,8.0,118.0,1.0
2022-10-17,225.0,2.0,178.0,5.0,380.0,11.0,46.0,700.0,91.0,406.0,16.0,11.0,0.0,43.0,2.0,105.0,8.0,0.0,0.0,59.0,2.0,8.0,118.0,1.0
2022-10-18,240.0,2.0,189.0,3.0,393.0,11.0,46.0,698.0,81.0,402.0,16.0,10.0,0.0,41.0,1.0,104.0,7.0,0.0,0.0,59.0,2.0,8.0,124.0,1.0
2022-10-19,244.0,2.0,188.0,1.0,420.0,10.0,46.0,694.0,88.0,398.0,16.0,11.0,0.0,43.0,0.0,104.0,6.0,0.0,0.0,64.0,2.0,7.0,118.0,1.0
2022-10-20,248.0,1.0,192.0,0.0,426.0,8.0,46.0,680.0,90.0,406.0,19.0,13.0,0.0,43.0,0.0,112.0,5.0,0.0,0.0,67.0,2.0,7.0,118.0,1.0
2022-10-21,242.0,1.0,195.0,2.0,413.0,9.0,45.0,675.0,91.0,378.0,19.0,11.0,0.0,40.0,0.0,103.0,3.0,0.0,0.0,65.0,2.0,9.0,116.0,1.0
2022-10-22,229.0,2.0,183.0,3.0,355.0,8.0,45.0,668.0,95.0,368.0,18.0,12.0,0.0,37.0,0.0,102.0,3.0,0.0,0.0,64.0,2.0,9.0,117.0,1.0
2022-10-23,223.0,2.0,178.0,3.0,353.0,9.0,45.0,690.0,97.0,376.0,20.0,11.0,0.0,39.0,0.0,105.0,2.0,0.0,0.0,68.0,2.0,8.0,119.0,1.0
2022-10-24,249.0,2.0,197.0,5.0,380.0,8.0,45.0,700.0,89.0,415.0,19.0,7.0,0.0,44.0,0.0,104.0,2.0,0.0,0.0,67.0,2.0,8.0,123.0,1.0
2022-10-25,246.0,2.0,197.0,3.0,403.0,7.0,46.0,707.0,85.0,426.0,17.0,8.0,0.0,45.0,1.0,103.0,1.0,0.0,0.0,68.0,2.0,6.0,128.0,1.0
2022-10-26,238.0,4.0,197.0,3.0,423.0,6.0,44.0,676.0,89.0,412.0,18.0,10.0,0.0,39.0,1.0,101.0,1.0,0.0,0.0,65.0,2.0,7.0,128.0,2.0
2022-10-27,228.0,7.0,184.0,3.0,432.0,4.0,45.0,683.0,84.0,434.0,18.0,11.0,0.0,35.0,2.0,104.0,1.0,0.0,0.0,69.0,0.0,7.0,125.0,2.0
2022-10-28,274.0,15.0,183.0,3.0,415.0,6.0,46.0,629.0,75.0,407.0,18.0,9.0,0.0,32.0,2.0,102.0,1.0,0.0,0.0,64.0,0.0,7.0,121.0,1.0
2022-10-29,217.0,8.0,168.0,3.0,333.0,2.0,46.0,673.0,89.0,395.0,19.0,9.0,0.0,33.0,1.0,98.0,1.0,0.0,0.0,65.0,1.0,8.0,124.0,1.0
2022-10-30,226.0,7.0,165.0,5.0,327.0,1.0,46.0,695.0,91.0,408.0,17.0,8.0,0.0,41.0,1.0,101.0,1.0,0.0,0.0,66.0,2.0,8.0,120.0,1.0
2022-10-31,225.0,6.0,183.0,5.0,348.0,0.0,45.0,692.0,88.0,404.0,17.0,9.0,0.0,35.0,1.0,109.0,1.0,0.0,0.0,61.0,2.0,8.0,130.0,1.0
2022-11-01,217.0,6.0,186.0,6.0,342.0,2.0,45.0,723.0,79.0,410.0,18.0,11.0,0.0,37.0,3.0,115.0,4.0,0.0,0.0,62.0,4.0,8.0,124.0,3.0
2022-11-02,219.0,6.0,190.0,5.0,377.0,3.0,45.0,709.0,81.0,400.0,18.0,12.0,0.0,35.0,2.0,103.0,6.0,0.0,0.0,61.0,4.0,8.0,131.0,4.0
2022-11-03,249.0,6.0,179.0,5.0,387.0,6.0,45.0,702.0,79.0,414.0,18.0,12.0,0.0,30.0,1.0,102.0,7.0,0.0,0.0,62.0,4.0,8.0,132.0,5.0
2022-11-04,244.0,6.0,169.0,4.0,404.0,5.0,45.0,695.0,85.0,400.0,17.0,10.0,0.0,32.0,1.0,100.0,8.0,0.0,0.0,63.0,4.0,8.0,122.0,3.0
2022-11-05,212.0,7.0,163.0,2.0,339.0,9.0,45.0,701.0,75.0,380.0,18.0,10.0,0.0,38.0,1.0,99.0,9.0,0.0,0.0,63.0,4.0,6.0,123.0,3.0
