DATA,ALTRO,ALTRO_BOLLA,DEGENZA CHIR GENERALE NO COVID,DEGENZA CHIR GENERALE NO COVID_BOLLA,DEGENZA CHIR SPECIALISTICA NO COVID,DEGENZA CHIR SPECIALISTICA NO COVID_BOLLA,DEGENZA COVID BASSA INTENSITA,DEGENZA MED GENERALE NO COVID,DEGENZA MED GENERALE NO COVID_BOLLA,DEGENZA MED SPECIALISTICA NO COVID,DEGENZA MED SPECIALISTICA NO COVID_BOLLA,DEGENZA ORDINARIA COVID,DOMICILIO/STRUTTURA ISOLAMENTO,EMERGENZA-URGENZA,EMERGENZA-URGENZA_BOLLA,ORTOPEDIA,ORTOPEDIA_BOLLA,SOSPETTI COVID,SUB INTENSIVA COVID,SUB INTENSIVA NO COVID,SUB INTENSIVA NO COVID_BOLLA,TERAPIA INTENSIVA COVID,TERAPIA INTENSIVA NO COVID,TERAPIA INTENSIVA NO COVID_BOLLA
2022-11-06,214.0,8.0,172.0,3.0,313.0,12.0,45.0,732.0,77.0,385.0,22.0,11.0,0.0,38.0,0.0,101.0,12.0,0.0,0.0,67.0,3.0,6.0,121.0,1.0
2022-11-07,227.0,3.0,187.0,2.0,367.0,7.0,45.0,729.0,72.0,396.0,19.0,12.0,0.0,36.0,0.0,106.0,12.0,0.0,0.0,65.0,3.0,8.0,125.0,3.0
2022-11-08,227.0,2.0,184.0,3.0,373.0,8.0,45.0,729.0,72.0,411.0,19.0,11.0,0.0,36.0,2.0,100.0,11.0,0.0,0.0,66.0,3.0,5.0,124.0,2.0
2022-11-09,225.0,4.0,201.0,2.0,399.0,8.0,45.0,708.0,84.0,432.0,14.0,10.0,0.0,44.0,2.0,96.0,15.0,0.0,0.0,65.0,2.0,5.0,115.0,3.0
2022-11-10,228.0,7.0,196.0,4.0,420.0,9.0,45.0,725.0,80.0,411.0,13.0,10.0,0.0,43.0,2.0,101.0,15.0,0.0,0.0,66.0,1.0,6.0,115.0,2.0
2022-11-11,222.0,8.0,187.0,3.0,385.0,9.0,43.0,726.0,70.0,400.0,10.0,8.0,0.0,45.0,1.0,83.0,16.0,0.0,0.0,63.0,1.0,4.0,120.0,2.0
2022-11-12,202.0,8.0,159.0,6.0,348.0,11.0,43.0,729.0,65.0,393.0,11.0,7.0,0.0,46.0,2.0,79.0,16.0,0.0,0.0,63.0,1.0,4.0,121.0,3.0
2022-11-13,200.0,5.0,164.0,8.0,338.0,11.0,43.0,760.0,70.0,398.0,9.0,8.0,0.0,47.0,0.0,86.0,15.0,0.0,0.0,68.0,0.0,5.0,118.0,3.0
2022-11-14,230.0,5.0,180.0,10.0,366.0,9.0,43.0,751.0,69.0,432.0,8.0,9.0,0.0,42.0,0.0,84.0,15.0,0.0,0.0,67.0,0.0,7.0,123.0,2.0
2022-11-15,227.0,7.0,189.0,7.0,383.0,8.0,45.0,735.0,75.0,432.0,14.0,10.0,0.0,28.0,0.0,84.0,15.0,0.0,0.0,67.0,0.0,7.0,122.0,2.0
2022-11-16,223.0,6.0,198.0,4.0,379.0,7.0,0.0,738.0,75.0,443.0,12.0,11.0,0.0,37.0,1.0,89.0,14.0,0.0,0.0,63.0,1.0,6.0,127.0,2.0
2022-11-17,235.0,7.0,194.0,2.0,390.0,7.0,0.0,717.0,85.0,425.0,14.0,12.0,0.0,33.0,2.0,105.0,13.0,0.0,0.0,66.0,1.0,4.0,124.0,4.0
2022-11-18,214.0,7.0,185.0,3.0,388.0,8.0,0.0,680.0,97.0,407.0,11.0,11.0,0.0,33.0,2.0,94.0,14.0,0.0,0.0,65.0,1.0,6.0,116.0,3.0
2022-11-19,198.0,7.0,165.0,3.0,349.0,7.0,0.0,670.0,105.0,413.0,14.0,11.0,0.0,33.0,1.0,91.0,12.0,0.0,0.0,65.0,1.0,6.0,111.0,3.0
2022-11-20,202.0,8.0,172.0,3.0,355.0,9.0,0.0,678.0,116.0,418.0,14.0,12.0,0.0,45.0,1.0,92.0,13.0,0.0,0.0,66.0,2.0,8.0,113.0,4.0
2022-11-21,204.0,8.0,181.0,2.0,382.0,10.0,0.0,657.0,119.0,426.0,16.0,12.0,0.0,39.0,1.0,97.0,13.0,0.0,0.0,66.0,2.0,10.0,118.0,4.0
2022-11-22,220.0,9.0,180.0,2.0,391.0,9.0,0.0,655.0,119.0,421.0,18.0,12.0,0.0,36.0,2.0,94.0,14.0,0.0,0.0,65.0,3.0,7.0,121.0,3.0
2022-11-23,219.0,9.0,170.0,1.0,404.0,11.0,0.0,648.0,133.0,415.0,18.0,11.0,0.0,35.0,2.0,86.0,14.0,0.0,0.0,62.0,4.0,8.0,122.0,1.0
2022-11-24,227.0,7.0,163.0,0.0,412.0,10.0,0.0,654.0,139.0,429.0,21.0,10.0,0.0,35.0,2.0,84.0,13.0,0.0,0.0,62.0,5.0,8.0,124.0,0.0
2022-11-25,224.0,7.0,171.0,0.0,395.0,8.0,0.0,634.0,146.0,402.0,23.0,12.0,0.0,32.0,2.0,78.0,13.0,0.0,0.0,58.0,5.0,10.0,118.0,0.0
2022-11-26,204.0,5.0,157.0,0.0,341.0,11.0,0.0,636.0,162.0,400.0,25.0,12.0,0.0,36.0,2.0,78.0,13.0,0.0,0.0,59.0,5.0,10.0,124.0,0.0
2022-11-27,263.0,16.0,161.0,0.0,328.0,13.0,0.0,603.0,163.0,391.0,27.0,12.0,0.0,34.0,2.0,82.0,12.0,0.0,0.0,63.0,5.0,10.0,124.0,1.0
2022-11-28,203.0,5.0,170.0,1.0,358.0,17.0,0.0,634.0,175.0,420.0,25.0,12.0,0.0,40.0,3.0,94.0,11.0,0.0,0.0,63.0,5.0,10.0,132.0,1.0
2022-11-29,188.0,5.0,176.0,1.0,373.0,20.0,0.0,628.0,179.0,418.0,23.0,12.0,0.0,38.0,3.0,97.0,13.0,0.0,0.0,63.0,5.0,11.0,120.0,4.0
2022-11-30,197.0,6.0,172.0,1.0,403.0,22.0,0.0,616.0,183.0,427.0,24.0,11.0,0.0,31.0,4.0,96.0,16.0,0.0,0.0,64.0,4.0,10.0,120.0,5.0
2022-12-01,209.0,9.0,177.0,3.0,409.0,18.0,0.0,622.0,178.0,416.0,22.0,10.0,0.0,35.0,3.0,98.0,16.0,0.0,0.0,66.0,3.0,10.0,119.0,6.0
2022-12-02,210.0,9.0,161.0,4.0,396.0,21.0,0.0,594.0,182.0,396.0,23.0,10.0,0.0,37.0,3.0,77.0,15.0,0.0,0.0,63.0,4.0,9.0,120.0,5.0
2022-12-03,193.0,10.0,139.0,4.0,349.0,18.0,0.0,589.0,190.0,395.0,24.0,9.0,0.0,34.0,2.0,82.0,14.0,0.0,0.0,60.0,2.0,9.0,118.0,4.0
2022-12-04,176.0,11.0,150.0,3.0,352.0,19.0,0.0,602.0,208.0,398.0,26.0,9.0,0.0,41.0,2.0,82.0,17.0,0.0,0.0,67.0,2.0,9.0,119.0,4.0
2022-12-05,198.0,9.0,166.0,5.0,362.0,24.0,0.0,593.0,207.0,413.0,29.0,11.0,0.0,46.0,2.0,92.0,15.0,0.0,0.0,65.0,2.0,9.0,122.0,5.0
2022-12-06,220.0,12.0,173.0,7.0,363.0,27.0,0.0,574.0,217.0,404.0,34.0,12.0,0.0,44.0,2.0,89.0,17.0,0.0,0.0,64.0,2.0,10.0,123.0,7.0
2022-12-07,219.0,17.0,163.0,11.0,375.0,29.0,0.0,542.0,191.0,386.0,38.0,45.0,0.0,44.0,3.0,82.0,16.0,0.0,0.0,62.0,5.0,11.0,122.0,6.0
2022-12-08,206.0,18.0,149.0,12.0,356.0,33.0,0.0,566.0,190.0,398.0,41.0,59.0,0.0,44.0,2.0,85.0,17.0,0.0,0.0,62.0,5.0,9.0,112.0,7.0
2022-12-09,206.0,17.0,146.0,9.0,375.0,32.0,0.0,562.0,179.0,377.0,41.0,57.0,0.0,41.0,2.0,80.0,17.0,0.0,0.0,56.0,4.0,8.0,116.0,6.0
2022-12-10,206.0,17.0,131.0,7.0,316.0,28.0,0.0,570.0,176.0,374.0,43.0,60.0,0.0,41.0,0.0,77.0,20.0,0.0,0.0,60.0,4.0,8.0,116.0,3.0
2022-12-11,201.0,18.0,135.0,9.0,316.0,33.0,0.0,587.0,183.0,393.0,42.0,66.0,0.0,43.0,0.0,77.0,22.0,0.0,0.0,63.0,4.0,8.0,114.0,3.0
2022-12-12,219.0,19.0,155.0,8.0,353.0,33.0,0.0,573.0,178.0,424.0,36.0,63.0,0.0,40.0,0.0,78.0,23.0,0.0,0.0,63.0,4.0,8.0,124.0,4.0
2022-12-13,236.0,18.0,178.0,7.0,388.0,29.0,0.0,569.0,170.0,421.0,41.0,65.0,0.0,38.0,1.0,85.0,22.0,0.0,0.0,64.0,5.0,9.0,128.0,3.0
2022-12-14,229.0,15.0,179.0,9.0,379.0,25.0,0.0,564.0,160.0,424.0,37.0,70.0,0.0,37.0,4.0,89.0,21.0,0.0,0.0,63.0,5.0,9.0,123.0,3.0
2022-12-15,215.0,13.0,167.0,7.0,410.0,23.0,0.0,582.0,151.0,416.0,39.0,75.0,0.0,34.0,4.0,90.0,23.0,0.0,0.0,65.0,4.0,10.0,124.0,2.0
2022-12-16,204.0,15.0,160.0,9.0,386.0,25.0,0.0,569.0,148.0,398.0,38.0,70.0,0.0,31.0,3.0,91.0,20.0,0.0,0.0,64.0,5.0,7.0,119.0,2.0
2022-12-17,194.0,13.0,158.0,9.0,330.0,24.0,0.0,588.0,146.0,388.0,45.0,73.0,0.0,34.0,2.0,83.0,19.0,0.0,0.0,64.0,5.0,10.0,119.0,2.0
2022-12-18,208.0,14.0,167.0,9.0,332.0,24.0,0.0,613.0,151.0,400.0,50.0,76.0,0.0,35.0,2.0,86.0,19.0,0.0,0.0,65.0,6.0,10.0,118.0,3.0
2022-12-19,211.0,12.0,177.0,11.0,377.0,24.0,0.0,594.0,154.0,400.0,53.0,72.0,0.0,33.0,2.0,85.0,17.0,0.0,0.0,61.0,6.0,8.0,122.0,4.0
2022-12-20,209.0,14.0,181.0,10.0,387.0,23.0,0.0,594.0,140.0,396.0,50.0,73.0,0.0,42.0,2.0,85.0,16.0,0.0,0.0,62.0,5.0,8.0,124.0,4.0
2022-12-21,187.0,10.0,188.0,9.0,390.0,21.0,0.0,582.0,139.0,382.0,50.0,72.0,0.0,38.0,4.0,85.0,19.0,0.0,0.0,63.0,4.0,10.0,117.0,4.0
2022-12-22,195.0,8.0,182.0,8.0,382.0,19.0,0.0,571.0,141.0,375.0,51.0,66.0,0.0,31.0,3.0,77.0,19.0,0.0,0.0,62.0,3.0,9.0,111.0,4.0
2022-12-23,208.0,8.0,152.0,8.0,308.0,16.0,0.0,558.0,129.0,340.0,44.0,67.0,0.0,29.0,4.0,74.0,17.0,0.0,0.0,61.0,2.0,8.0,95.0,5.0
2022-12-24,183.0,8.0,122.0,6.0,257.0,15.0,0.0,540.0,127.0,330.0,46.0,66.0,0.0,27.0,3.0,68.0,19.0,0.0,0.0,61.0,2.0,9.0,111.0,5.0
2022-12-25,181.0,6.0,123.0,8.0,246.0,14.0,0.0,570.0,135.0,325.0,47.0,71.0,0.0,30.0,3.0,71.0,18.0,0.0,0.0,60.0,2.0,8.0,111.0,6.0
2022-12-26,176.0,6.0,119.0,10.0,244.0,17.0,0.0,606.0,139.0,344.0,49.0,73.0,0.0,32.0,2.0,73.0,18.0,0.0,0.0,68.0,2.0,8.0,110.0,5.0
2022-12-27,174.0,7.0,126.0,11.0,274.0,16.0,0.0,608.0,139.0,359.0,47.0,76.0,0.0,30.0,1.0,73.0,17.0,0.0,0.0,67.0,2.0,9.0,113.0,5.0
2022-12-28,176.0,8.0,124.0,12.0,301.0,11.0,0.0,602.0,153.0,370.0,47.0,73.0,0.0,28.0,0.0,69.0,20.0,0.0,0.0,63.0,4.0,10.0,108.0,4.0
2022-12-29,177.0,9.0,131.0,13.0,312.0,11.0,0.0,596.0,146.0,381.0,41.0,71.0,0.0,23.0,1.0,63.0,19.0,0.0,0.0,59.0,5.0,9.0,107.0,5.0
2022-12-30,186.0,8.0,124.0,12.0,288.0,16.0,0.0,565.0,147.0,366.0,38.0,72.0,0.0,24.0,0.0,64.0,16.0,0.0,0.0,55.0,4.0,6.0,103.0,6.0
2022-12-31,186.0,8.0,109.0,11.0,239.0,19.0,0.0,567.0,145.0,345.0,33.0,73.0,0.0,21.0,1.0,63.0,19.0,0.0,0.0,53.0,4.0,7.0,99.0,6.0
2023-01-01,186.0,9.0,118.0,10.0,238.0,20.0,0.0,591.0,153.0,368.0,33.0,76.0,0.0,21.0,1.0,67.0,19.0,0.0,0.0,59.0,4.0,8.0,102.0,6.0
2023-01-02,178.0,10.0,120.0,11.0,268.0,20.0,0.0,597.0,149.0,383.0,33.0,72.0,0.0,22.0,1.0,67.0,18.0,0.0,0.0,58.0,4.0,6.0,113.0,6.0
2023-01-03,187.0,9.0,126.0,11.0,289.0,22.0,0.0,604.0,138.0,385.0,34.0,74.0,0.0,23.0,1.0,67.0,19.0,0.0,0.0,61.0,4.0,7.0,115.0,5.0
2023-01-04,189.0,10.0,119.0,9.0,306.0,18.0,0.0,605.0,133.0,395.0,33.0,70.0,0.0,28.0,1.0,63.0,19.0,0.0,0.0,58.0,3.0,8.0,112.0,5.0
2023-01-05,182.0,10.0,115.0,9.0,285.0,13.0,0.0,595.0,123.0,376.0,33.0,61.0,0.0,33.0,1.0,59.0,18.0,0.0,0.0,56.0,3.0,7.0,110.0,5.0
2023-01-06,180.0,9.0,123.0,10.0,248.0,15.0,0.0,624.0,123.0,388.0,32.0,63.0,0.0,36.0,1.0,66.0,16.0,0.0,0.0,57.0,3.0,7.0,111.0,6.0
2023-01-07,185.0,10.0,122.0,10.0,242.0,11.0,0.0,625.0,112.0,380.0,34.0,65.0,0.0,39.0,1.0,64.0,14.0,0.0,0.0,56.0,3.0,6.0,112.0,6.0
2023-01-08,199.0,9.0,132.0,9.0,255.0,10.0,0.0,649.0,113.0,390.0,33.0,71.0,0.0,40.0,2.0,66.0,16.0,0.0,0.0,58.0,3.0,5.0,102.0,5.0
2023-01-09,201.0,10.0,150.0,9.0,328.0,10.0,0.0,637.0,110.0,404.0,31.0,66.0,0.0,41.0,2.0,64.0,15.0,0.0,0.0,56.0,1.0,5.0,131.0,6.0
2023-01-10,207.0,12.0,159.0,9.0,363.0,11.0,0.0,649.0,98.0,413.0,30.0,69.0,0.0,41.0,1.0,61.0,15.0,0.0,0.0,61.0,1.0,5.0,128.0,7.0
2023-01-11,211.0,11.0,160.0,7.0,387.0,11.0,0.0,633.0,98.0,422.0,29.0,66.0,0.0,31.0,1.0,63.0,15.0,0.0,0.0,64.0,3.0,6.0,123.0,4.0
2023-01-12,202.0,12.0,157.0,7.0,390.0,14.0,0.0,619.0,91.0,428.0,30.0,61.0,0.0,27.0,0.0,66.0,15.0,0.0,0.0,67.0,3.0,5.0,124.0,4.0
2023-01-13,195.0,13.0,162.0,6.0,365.0,13.0,0.0,612.0,80.0,414.0,27.0,55.0,0.0,31.0,0.0,71.0,13.0,0.0,0.0,62.0,2.0,4.0,122.0,4.0
2023-01-14,188.0,13.0,134.0,6.0,311.0,13.0,0.0,623.0,74.0,395.0,26.0,58.0,0.0,35.0,0.0,71.0,14.0,0.0,0.0,61.0,2.0,5.0,122.0,4.0
2023-01-15,185.0,13.0,143.0,7.0,326.0,9.0,0.0,651.0,73.0,407.0,26.0,65.0,0.0,33.0,0.0,71.0,16.0,0.0,0.0,64.0,2.0,5.0,123.0,4.0
2023-01-16,193.0,13.0,160.0,9.0,373.0,8.0,0.0,660.0,64.0,421.0,27.0,61.0,0.0,33.0,1.0,76.0,15.0,0.0,0.0,63.0,2.0,6.0,123.0,4.0
2023-01-17,209.0,10.0,181.0,9.0,392.0,9.0,0.0,659.0,57.0,442.0,27.0,60.0,0.0,30.0,0.0,80.0,13.0,0.0,0.0,67.0,2.0,5.0,121.0,2.0
2023-01-18,206.0,10.0,183.0,9.0,416.0,9.0,0.0,656.0,56.0,432.0,23.0,61.0,0.0,32.0,0.0,82.0,12.0,0.0,0.0,65.0,2.0,5.0,123.0,3.0
2023-01-19,216.0,9.0,176.0,10.0,419.0,8.0,0.0,658.0,51.0,437.0,24.0,59.0,0.0,33.0,0.0,74.0,11.0,0.0,0.0,66.0,0.0,4.0,127.0,4.0
2023-01-20,203.0,9.0,154.0,9.0,402.0,6.0,0.0,653.0,47.0,434.0,23.0,57.0,0.0,35.0,0.0,78.0,11.0,0.0,0.0,65.0,0.0,4.0,115.0,3.0
2023-01-21,199.0,10.0,140.0,9.0,345.0,5.0,0.0,657.0,42.0,410.0,25.0,55.0,0.0,30.0,0.0,79.0,11.0,0.0,0.0,62.0,0.0,4.0,113.0,3.0
2023-01-22,191.0,10.0,142.0,9.0,339.0,4.0,0.0,691.0,39.0,419.0,24.0,58.0,0.0,29.0,0.0,83.0,13.0,0.0,0.0,65.0,0.0,4.0,119.0,1.0
2023-01-23,218.0,9.0,156.0,7.0,373.0,9.0,0.0,681.0,38.0,428.0,21.0,58.0,0.0,31.0,0.0,90.0,12.0,0.0,0.0,67.0,0.0,5.0,130.0,1.0
2023-01-24,220.0,9.0,173.0,7.0,402.0,8.0,0.0,677.0,35.0,435.0,19.0,63.0,0.0,26.0,0.0,94.0,10.0,0.0,0.0,67.0,0.0,4.0,133.0,0.0
2023-01-25,206.0,7.0,177.0,9.0,403.0,6.0,0.0,680.0,33.0,440.0,20.0,60.0,0.0,23.0,0.0,91.0,9.0,0.0,0.0,68.0,0.0,4.0,133.0,1.0
2023-01-26,202.0,7.0,186.0,7.0,412.0,6.0,0.0,681.0,30.0,443.0,18.0,57.0,0.0,27.0,0.0,82.0,8.0,0.0,0.0,66.0,2.0,4.0,133.0,2.0
2023-01-27,191.0,6.0,173.0,7.0,399.0,5.0,0.0,676.0,34.0,418.0,18.0,51.0,0.0,29.0,0.0,78.0,8.0,0.0,0.0,66.0,1.0,5.0,130.0,3.0
2023-01-28,189.0,8.0,158.0,7.0,331.0,6.0,0.0,675.0,35.0,408.0,17.0,49.0,0.0,24.0,1.0,78.0,8.0,0.0,0.0,67.0,1.0,5.0,121.0,2.0
2023-01-29,194.0,8.0,156.0,9.0,310.0,6.0,0.0,705.0,34.0,416.0,19.0,54.0,0.0,25.0,1.0,81.0,8.0,0.0,0.0,68.0,1.0,4.0,125.0,2.0
2023-01-30,205.0,7.0,167.0,9.0,329.0,7.0,0.0,700.0,31.0,425.0,20.0,50.0,0.0,31.0,1.0,82.0,7.0,0.0,0.0,65.0,2.0,5.0,130.0,2.0
2023-01-31,205.0,7.0,187.0,7.0,358.0,7.0,0.0,694.0,30.0,424.0,16.0,51.0,0.0,28.0,1.0,85.0,7.0,0.0,0.0,65.0,2.0,5.0,131.0,2.0
2023-02-01,202.0,7.0,196.0,5.0,368.0,5.0,0.0,705.0,29.0,430.0,16.0,51.0,0.0,28.0,1.0,88.0,8.0,0.0,0.0,67.0,2.0,3.0,133.0,2.0
2023-02-02,198.0,7.0,208.0,5.0,370.0,5.0,0.0,692.0,28.0,438.0,13.0,54.0,0.0,24.0,0.0,91.0,7.0,0.0,0.0,65.0,2.0,3.0,134.0,2.0
2023-02-03,201.0,6.0,201.0,5.0,356.0,3.0,0.0,685.0,24.0,418.0,11.0,55.0,0.0,27.0,0.0,86.0,7.0,0.0,0.0,64.0,1.0,4.0,128.0,3.0
2023-02-04,185.0,6.0,183.0,1.0,292.0,3.0,0.0,694.0,22.0,408.0,13.0,55.0,0.0,33.0,0.0,86.0,5.0,0.0,0.0,62.0,1.0,4.0,125.0,2.0
2023-02-05,181.0,6.0,177.0,1.0,290.0,4.0,0.0,732.0,20.0,406.0,12.0,55.0,0.0,33.0,0.0,89.0,6.0,0.0,0.0,65.0,2.0,5.0,122.0,2.0
2023-02-06,199.0,7.0,187.0,1.0,316.0,4.0,0.0,726.0,24.0,427.0,11.0,54.0,0.0,33.0,0.0,93.0,5.0,0.0,0.0,66.0,2.0,4.0,129.0,3.0
2023-02-07,189.0,6.0,189.0,3.0,349.0,7.0,0.0,733.0,21.0,422.0,11.0,54.0,0.0,30.0,0.0,97.0,4.0,0.0,0.0,68.0,1.0,4.0,133.0,3.0
2023-02-08,188.0,6.0,197.0,3.0,379.0,8.0,0.0,729.0,22.0,423.0,11.0,48.0,0.0,34.0,0.0,98.0,5.0,0.0,0.0,68.0,1.0,4.0,129.0,2.0
2023-02-09,189.0,5.0,201.0,3.0,383.0,10.0,0.0,720.0,24.0,444.0,9.0,44.0,0.0,31.0,0.0,97.0,4.0,0.0,0.0,68.0,0.0,3.0,128.0,2.0
2023-02-10,200.0,4.0,201.0,2.0,368.0,9.0,0.0,696.0,21.0,412.0,9.0,45.0,0.0,29.0,0.0,90.0,3.0,0.0,0.0,65.0,1.0,4.0,129.0,2.0
2023-02-11,203.0,4.0,182.0,2.0,317.0,10.0,0.0,699.0,18.0,398.0,9.0,45.0,0.0,31.0,0.0,83.0,3.0,0.0,0.0,64.0,1.0,4.0,125.0,3.0
2023-02-12,192.0,4.0,184.0,2.0,323.0,8.0,0.0,726.0,18.0,410.0,9.0,45.0,0.0,30.0,0.0,85.0,3.0,0.0,0.0,66.0,1.0,4.0,129.0,3.0
2023-02-13,199.0,3.0,191.0,2.0,359.0,11.0,0.0,736.0,21.0,425.0,11.0,44.0,0.0,29.0,0.0,80.0,3.0,0.0,0.0,67.0,2.0,4.0,138.0,1.0
