DATA,ALTRO,DEGENZA CHIR GENERALE NO COVID,DEGENZA CHIR SPECIALISTICA NO COVID,DEGENZA COVID BASSA INTENSITA,DEGENZA MED GENERALE NO COVID,DEGENZA MED SPECIALISTICA NO COVID,DEGENZA ORDINARIA COVID,DOMICILIO/STRUTTURA ISOLAMENTO,EMERGENZA-URGENZA,ORTOPEDIA,SOSPETTI COVID,SUB INTENSIVA COVID,SUB INTENSIVA NO COVID,TERAPIA INTENSIVA COVID,TERAPIA INTENSIVA NO COVID
2022-11-28,142.0,171.0,375.0,20.0,809.0,445.0,12.0,0.0,43.0,105.0,0.0,0.0,68.0,10.0,133.0
2022-11-29,130.0,177.0,393.0,20.0,807.0,441.0,12.0,0.0,41.0,110.0,0.0,0.0,68.0,11.0,124.0
2022-11-30,136.0,173.0,425.0,20.0,799.0,451.0,11.0,0.0,35.0,112.0,0.0,0.0,68.0,11.0,125.0
2022-12-01,152.0,180.0,427.0,20.0,800.0,438.0,10.0,0.0,38.0,114.0,0.0,0.0,69.0,10.0,125.0
2022-12-02,161.0,165.0,417.0,20.0,776.0,419.0,10.0,0.0,40.0,92.0,0.0,0.0,67.0,9.0,125.0
2022-12-03,149.0,143.0,367.0,20.0,779.0,419.0,9.0,0.0,36.0,96.0,0.0,0.0,62.0,9.0,122.0
2022-12-04,133.0,153.0,371.0,20.0,810.0,424.0,9.0,0.0,43.0,99.0,0.0,0.0,69.0,9.0,123.0
2022-12-05,143.0,171.0,386.0,20.0,800.0,442.0,11.0,0.0,48.0,107.0,0.0,0.0,67.0,9.0,127.0
2022-12-06,163.0,180.0,390.0,20.0,791.0,438.0,12.0,0.0,46.0,106.0,0.0,0.0,66.0,10.0,130.0
2022-12-07,173.0,174.0,404.0,20.0,733.0,424.0,45.0,0.0,47.0,98.0,0.0,0.0,67.0,11.0,128.0
2022-12-08,167.0,161.0,389.0,20.0,756.0,439.0,59.0,0.0,46.0,102.0,0.0,0.0,67.0,9.0,119.0
2022-12-09,165.0,155.0,407.0,20.0,741.0,418.0,57.0,0.0,43.0,97.0,0.0,0.0,60.0,8.0,122.0
2022-12-10,169.0,138.0,344.0,20.0,746.0,417.0,60.0,0.0,41.0,97.0,0.0,0.0,64.0,8.0,119.0
2022-12-11,165.0,144.0,349.0,20.0,770.0,435.0,66.0,0.0,43.0,99.0,0.0,0.0,67.0,8.0,117.0
2022-12-12,174.0,163.0,386.0,20.0,751.0,460.0,63.0,0.0,40.0,101.0,0.0,0.0,67.0,8.0,128.0
2022-12-13,189.0,185.0,417.0,20.0,739.0,462.0,65.0,0.0,39.0,107.0,0.0,0.0,69.0,9.0,131.0
2022-12-14,180.0,188.0,404.0,20.0,724.0,461.0,70.0,0.0,41.0,110.0,0.0,0.0,68.0,9.0,126.0
2022-12-15,169.0,174.0,433.0,20.0,733.0,455.0,75.0,0.0,38.0,113.0,0.0,0.0,69.0,10.0,126.0
2022-12-16,162.0,169.0,411.0,20.0,717.0,436.0,70.0,0.0,34.0,111.0,0.0,0.0,69.0,7.0,121.0
2022-12-17,154.0,167.0,354.0,20.0,734.0,433.0,73.0,0.0,36.0,102.0,0.0,0.0,69.0,10.0,121.0
2022-12-18,168.0,176.0,356.0,20.0,764.0,450.0,76.0,0.0,37.0,105.0,0.0,0.0,71.0,10.0,121.0
2022-12-19,166.0,188.0,401.0,20.0,748.0,453.0,72.0,0.0,35.0,102.0,0.0,0.0,67.0,8.0,126.0
2022-12-20,166.0,191.0,410.0,20.0,734.0,446.0,73.0,0.0,44.0,101.0,0.0,0.0,67.0,8.0,128.0
2022-12-21,138.0,197.0,411.0,20.0,721.0,432.0,72.0,0.0,42.0,104.0,0.0,0.0,67.0,10.0,121.0
2022-12-22,152.0,190.0,401.0,20.0,712.0,426.0,66.0,0.0,34.0,96.0,0.0,0.0,65.0,9.0,115.0
2022-12-23,173.0,160.0,324.0,20.0,687.0,384.0,67.0,0.0,33.0,91.0,0.0,0.0,63.0,8.0,100.0
2022-12-24,149.0,128.0,272.0,20.0,667.0,376.0,66.0,0.0,30.0,87.0,0.0,0.0,63.0,9.0,116.0
2022-12-25,146.0,131.0,260.0,20.0,705.0,372.0,71.0,0.0,33.0,89.0,0.0,0.0,62.0,8.0,117.0
2022-12-26,141.0,129.0,261.0,20.0,745.0,392.0,73.0,0.0,34.0,91.0,0.0,0.0,70.0,8.0,115.0
2022-12-27,140.0,137.0,290.0,20.0,747.0,406.0,76.0,0.0,31.0,90.0,0.0,0.0,69.0,9.0,118.0
2022-12-28,142.0,136.0,312.0,20.0,755.0,417.0,73.0,0.0,28.0,89.0,0.0,0.0,67.0,10.0,112.0
2022-12-29,142.0,144.0,323.0,20.0,742.0,422.0,71.0,0.0,24.0,82.0,0.0,0.0,64.0,9.0,112.0
2022-12-30,148.0,136.0,304.0,20.0,712.0,404.0,72.0,0.0,24.0,80.0,0.0,0.0,59.0,6.0,109.0
2022-12-31,148.0,120.0,258.0,20.0,712.0,378.0,73.0,0.0,22.0,82.0,0.0,0.0,57.0,7.0,105.0
2023-01-01,149.0,128.0,258.0,20.0,744.0,401.0,76.0,0.0,22.0,86.0,0.0,0.0,63.0,8.0,108.0
2023-01-02,139.0,131.0,288.0,20.0,746.0,416.0,72.0,0.0,23.0,85.0,0.0,0.0,62.0,6.0,119.0
2023-01-03,146.0,137.0,311.0,20.0,742.0,419.0,74.0,0.0,24.0,86.0,0.0,0.0,65.0,7.0,120.0
2023-01-04,149.0,128.0,324.0,20.0,738.0,428.0,70.0,0.0,29.0,82.0,0.0,0.0,61.0,8.0,117.0
2023-01-05,142.0,124.0,298.0,20.0,718.0,409.0,61.0,0.0,34.0,77.0,0.0,0.0,59.0,7.0,115.0
2023-01-06,139.0,133.0,263.0,20.0,747.0,420.0,63.0,0.0,37.0,82.0,0.0,0.0,60.0,7.0,117.0
2023-01-07,144.0,132.0,253.0,20.0,737.0,414.0,65.0,0.0,40.0,78.0,0.0,0.0,59.0,6.0,118.0
2023-01-08,157.0,141.0,265.0,20.0,762.0,423.0,71.0,0.0,42.0,82.0,0.0,0.0,61.0,5.0,107.0
2023-01-09,150.0,159.0,338.0,20.0,747.0,435.0,66.0,0.0,43.0,79.0,0.0,0.0,57.0,5.0,137.0
2023-01-10,152.0,168.0,374.0,20.0,747.0,443.0,69.0,0.0,42.0,76.0,0.0,0.0,62.0,5.0,135.0
2023-01-11,158.0,167.0,398.0,20.0,731.0,451.0,66.0,0.0,32.0,78.0,0.0,0.0,67.0,6.0,127.0
2023-01-12,152.0,164.0,404.0,20.0,710.0,458.0,61.0,0.0,27.0,81.0,0.0,0.0,70.0,5.0,128.0
2023-01-13,151.0,168.0,378.0,20.0,692.0,441.0,55.0,0.0,31.0,84.0,0.0,0.0,64.0,4.0,126.0
2023-01-14,144.0,140.0,324.0,20.0,697.0,421.0,58.0,0.0,35.0,85.0,0.0,0.0,63.0,5.0,126.0
2023-01-15,140.0,150.0,335.0,20.0,724.0,433.0,65.0,0.0,33.0,87.0,0.0,0.0,66.0,5.0,127.0
2023-01-16,141.0,169.0,381.0,20.0,724.0,448.0,61.0,0.0,34.0,91.0,0.0,0.0,65.0,6.0,127.0
2023-01-17,149.0,190.0,401.0,20.0,716.0,469.0,60.0,0.0,30.0,93.0,0.0,0.0,69.0,5.0,123.0
2023-01-18,148.0,192.0,425.0,20.0,712.0,455.0,61.0,0.0,32.0,94.0,0.0,0.0,67.0,5.0,126.0
2023-01-19,157.0,186.0,427.0,20.0,709.0,461.0,59.0,0.0,33.0,85.0,0.0,0.0,66.0,4.0,131.0
2023-01-20,154.0,163.0,408.0,20.0,700.0,457.0,57.0,0.0,35.0,89.0,0.0,0.0,65.0,4.0,118.0
2023-01-21,153.0,149.0,350.0,20.0,699.0,435.0,55.0,0.0,30.0,90.0,0.0,0.0,62.0,4.0,116.0
2023-01-22,144.0,151.0,343.0,20.0,730.0,443.0,58.0,0.0,29.0,96.0,0.0,0.0,65.0,4.0,120.0
2023-01-23,162.0,163.0,382.0,20.0,719.0,449.0,58.0,0.0,31.0,102.0,0.0,0.0,67.0,5.0,131.0
2023-01-24,162.0,180.0,410.0,20.0,712.0,454.0,63.0,0.0,26.0,104.0,0.0,0.0,67.0,4.0,133.0
2023-01-25,149.0,186.0,409.0,20.0,713.0,460.0,60.0,0.0,23.0,100.0,0.0,0.0,68.0,4.0,134.0
2023-01-26,149.0,193.0,418.0,20.0,711.0,461.0,57.0,0.0,27.0,90.0,0.0,0.0,68.0,4.0,135.0
2023-01-27,144.0,180.0,404.0,20.0,710.0,436.0,51.0,0.0,29.0,86.0,0.0,0.0,67.0,5.0,133.0
2023-01-28,145.0,165.0,337.0,20.0,710.0,425.0,49.0,0.0,25.0,86.0,0.0,0.0,68.0,5.0,123.0
2023-01-29,149.0,165.0,316.0,20.0,739.0,435.0,54.0,0.0,26.0,89.0,0.0,0.0,69.0,4.0,127.0
2023-01-30,154.0,176.0,336.0,20.0,731.0,445.0,50.0,0.0,32.0,89.0,0.0,0.0,67.0,5.0,132.0
2023-01-31,153.0,194.0,365.0,20.0,724.0,440.0,51.0,0.0,29.0,92.0,0.0,0.0,67.0,5.0,133.0
2023-02-01,152.0,201.0,373.0,20.0,734.0,446.0,51.0,0.0,29.0,96.0,0.0,0.0,69.0,3.0,135.0
2023-02-02,148.0,213.0,375.0,20.0,720.0,451.0,54.0,0.0,24.0,98.0,0.0,0.0,67.0,3.0,136.0
2023-02-03,155.0,206.0,359.0,20.0,709.0,429.0,55.0,0.0,27.0,93.0,0.0,0.0,65.0,4.0,131.0
2023-02-04,142.0,184.0,295.0,20.0,716.0,421.0,55.0,0.0,33.0,91.0,0.0,0.0,63.0,4.0,127.0
2023-02-05,137.0,178.0,294.0,20.0,752.0,418.0,55.0,0.0,33.0,95.0,0.0,0.0,67.0,5.0,124.0
2023-02-06,147.0,188.0,320.0,20.0,750.0,438.0,54.0,0.0,33.0,98.0,0.0,0.0,68.0,4.0,132.0
2023-02-07,142.0,192.0,356.0,20.0,754.0,433.0,54.0,0.0,30.0,101.0,0.0,0.0,69.0,4.0,136.0
2023-02-08,141.0,200.0,387.0,20.0,751.0,434.0,48.0,0.0,34.0,103.0,0.0,0.0,69.0,4.0,131.0
2023-02-09,140.0,204.0,393.0,20.0,744.0,453.0,44.0,0.0,31.0,101.0,0.0,0.0,68.0,3.0,130.0
2023-02-10,153.0,203.0,377.0,20.0,717.0,421.0,45.0,0.0,29.0,93.0,0.0,0.0,66.0,4.0,131.0
2023-02-11,158.0,184.0,327.0,20.0,717.0,407.0,45.0,0.0,31.0,86.0,0.0,0.0,65.0,4.0,128.0
2023-02-12,147.0,186.0,331.0,20.0,744.0,419.0,45.0,0.0,30.0,88.0,0.0,0.0,67.0,4.0,132.0
2023-02-13,145.0,193.0,370.0,20.0,757.0,436.0,44.0,0.0,29.0,83.0,0.0,0.0,69.0,4.0,139.0
