DATA_USCITA,ALTRO,DEGENZA CHIR GENERALE NO COVID,DEGENZA CHIR SPECIALISTICA NO COVID,DEGENZA COVID BASSA INTENSITA,DEGENZA MED GENERALE NO COVID,DEGENZA MED SPECIALISTICA NO COVID,DEGENZA ORDINARIA COVID,EMERGENZA-URGENZA,ORTOPEDIA,SOSPETTI COVID,SUB INTENSIVA COVID,SUB INTENSIVA NO COVID,TERAPIA INTENSIVA COVID,TERAPIA INTENSIVA NO COVID
2020-07-25,36.0,17.0,58.0,0.0,58.0,36.0,2.0,12.0,3.0,8.0,0.0,5.0,1.0,12.0
2020-07-26,19.0,10.0,21.0,0.0,7.0,24.0,1.0,7.0,1.0,4.0,0.0,3.0,1.0,9.0
2020-07-27,47.0,9.0,68.0,3.0,84.0,56.0,6.0,20.0,12.0,8.0,1.0,9.0,3.0,13.0
2020-07-28,50.0,23.0,70.0,2.0,79.0,52.0,8.0,12.0,9.0,7.0,0.0,12.0,3.0,24.0
2020-07-29,70.0,19.0,67.0,0.0,79.0,64.0,6.0,11.0,8.0,8.0,1.0,16.0,2.0,14.0
2020-07-30,53.0,22.0,68.0,0.0,91.0,56.0,2.0,9.0,9.0,7.0,0.0,14.0,5.0,20.0
2020-07-31,67.0,12.0,74.0,0.0,97.0,63.0,8.0,15.0,5.0,6.0,1.0,14.0,2.0,22.0
2020-08-01,48.0,12.0,50.0,0.0,59.0,29.0,5.0,11.0,5.0,6.0,0.0,8.0,1.0,11.0
2020-08-02,18.0,5.0,22.0,0.0,11.0,14.0,7.0,4.0,1.0,5.0,0.0,3.0,1.0,6.0
2020-08-03,47.0,11.0,61.0,0.0,78.0,36.0,10.0,10.0,9.0,3.0,1.0,13.0,2.0,16.0
2020-08-04,47.0,7.0,66.0,1.0,96.0,47.0,7.0,18.0,10.0,8.0,1.0,16.0,0.0,21.0
2020-08-05,49.0,13.0,56.0,0.0,73.0,48.0,4.0,10.0,11.0,5.0,2.0,14.0,0.0,15.0
2020-08-06,45.0,15.0,69.0,0.0,98.0,47.0,10.0,10.0,9.0,7.0,2.0,10.0,2.0,19.0
2020-08-07,66.0,25.0,75.0,0.0,104.0,58.0,2.0,18.0,6.0,10.0,1.0,12.0,2.0,18.0
2020-08-08,43.0,15.0,44.0,1.0,53.0,34.0,2.0,12.0,2.0,3.0,1.0,7.0,0.0,14.0
2020-08-09,26.0,3.0,32.0,0.0,9.0,15.0,5.0,6.0,1.0,5.0,0.0,2.0,1.0,6.0
2020-08-10,54.0,8.0,56.0,0.0,76.0,58.0,6.0,12.0,10.0,13.0,0.0,8.0,4.0,15.0
2020-08-11,46.0,14.0,65.0,0.0,74.0,48.0,3.0,9.0,6.0,7.0,0.0,13.0,2.0,17.0
2020-08-12,50.0,13.0,58.0,0.0,79.0,54.0,5.0,10.0,11.0,6.0,0.0,12.0,3.0,18.0
2020-08-13,49.0,20.0,51.0,0.0,86.0,47.0,6.0,11.0,11.0,8.0,1.0,13.0,1.0,17.0
2020-08-14,48.0,16.0,63.0,0.0,107.0,64.0,2.0,18.0,7.0,11.0,1.0,13.0,1.0,18.0
2020-08-15,22.0,10.0,45.0,0.0,22.0,25.0,2.0,2.0,1.0,7.0,0.0,4.0,2.0,12.0
2020-08-16,15.0,9.0,20.0,0.0,20.0,18.0,2.0,8.0,2.0,0.0,2.0,4.0,3.0,8.0
2020-08-17,35.0,12.0,46.0,1.0,86.0,42.0,6.0,10.0,9.0,7.0,0.0,13.0,0.0,23.0
2020-08-18,42.0,11.0,70.0,0.0,82.0,56.0,5.0,12.0,8.0,12.0,0.0,13.0,1.0,15.0
2020-08-19,45.0,16.0,48.0,1.0,70.0,40.0,4.0,6.0,8.0,5.0,0.0,12.0,3.0,19.0
2020-08-20,42.0,18.0,48.0,0.0,74.0,45.0,0.0,11.0,5.0,3.0,0.0,11.0,2.0,26.0
2020-08-21,46.0,13.0,71.0,0.0,85.0,63.0,5.0,9.0,7.0,8.0,2.0,12.0,3.0,18.0
2020-08-22,56.0,12.0,48.0,0.0,60.0,37.0,4.0,10.0,1.0,6.0,0.0,11.0,3.0,20.0
2020-08-23,14.0,4.0,27.0,0.0,7.0,19.0,1.0,8.0,2.0,3.0,0.0,1.0,1.0,11.0
2020-08-24,41.0,12.0,53.0,0.0,78.0,45.0,2.0,15.0,10.0,5.0,0.0,9.0,2.0,16.0
2020-08-25,32.0,6.0,65.0,0.0,83.0,50.0,2.0,18.0,5.0,6.0,0.0,14.0,1.0,17.0
2020-08-26,57.0,29.0,62.0,0.0,90.0,68.0,3.0,9.0,14.0,7.0,0.0,9.0,2.0,15.0
2020-08-27,46.0,15.0,77.0,1.0,93.0,51.0,2.0,10.0,10.0,10.0,0.0,10.0,0.0,22.0
2020-08-28,56.0,31.0,54.0,0.0,92.0,56.0,5.0,14.0,4.0,5.0,1.0,17.0,1.0,20.0
2020-08-29,37.0,15.0,51.0,0.0,56.0,32.0,1.0,5.0,1.0,8.0,2.0,3.0,3.0,12.0
2020-08-30,13.0,10.0,22.0,0.0,12.0,16.0,0.0,7.0,0.0,2.0,0.0,2.0,3.0,5.0
2020-08-31,44.0,22.0,41.0,0.0,59.0,63.0,4.0,13.0,9.0,10.0,2.0,17.0,2.0,18.0
2020-09-01,44.0,19.0,53.0,0.0,84.0,58.0,2.0,13.0,7.0,2.0,2.0,10.0,1.0,17.0
2020-09-02,62.0,13.0,91.0,0.0,83.0,50.0,2.0,9.0,10.0,14.0,0.0,13.0,3.0,19.0
2020-09-03,53.0,19.0,58.0,1.0,96.0,60.0,1.0,19.0,3.0,6.0,0.0,12.0,1.0,20.0
2020-09-04,57.0,27.0,81.0,0.0,86.0,76.0,2.0,15.0,5.0,9.0,1.0,14.0,2.0,15.0
2020-09-05,41.0,21.0,49.0,0.0,49.0,27.0,3.0,10.0,5.0,4.0,0.0,7.0,2.0,12.0
2020-09-06,23.0,7.0,28.0,0.0,13.0,21.0,4.0,4.0,0.0,5.0,0.0,3.0,0.0,8.0
2020-09-07,56.0,15.0,61.0,1.0,93.0,57.0,2.0,16.0,5.0,4.0,1.0,14.0,2.0,20.0
2020-09-08,41.0,26.0,74.0,0.0,102.0,44.0,3.0,14.0,10.0,4.0,1.0,14.0,0.0,23.0
2020-09-09,46.0,25.0,67.0,0.0,79.0,61.0,5.0,17.0,8.0,13.0,0.0,13.0,0.0,21.0
2020-09-10,56.0,15.0,72.0,1.0,73.0,64.0,4.0,11.0,12.0,6.0,2.0,14.0,1.0,24.0
2020-09-11,56.0,32.0,88.0,0.0,88.0,68.0,3.0,14.0,4.0,7.0,0.0,15.0,5.0,22.0
2020-09-12,50.0,18.0,63.0,0.0,54.0,51.0,1.0,10.0,3.0,8.0,0.0,7.0,2.0,12.0
2020-09-13,28.0,12.0,32.0,0.0,9.0,27.0,1.0,5.0,0.0,6.0,0.0,3.0,0.0,8.0
2020-09-14,51.0,13.0,72.0,0.0,79.0,66.0,2.0,12.0,10.0,6.0,0.0,18.0,0.0,19.0
2020-09-15,46.0,27.0,65.0,0.0,93.0,58.0,3.0,15.0,11.0,5.0,1.0,15.0,5.0,29.0
2020-09-16,65.0,29.0,91.0,0.0,76.0,60.0,3.0,18.0,6.0,12.0,3.0,10.0,3.0,20.0
2020-09-17,48.0,19.0,81.0,0.0,84.0,48.0,4.0,18.0,11.0,4.0,1.0,15.0,3.0,23.0
2020-09-18,55.0,25.0,95.0,0.0,95.0,77.0,2.0,18.0,11.0,4.0,1.0,17.0,3.0,22.0
2020-09-19,52.0,23.0,64.0,0.0,60.0,31.0,2.0,11.0,12.0,7.0,1.0,9.0,1.0,16.0
2020-09-20,23.0,5.0,35.0,0.0,11.0,20.0,2.0,10.0,0.0,4.0,0.0,3.0,0.0,7.0
2020-09-21,50.0,22.0,74.0,1.0,83.0,56.0,4.0,16.0,19.0,8.0,2.0,19.0,3.0,20.0
2020-09-22,36.0,23.0,80.0,0.0,83.0,75.0,4.0,14.0,10.0,9.0,1.0,12.0,2.0,25.0
2020-09-23,56.0,30.0,70.0,0.0,71.0,74.0,0.0,20.0,10.0,8.0,1.0,18.0,3.0,22.0
2020-09-24,54.0,34.0,98.0,1.0,89.0,52.0,6.0,13.0,9.0,4.0,4.0,17.0,2.0,38.0
2020-09-25,72.0,27.0,88.0,1.0,90.0,89.0,1.0,17.0,12.0,5.0,2.0,15.0,3.0,26.0
2020-09-26,39.0,27.0,62.0,1.0,51.0,42.0,2.0,23.0,12.0,7.0,0.0,7.0,1.0,13.0
2020-09-27,27.0,11.0,40.0,0.0,14.0,29.0,2.0,7.0,1.0,3.0,0.0,4.0,1.0,6.0
2020-09-28,59.0,14.0,80.0,2.0,73.0,69.0,4.0,21.0,13.0,4.0,1.0,19.0,1.0,20.0
2020-09-29,33.0,20.0,71.0,0.0,86.0,60.0,3.0,14.0,7.0,7.0,0.0,16.0,1.0,24.0
2020-09-30,59.0,26.0,89.0,0.0,83.0,77.0,4.0,13.0,10.0,7.0,1.0,15.0,2.0,23.0
2020-10-01,52.0,27.0,87.0,0.0,90.0,58.0,2.0,15.0,11.0,5.0,0.0,22.0,3.0,26.0
2020-10-02,70.0,31.0,91.0,0.0,102.0,79.0,6.0,13.0,11.0,2.0,1.0,15.0,3.0,24.0
2020-10-03,52.0,23.0,67.0,0.0,70.0,43.0,2.0,13.0,7.0,1.0,0.0,9.0,1.0,21.0
2020-10-04,36.0,11.0,39.0,0.0,22.0,24.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,7.0
2020-10-05,51.0,17.0,66.0,1.0,78.0,61.0,6.0,11.0,16.0,2.0,1.0,19.0,2.0,27.0
2020-10-06,45.0,25.0,58.0,1.0,77.0,58.0,4.0,17.0,9.0,10.0,3.0,13.0,3.0,26.0
2020-10-07,65.0,25.0,75.0,1.0,90.0,73.0,6.0,16.0,10.0,4.0,3.0,15.0,2.0,27.0
2020-10-08,70.0,29.0,78.0,2.0,89.0,68.0,8.0,14.0,8.0,2.0,0.0,16.0,1.0,20.0
2020-10-09,55.0,23.0,105.0,0.0,100.0,80.0,8.0,17.0,9.0,7.0,3.0,20.0,4.0,29.0
2020-10-10,51.0,16.0,70.0,0.0,62.0,38.0,13.0,11.0,6.0,8.0,4.0,7.0,5.0,20.0
2020-10-11,39.0,14.0,29.0,1.0,17.0,24.0,2.0,13.0,2.0,9.0,0.0,4.0,2.0,9.0
2020-10-12,39.0,19.0,75.0,0.0,70.0,68.0,14.0,19.0,9.0,7.0,0.0,16.0,3.0,21.0
2020-10-13,41.0,23.0,89.0,1.0,82.0,64.0,9.0,15.0,7.0,7.0,1.0,18.0,3.0,24.0
2020-10-14,61.0,23.0,92.0,0.0,85.0,59.0,11.0,13.0,16.0,9.0,2.0,17.0,2.0,20.0
2020-10-15,62.0,35.0,68.0,1.0,92.0,55.0,11.0,12.0,17.0,9.0,0.0,19.0,2.0,22.0
2020-10-16,78.0,30.0,98.0,1.0,95.0,81.0,13.0,8.0,10.0,11.0,0.0,17.0,4.0,26.0
2020-10-17,52.0,28.0,66.0,0.0,79.0,36.0,19.0,14.0,5.0,9.0,0.0,4.0,3.0,10.0
2020-10-18,23.0,8.0,30.0,0.0,15.0,15.0,7.0,7.0,4.0,6.0,0.0,4.0,7.0,7.0
2020-10-19,34.0,19.0,68.0,1.0,85.0,73.0,13.0,15.0,9.0,7.0,0.0,18.0,2.0,24.0
2020-10-20,48.0,18.0,67.0,1.0,72.0,67.0,14.0,15.0,11.0,14.0,0.0,13.0,6.0,21.0
2020-10-21,42.0,32.0,99.0,2.0,82.0,83.0,21.0,12.0,7.0,17.0,0.0,13.0,4.0,28.0
2020-10-22,59.0,30.0,99.0,1.0,91.0,79.0,14.0,13.0,7.0,6.0,0.0,19.0,4.0,26.0
2020-10-23,70.0,31.0,82.0,3.0,95.0,77.0,15.0,16.0,6.0,9.0,1.0,22.0,5.0,24.0
2020-10-24,42.0,23.0,83.0,0.0,71.0,51.0,18.0,8.0,4.0,4.0,0.0,12.0,3.0,11.0
2020-10-25,15.0,10.0,29.0,1.0,18.0,22.0,7.0,11.0,0.0,8.0,0.0,1.0,3.0,11.0
2020-10-26,31.0,15.0,82.0,2.0,87.0,72.0,17.0,17.0,9.0,10.0,2.0,16.0,5.0,21.0
2020-10-27,39.0,32.0,71.0,1.0,116.0,47.0,16.0,17.0,8.0,7.0,2.0,16.0,2.0,36.0
2020-10-28,46.0,36.0,93.0,1.0,89.0,66.0,24.0,10.0,10.0,21.0,1.0,14.0,6.0,23.0
2020-10-29,39.0,28.0,85.0,2.0,83.0,75.0,16.0,12.0,8.0,9.0,0.0,18.0,7.0,22.0
2020-10-30,63.0,31.0,79.0,1.0,92.0,80.0,32.0,13.0,5.0,3.0,0.0,14.0,5.0,29.0
2020-10-31,33.0,19.0,56.0,3.0,50.0,47.0,37.0,16.0,6.0,10.0,2.0,8.0,6.0,19.0
2020-11-01,19.0,9.0,41.0,1.0,16.0,29.0,15.0,7.0,1.0,8.0,2.0,1.0,7.0,10.0
2020-11-02,30.0,25.0,74.0,2.0,70.0,65.0,30.0,18.0,8.0,14.0,5.0,17.0,5.0,16.0
2020-11-03,30.0,32.0,96.0,2.0,93.0,54.0,39.0,13.0,9.0,5.0,4.0,15.0,13.0,25.0
2020-11-04,33.0,19.0,80.0,3.0,67.0,58.0,38.0,9.0,14.0,10.0,7.0,15.0,5.0,22.0
2020-11-05,33.0,40.0,68.0,7.0,97.0,70.0,53.0,10.0,11.0,9.0,19.0,18.0,14.0,26.0
2020-11-06,32.0,24.0,90.0,2.0,89.0,70.0,29.0,12.0,6.0,14.0,6.0,18.0,10.0,25.0
2020-11-07,24.0,19.0,73.0,2.0,82.0,54.0,36.0,7.0,5.0,11.0,7.0,7.0,10.0,13.0
2020-11-08,13.0,18.0,34.0,1.0,9.0,25.0,22.0,6.0,0.0,7.0,4.0,4.0,4.0,7.0
2020-11-09,19.0,36.0,63.0,2.0,66.0,46.0,45.0,7.0,9.0,13.0,5.0,10.0,5.0,28.0
2020-11-10,24.0,21.0,65.0,8.0,89.0,71.0,33.0,5.0,5.0,10.0,9.0,15.0,6.0,22.0
2020-11-11,41.0,32.0,73.0,2.0,70.0,56.0,52.0,12.0,7.0,15.0,12.0,13.0,8.0,17.0
2020-11-12,47.0,19.0,82.0,1.0,81.0,75.0,46.0,10.0,8.0,9.0,17.0,16.0,18.0,21.0
2020-11-13,32.0,31.0,81.0,2.0,91.0,55.0,49.0,13.0,12.0,21.0,9.0,15.0,6.0,24.0
2020-11-14,33.0,16.0,81.0,4.0,42.0,62.0,44.0,6.0,4.0,8.0,10.0,12.0,2.0,16.0
2020-11-15,15.0,11.0,28.0,0.0,22.0,24.0,31.0,3.0,1.0,8.0,11.0,11.0,5.0,10.0
2020-11-16,21.0,21.0,68.0,3.0,62.0,57.0,47.0,9.0,8.0,7.0,12.0,16.0,7.0,25.0
2020-11-17,19.0,31.0,84.0,2.0,51.0,60.0,58.0,5.0,10.0,7.0,9.0,15.0,6.0,22.0
2020-11-18,39.0,29.0,87.0,5.0,70.0,51.0,46.0,5.0,9.0,6.0,18.0,10.0,10.0,24.0
2020-11-19,24.0,31.0,67.0,4.0,56.0,67.0,47.0,5.0,5.0,5.0,4.0,17.0,8.0,25.0
2020-11-20,45.0,28.0,78.0,2.0,56.0,65.0,52.0,5.0,5.0,3.0,12.0,16.0,9.0,27.0
2020-11-21,27.0,23.0,77.0,0.0,37.0,54.0,39.0,9.0,10.0,3.0,8.0,7.0,3.0,16.0
2020-11-22,18.0,14.0,36.0,0.0,14.0,24.0,30.0,8.0,0.0,2.0,9.0,5.0,2.0,10.0
2020-11-23,36.0,21.0,76.0,3.0,59.0,58.0,32.0,7.0,4.0,4.0,7.0,12.0,5.0,19.0
2020-11-24,32.0,19.0,56.0,2.0,62.0,55.0,56.0,4.0,13.0,6.0,11.0,14.0,2.0,18.0
2020-11-25,41.0,24.0,79.0,6.0,60.0,57.0,47.0,5.0,4.0,5.0,11.0,10.0,5.0,22.0
2020-11-26,33.0,23.0,90.0,1.0,69.0,52.0,72.0,7.0,7.0,2.0,9.0,14.0,3.0,20.0
2020-11-27,32.0,30.0,103.0,4.0,82.0,84.0,47.0,5.0,8.0,2.0,13.0,14.0,5.0,27.0
2020-11-28,30.0,21.0,72.0,3.0,56.0,35.0,39.0,10.0,11.0,2.0,11.0,6.0,4.0,13.0
2020-11-29,24.0,5.0,30.0,0.0,11.0,24.0,18.0,0.0,1.0,3.0,3.0,1.0,2.0,11.0
2020-11-30,33.0,29.0,64.0,1.0,62.0,53.0,41.0,6.0,10.0,1.0,10.0,19.0,5.0,25.0
2020-12-01,29.0,21.0,75.0,5.0,69.0,53.0,45.0,7.0,9.0,4.0,8.0,13.0,4.0,28.0
2020-12-02,23.0,27.0,60.0,1.0,71.0,51.0,52.0,10.0,10.0,1.0,12.0,16.0,7.0,30.0
2020-12-03,23.0,34.0,82.0,4.0,82.0,58.0,44.0,8.0,15.0,2.0,9.0,13.0,3.0,25.0
2020-12-04,38.0,30.0,96.0,1.0,77.0,81.0,47.0,7.0,7.0,3.0,13.0,15.0,4.0,28.0
2020-12-05,32.0,16.0,69.0,5.0,63.0,40.0,32.0,8.0,3.0,3.0,7.0,6.0,2.0,17.0
2020-12-06,15.0,11.0,25.0,0.0,13.0,18.0,12.0,6.0,3.0,0.0,7.0,4.0,4.0,9.0
2020-12-07,33.0,31.0,61.0,3.0,66.0,49.0,42.0,6.0,9.0,4.0,10.0,17.0,8.0,24.0
2020-12-08,20.0,13.0,47.0,0.0,19.0,36.0,25.0,2.0,3.0,1.0,8.0,8.0,2.0,13.0
2020-12-09,27.0,22.0,79.0,2.0,59.0,67.0,41.0,4.0,13.0,1.0,13.0,12.0,5.0,24.0
2020-12-10,34.0,21.0,78.0,3.0,62.0,63.0,42.0,9.0,5.0,4.0,12.0,14.0,4.0,34.0
2020-12-11,39.0,19.0,71.0,2.0,97.0,66.0,44.0,9.0,8.0,4.0,13.0,13.0,5.0,22.0
2020-12-12,16.0,18.0,72.0,1.0,63.0,54.0,39.0,4.0,2.0,4.0,8.0,6.0,3.0,18.0
2020-12-13,13.0,18.0,33.0,0.0,22.0,17.0,19.0,2.0,2.0,4.0,3.0,4.0,1.0,7.0
2020-12-14,33.0,18.0,73.0,3.0,66.0,54.0,42.0,5.0,15.0,1.0,10.0,13.0,0.0,27.0
2020-12-15,30.0,20.0,84.0,1.0,76.0,56.0,43.0,6.0,11.0,3.0,11.0,10.0,8.0,20.0
2020-12-16,36.0,28.0,83.0,5.0,64.0,67.0,45.0,2.0,6.0,4.0,10.0,10.0,7.0,26.0
2020-12-17,41.0,29.0,77.0,1.0,66.0,55.0,51.0,12.0,9.0,1.0,9.0,15.0,7.0,24.0
2020-12-18,44.0,27.0,97.0,3.0,78.0,82.0,36.0,5.0,2.0,2.0,8.0,13.0,5.0,25.0
2020-12-19,20.0,21.0,70.0,3.0,68.0,47.0,27.0,12.0,3.0,4.0,2.0,11.0,1.0,15.0
2020-12-20,9.0,11.0,31.0,1.0,21.0,20.0,23.0,0.0,2.0,3.0,3.0,6.0,5.0,7.0
2020-12-21,28.0,17.0,66.0,1.0,65.0,62.0,47.0,8.0,7.0,2.0,8.0,17.0,4.0,25.0
2020-12-22,19.0,21.0,73.0,2.0,99.0,77.0,42.0,7.0,12.0,2.0,8.0,12.0,10.0,19.0
2020-12-23,32.0,22.0,85.0,2.0,73.0,61.0,47.0,5.0,10.0,4.0,9.0,15.0,4.0,22.0
2020-12-24,38.0,25.0,90.0,6.0,110.0,74.0,47.0,9.0,10.0,3.0,11.0,14.0,4.0,17.0
2020-12-25,19.0,12.0,33.0,0.0,28.0,19.0,27.0,5.0,1.0,0.0,6.0,5.0,2.0,9.0
2020-12-26,23.0,9.0,38.0,1.0,41.0,24.0,27.0,6.0,1.0,6.0,2.0,4.0,6.0,11.0
2020-12-27,6.0,17.0,20.0,1.0,32.0,25.0,25.0,3.0,0.0,2.0,4.0,6.0,3.0,13.0
2020-12-28,20.0,19.0,43.0,5.0,50.0,38.0,48.0,9.0,5.0,0.0,10.0,8.0,6.0,15.0
2020-12-29,16.0,24.0,57.0,4.0,79.0,56.0,38.0,5.0,6.0,1.0,12.0,7.0,4.0,18.0
2020-12-30,28.0,19.0,59.0,3.0,67.0,48.0,43.0,7.0,7.0,1.0,9.0,13.0,6.0,19.0
2020-12-31,30.0,27.0,79.0,4.0,90.0,69.0,50.0,13.0,8.0,2.0,9.0,14.0,2.0,20.0
2021-01-01,34.0,14.0,34.0,0.0,25.0,17.0,15.0,6.0,0.0,1.0,7.0,5.0,4.0,9.0
2021-01-02,27.0,4.0,35.0,2.0,52.0,32.0,36.0,3.0,3.0,1.0,4.0,5.0,1.0,10.0
2021-01-03,8.0,9.0,24.0,3.0,19.0,23.0,25.0,3.0,0.0,0.0,9.0,1.0,3.0,7.0
2021-01-04,30.0,18.0,38.0,1.0,83.0,53.0,42.0,3.0,8.0,0.0,6.0,13.0,7.0,12.0
2021-01-05,30.0,22.0,59.0,4.0,89.0,59.0,56.0,12.0,2.0,7.0,9.0,19.0,5.0,23.0
2021-01-06,26.0,13.0,34.0,2.0,35.0,25.0,24.0,2.0,1.0,0.0,4.0,7.0,2.0,9.0
2021-01-07,28.0,25.0,71.0,3.0,81.0,56.0,39.0,4.0,9.0,1.0,9.0,11.0,3.0,26.0
2021-01-08,20.0,14.0,61.0,4.0,84.0,61.0,43.0,8.0,5.0,1.0,8.0,17.0,5.0,31.0
2021-01-09,18.0,19.0,67.0,5.0,74.0,46.0,45.0,6.0,2.0,3.0,7.0,6.0,4.0,12.0
2021-01-10,19.0,7.0,32.0,1.0,16.0,20.0,20.0,3.0,0.0,2.0,11.0,5.0,3.0,8.0
2021-01-11,35.0,30.0,77.0,1.0,61.0,50.0,45.0,7.0,11.0,2.0,5.0,13.0,6.0,21.0
2021-01-12,37.0,30.0,63.0,0.0,86.0,49.0,50.0,8.0,5.0,1.0,10.0,10.0,8.0,26.0
2021-01-13,43.0,22.0,92.0,4.0,79.0,61.0,31.0,15.0,9.0,0.0,8.0,12.0,1.0,23.0
2021-01-14,38.0,28.0,99.0,4.0,63.0,63.0,42.0,4.0,3.0,4.0,7.0,17.0,3.0,28.0
2021-01-15,41.0,26.0,82.0,2.0,88.0,73.0,46.0,9.0,7.0,4.0,15.0,16.0,5.0,26.0
2021-01-16,47.0,25.0,77.0,5.0,58.0,47.0,30.0,7.0,7.0,0.0,8.0,8.0,5.0,17.0
2021-01-17,22.0,13.0,28.0,0.0,20.0,20.0,23.0,3.0,0.0,0.0,10.0,5.0,5.0,11.0
2021-01-18,18.0,29.0,74.0,1.0,64.0,56.0,30.0,9.0,10.0,1.0,11.0,18.0,10.0,24.0
2021-01-19,32.0,29.0,82.0,1.0,71.0,64.0,44.0,6.0,5.0,3.0,4.0,8.0,3.0,32.0
2021-01-20,42.0,32.0,87.0,4.0,73.0,72.0,44.0,6.0,11.0,2.0,5.0,21.0,4.0,33.0
2021-01-21,32.0,23.0,98.0,2.0,79.0,64.0,37.0,4.0,10.0,3.0,6.0,13.0,2.0,22.0
2021-01-22,43.0,28.0,100.0,2.0,77.0,64.0,51.0,8.0,7.0,0.0,7.0,18.0,4.0,34.0
2021-01-23,39.0,18.0,69.0,2.0,66.0,44.0,44.0,6.0,4.0,3.0,7.0,8.0,3.0,15.0
2021-01-24,27.0,6.0,38.0,0.0,11.0,16.0,14.0,0.0,0.0,0.0,3.0,5.0,1.0,10.0
2021-01-25,36.0,30.0,87.0,3.0,76.0,67.0,31.0,5.0,9.0,5.0,5.0,16.0,3.0,27.0
2021-01-26,28.0,29.0,80.0,2.0,66.0,63.0,31.0,9.0,7.0,3.0,3.0,23.0,3.0,34.0
2021-01-27,40.0,44.0,98.0,1.0,80.0,67.0,37.0,9.0,6.0,0.0,16.0,20.0,2.0,32.0
2021-01-28,46.0,37.0,99.0,3.0,74.0,65.0,35.0,7.0,8.0,1.0,2.0,16.0,5.0,32.0
2021-01-29,45.0,37.0,88.0,1.0,77.0,57.0,31.0,11.0,12.0,0.0,7.0,17.0,4.0,30.0
2021-01-30,30.0,17.0,80.0,1.0,74.0,42.0,12.0,11.0,5.0,2.0,4.0,9.0,1.0,15.0
2021-01-31,20.0,13.0,37.0,0.0,16.0,20.0,11.0,6.0,0.0,1.0,2.0,5.0,3.0,10.0
2021-02-01,49.0,18.0,82.0,4.0,54.0,70.0,28.0,13.0,5.0,2.0,6.0,17.0,7.0,28.0
2021-02-02,30.0,31.0,72.0,1.0,69.0,55.0,26.0,13.0,6.0,2.0,6.0,16.0,4.0,30.0
2021-02-03,45.0,30.0,103.0,1.0,61.0,81.0,25.0,8.0,10.0,2.0,3.0,18.0,3.0,27.0
2021-02-04,39.0,25.0,98.0,0.0,92.0,59.0,33.0,13.0,2.0,3.0,4.0,21.0,6.0,29.0
2021-02-05,35.0,30.0,92.0,3.0,84.0,53.0,34.0,8.0,8.0,1.0,7.0,13.0,4.0,30.0
2021-02-06,33.0,24.0,68.0,5.0,66.0,55.0,32.0,11.0,4.0,2.0,4.0,7.0,5.0,14.0
2021-02-07,17.0,8.0,37.0,1.0,15.0,23.0,13.0,6.0,1.0,3.0,4.0,3.0,1.0,11.0
2021-02-08,31.0,30.0,80.0,2.0,76.0,44.0,30.0,14.0,7.0,4.0,5.0,14.0,5.0,25.0
2021-02-09,31.0,34.0,98.0,3.0,92.0,52.0,32.0,14.0,7.0,6.0,8.0,16.0,0.0,34.0
2021-02-10,30.0,28.0,88.0,0.0,91.0,70.0,35.0,11.0,14.0,4.0,11.0,17.0,5.0,32.0
2021-02-11,24.0,23.0,105.0,1.0,70.0,70.0,34.0,13.0,4.0,2.0,10.0,18.0,6.0,34.0
2021-02-12,55.0,21.0,90.0,4.0,99.0,50.0,33.0,14.0,8.0,3.0,6.0,16.0,6.0,29.0
2021-02-13,37.0,23.0,89.0,3.0,57.0,49.0,29.0,12.0,2.0,6.0,5.0,5.0,1.0,11.0
2021-02-14,27.0,18.0,37.0,0.0,16.0,18.0,20.0,9.0,0.0,4.0,6.0,2.0,4.0,6.0
2021-02-15,30.0,27.0,74.0,3.0,71.0,55.0,37.0,8.0,7.0,0.0,7.0,17.0,3.0,32.0
2021-02-16,29.0,30.0,89.0,6.0,83.0,67.0,33.0,17.0,11.0,1.0,5.0,12.0,3.0,25.0
2021-02-17,44.0,33.0,92.0,1.0,92.0,55.0,33.0,11.0,10.0,4.0,7.0,16.0,5.0,36.0
2021-02-18,27.0,25.0,94.0,2.0,80.0,65.0,31.0,13.0,6.0,2.0,7.0,13.0,6.0,30.0
2021-02-19,44.0,29.0,85.0,2.0,81.0,68.0,45.0,15.0,8.0,3.0,12.0,10.0,5.0,23.0
2021-02-20,39.0,20.0,86.0,6.0,57.0,34.0,30.0,22.0,4.0,4.0,6.0,10.0,7.0,16.0
2021-02-21,18.0,12.0,32.0,1.0,16.0,23.0,20.0,7.0,2.0,3.0,4.0,6.0,5.0,12.0
2021-02-22,27.0,26.0,93.0,3.0,71.0,88.0,39.0,15.0,5.0,1.0,10.0,22.0,6.0,32.0
2021-02-23,30.0,30.0,72.0,1.0,73.0,50.0,57.0,18.0,7.0,7.0,14.0,10.0,7.0,27.0
2021-02-24,52.0,33.0,93.0,3.0,98.0,68.0,43.0,11.0,10.0,4.0,9.0,15.0,10.0,27.0
2021-02-25,45.0,40.0,88.0,4.0,75.0,65.0,37.0,16.0,6.0,2.0,9.0,13.0,8.0,31.0
2021-02-26,38.0,31.0,85.0,3.0,110.0,79.0,48.0,24.0,10.0,2.0,12.0,14.0,6.0,32.0
2021-02-27,44.0,21.0,76.0,3.0,51.0,51.0,44.0,11.0,8.0,7.0,8.0,6.0,4.0,16.0
