DATA_USCITA,ALTRO,DEGENZA CHIR GENERALE NO COVID,DEGENZA CHIR SPECIALISTICA NO COVID,DEGENZA COVID BASSA INTENSITA,DEGENZA MED GENERALE NO COVID,DEGENZA MED SPECIALISTICA NO COVID,DEGENZA ORDINARIA COVID,EMERGENZA-URGENZA,ORTOPEDIA,SOSPETTI COVID,SUB INTENSIVA COVID,SUB INTENSIVA NO COVID,TERAPIA INTENSIVA COVID,TERAPIA INTENSIVA NO COVID
2021-02-28,6.0,13.0,32.0,2.0,12.0,19.0,23.0,12.0,1.0,2.0,9.0,1.0,4.0,7.0
2021-03-01,35.0,25.0,83.0,0.0,50.0,48.0,46.0,11.0,14.0,1.0,7.0,14.0,5.0,21.0
2021-03-02,17.0,28.0,66.0,3.0,71.0,67.0,63.0,10.0,20.0,3.0,12.0,16.0,6.0,24.0
2021-03-03,39.0,31.0,76.0,4.0,67.0,73.0,60.0,15.0,7.0,3.0,11.0,12.0,9.0,31.0
2021-03-04,40.0,29.0,68.0,2.0,79.0,52.0,49.0,9.0,6.0,4.0,11.0,19.0,9.0,23.0
2021-03-05,37.0,20.0,78.0,3.0,92.0,70.0,59.0,6.0,4.0,3.0,11.0,14.0,15.0,24.0
2021-03-06,27.0,16.0,58.0,4.0,52.0,54.0,76.0,9.0,1.0,2.0,17.0,6.0,8.0,18.0
2021-03-07,9.0,15.0,28.0,2.0,17.0,21.0,39.0,4.0,2.0,2.0,9.0,5.0,10.0,7.0
2021-03-08,33.0,11.0,57.0,3.0,61.0,57.0,65.0,11.0,9.0,2.0,13.0,13.0,10.0,12.0
2021-03-09,25.0,21.0,60.0,2.0,76.0,54.0,86.0,9.0,8.0,2.0,15.0,13.0,6.0,14.0
2021-03-10,33.0,13.0,51.0,2.0,72.0,50.0,78.0,6.0,6.0,3.0,26.0,13.0,3.0,12.0
2021-03-11,27.0,8.0,61.0,3.0,63.0,65.0,66.0,8.0,7.0,2.0,26.0,11.0,10.0,21.0
2021-03-12,36.0,9.0,67.0,4.0,86.0,51.0,76.0,9.0,6.0,2.0,16.0,16.0,10.0,24.0
2021-03-13,17.0,9.0,36.0,4.0,58.0,52.0,73.0,11.0,5.0,0.0,15.0,12.0,11.0,10.0
2021-03-14,18.0,3.0,17.0,0.0,8.0,17.0,50.0,3.0,0.0,2.0,14.0,3.0,5.0,7.0
2021-03-15,34.0,14.0,54.0,4.0,60.0,50.0,79.0,4.0,6.0,3.0,27.0,12.0,13.0,19.0
2021-03-16,20.0,16.0,47.0,4.0,66.0,85.0,72.0,5.0,1.0,3.0,12.0,10.0,12.0,13.0
2021-03-17,24.0,5.0,47.0,5.0,72.0,56.0,84.0,10.0,11.0,3.0,20.0,6.0,8.0,12.0
2021-03-18,34.0,15.0,58.0,2.0,80.0,44.0,87.0,8.0,5.0,3.0,21.0,10.0,12.0,12.0
2021-03-19,29.0,17.0,58.0,4.0,65.0,60.0,78.0,7.0,7.0,4.0,15.0,14.0,11.0,19.0
2021-03-20,27.0,10.0,59.0,2.0,46.0,40.0,84.0,11.0,6.0,4.0,14.0,6.0,6.0,8.0
2021-03-21,11.0,8.0,19.0,1.0,10.0,20.0,28.0,7.0,3.0,3.0,12.0,4.0,10.0,9.0
2021-03-22,25.0,18.0,44.0,2.0,40.0,66.0,80.0,10.0,6.0,6.0,20.0,6.0,11.0,17.0
2021-03-23,26.0,12.0,51.0,4.0,62.0,47.0,105.0,13.0,7.0,3.0,25.0,10.0,6.0,13.0
2021-03-24,45.0,23.0,64.0,2.0,59.0,53.0,100.0,7.0,8.0,0.0,24.0,16.0,9.0,19.0
2021-03-25,25.0,14.0,65.0,1.0,53.0,59.0,89.0,7.0,2.0,1.0,18.0,12.0,14.0,19.0
2021-03-26,38.0,8.0,70.0,2.0,66.0,64.0,93.0,4.0,8.0,2.0,18.0,11.0,9.0,19.0
2021-03-27,28.0,9.0,55.0,3.0,36.0,26.0,66.0,7.0,4.0,2.0,17.0,7.0,10.0,16.0
2021-03-28,14.0,2.0,29.0,2.0,9.0,16.0,29.0,8.0,2.0,5.0,7.0,4.0,1.0,9.0
2021-03-29,34.0,13.0,45.0,5.0,48.0,56.0,80.0,17.0,6.0,1.0,12.0,13.0,12.0,16.0
2021-03-30,28.0,29.0,65.0,4.0,62.0,71.0,78.0,6.0,5.0,2.0,16.0,15.0,6.0,23.0
2021-03-31,30.0,20.0,63.0,2.0,71.0,54.0,84.0,16.0,13.0,3.0,14.0,10.0,13.0,16.0
2021-04-01,30.0,14.0,64.0,4.0,57.0,75.0,68.0,8.0,7.0,3.0,14.0,9.0,4.0,18.0
2021-04-02,28.0,20.0,89.0,2.0,84.0,90.0,73.0,10.0,4.0,3.0,11.0,12.0,10.0,15.0
2021-04-03,31.0,19.0,58.0,3.0,72.0,46.0,70.0,10.0,9.0,2.0,14.0,6.0,8.0,14.0
2021-04-04,10.0,8.0,37.0,1.0,12.0,30.0,29.0,4.0,1.0,1.0,14.0,3.0,2.0,7.0
2021-04-05,10.0,8.0,45.0,0.0,14.0,28.0,32.0,7.0,3.0,2.0,6.0,4.0,5.0,7.0
2021-04-06,24.0,15.0,50.0,3.0,41.0,42.0,50.0,9.0,11.0,1.0,15.0,9.0,16.0,14.0
2021-04-07,28.0,15.0,39.0,1.0,57.0,51.0,85.0,10.0,8.0,2.0,13.0,12.0,7.0,15.0
2021-04-08,37.0,16.0,75.0,2.0,70.0,62.0,71.0,9.0,5.0,3.0,15.0,8.0,6.0,11.0
2021-04-09,28.0,9.0,85.0,1.0,76.0,70.0,62.0,9.0,8.0,1.0,17.0,12.0,7.0,23.0
2021-04-10,41.0,19.0,54.0,0.0,53.0,42.0,44.0,7.0,5.0,3.0,15.0,6.0,5.0,10.0
2021-04-11,15.0,10.0,31.0,3.0,7.0,26.0,12.0,6.0,3.0,1.0,5.0,6.0,1.0,12.0
2021-04-12,34.0,15.0,43.0,5.0,58.0,47.0,57.0,14.0,10.0,1.0,19.0,11.0,5.0,18.0
2021-04-13,26.0,14.0,69.0,6.0,69.0,55.0,63.0,11.0,4.0,3.0,8.0,12.0,11.0,15.0
2021-04-14,35.0,15.0,70.0,3.0,75.0,55.0,48.0,12.0,5.0,1.0,14.0,9.0,7.0,15.0
2021-04-15,31.0,21.0,66.0,2.0,72.0,69.0,53.0,7.0,8.0,0.0,13.0,10.0,3.0,18.0
2021-04-16,26.0,20.0,69.0,4.0,76.0,61.0,46.0,10.0,5.0,4.0,10.0,8.0,9.0,17.0
2021-04-17,24.0,26.0,56.0,2.0,67.0,44.0,30.0,16.0,7.0,2.0,6.0,5.0,8.0,12.0
2021-04-18,21.0,12.0,39.0,0.0,8.0,17.0,19.0,7.0,0.0,0.0,3.0,6.0,3.0,14.0
2021-04-19,26.0,19.0,56.0,3.0,66.0,58.0,31.0,11.0,6.0,3.0,18.0,17.0,7.0,18.0
2021-04-20,22.0,21.0,72.0,0.0,93.0,65.0,38.0,15.0,7.0,0.0,9.0,17.0,6.0,17.0
2021-04-21,34.0,31.0,71.0,0.0,92.0,63.0,32.0,12.0,9.0,0.0,6.0,13.0,5.0,15.0
2021-04-22,35.0,26.0,81.0,2.0,77.0,67.0,33.0,12.0,6.0,2.0,5.0,15.0,5.0,23.0
2021-04-23,37.0,28.0,92.0,4.0,81.0,70.0,37.0,12.0,10.0,0.0,5.0,8.0,7.0,27.0
2021-04-24,23.0,14.0,60.0,2.0,58.0,45.0,25.0,8.0,3.0,1.0,6.0,3.0,3.0,9.0
2021-04-25,28.0,14.0,31.0,1.0,15.0,20.0,7.0,7.0,1.0,0.0,2.0,4.0,0.0,14.0
2021-04-26,43.0,14.0,55.0,0.0,74.0,65.0,22.0,13.0,4.0,3.0,2.0,12.0,8.0,20.0
2021-04-27,31.0,23.0,80.0,1.0,84.0,59.0,23.0,13.0,8.0,1.0,7.0,15.0,1.0,21.0
2021-04-28,27.0,21.0,95.0,2.0,73.0,67.0,23.0,12.0,5.0,3.0,5.0,15.0,3.0,20.0
2021-04-29,27.0,25.0,84.0,1.0,75.0,67.0,32.0,6.0,9.0,1.0,9.0,11.0,6.0,23.0
2021-04-30,52.0,21.0,117.0,3.0,103.0,84.0,32.0,9.0,6.0,4.0,4.0,13.0,4.0,22.0
2021-05-01,24.0,19.0,67.0,0.0,26.0,36.0,15.0,6.0,4.0,1.0,2.0,9.0,1.0,14.0
2021-05-02,31.0,6.0,30.0,0.0,16.0,29.0,6.0,7.0,2.0,1.0,0.0,6.0,0.0,7.0
2021-05-03,27.0,24.0,65.0,1.0,61.0,56.0,26.0,9.0,4.0,1.0,9.0,13.0,3.0,21.0
2021-05-04,18.0,22.0,70.0,2.0,93.0,46.0,34.0,12.0,7.0,3.0,11.0,12.0,4.0,24.0
2021-05-05,23.0,43.0,90.0,2.0,89.0,64.0,22.0,14.0,9.0,0.0,6.0,13.0,6.0,15.0
2021-05-06,40.0,30.0,88.0,2.0,87.0,60.0,30.0,16.0,11.0,0.0,3.0,16.0,10.0,26.0
2021-05-07,41.0,25.0,101.0,0.0,84.0,78.0,18.0,11.0,6.0,1.0,3.0,17.0,3.0,28.0
2021-05-08,20.0,12.0,70.0,3.0,74.0,42.0,14.0,13.0,6.0,2.0,1.0,9.0,0.0,11.0
2021-05-09,21.0,12.0,42.0,0.0,18.0,19.0,6.0,3.0,3.0,0.0,1.0,2.0,3.0,9.0
2021-05-10,31.0,27.0,86.0,2.0,66.0,67.0,20.0,19.0,6.0,2.0,15.0,17.0,4.0,27.0
2021-05-11,32.0,29.0,88.0,4.0,96.0,64.0,15.0,14.0,11.0,0.0,0.0,13.0,4.0,19.0
2021-05-12,37.0,22.0,86.0,7.0,64.0,76.0,23.0,15.0,8.0,1.0,6.0,15.0,3.0,25.0
2021-05-13,38.0,31.0,96.0,11.0,98.0,75.0,12.0,9.0,15.0,1.0,5.0,13.0,3.0,23.0
2021-05-14,55.0,26.0,105.0,0.0,102.0,64.0,23.0,10.0,11.0,4.0,6.0,17.0,1.0,27.0
2021-05-15,22.0,23.0,59.0,0.0,65.0,48.0,11.0,14.0,9.0,0.0,0.0,7.0,3.0,15.0
2021-05-16,16.0,13.0,37.0,0.0,10.0,21.0,5.0,9.0,0.0,0.0,0.0,4.0,0.0,6.0
2021-05-17,29.0,23.0,72.0,0.0,68.0,62.0,14.0,13.0,10.0,1.0,4.0,10.0,4.0,21.0
2021-05-18,25.0,28.0,80.0,0.0,76.0,61.0,14.0,9.0,10.0,0.0,2.0,17.0,3.0,26.0
2021-05-19,38.0,18.0,100.0,0.0,92.0,75.0,13.0,14.0,9.0,2.0,2.0,15.0,6.0,25.0
2021-05-20,35.0,28.0,91.0,0.0,87.0,61.0,12.0,14.0,9.0,3.0,3.0,10.0,5.0,23.0
2021-05-21,53.0,28.0,97.0,0.0,104.0,78.0,13.0,14.0,7.0,1.0,2.0,15.0,2.0,25.0
2021-05-22,25.0,17.0,82.0,0.0,54.0,44.0,8.0,10.0,9.0,1.0,0.0,10.0,2.0,17.0
2021-05-23,10.0,10.0,25.0,0.0,25.0,28.0,4.0,13.0,2.0,0.0,0.0,2.0,0.0,10.0
2021-05-24,37.0,36.0,84.0,0.0,93.0,67.0,10.0,14.0,8.0,2.0,1.0,15.0,4.0,29.0
2021-05-25,29.0,28.0,96.0,0.0,96.0,60.0,14.0,21.0,9.0,2.0,4.0,12.0,1.0,25.0
2021-05-26,49.0,38.0,97.0,0.0,100.0,67.0,9.0,14.0,11.0,0.0,1.0,17.0,1.0,35.0
2021-05-27,32.0,28.0,106.0,0.0,87.0,62.0,10.0,18.0,8.0,0.0,6.0,12.0,2.0,27.0
2021-05-28,52.0,41.0,94.0,0.0,109.0,71.0,6.0,15.0,5.0,0.0,0.0,15.0,0.0,28.0
2021-05-29,22.0,28.0,72.0,0.0,66.0,40.0,9.0,12.0,5.0,1.0,1.0,8.0,1.0,15.0
2021-05-30,21.0,17.0,36.0,0.0,10.0,27.0,3.0,7.0,1.0,0.0,1.0,2.0,2.0,8.0
2021-05-31,35.0,24.0,72.0,0.0,89.0,61.0,7.0,11.0,13.0,1.0,0.0,15.0,2.0,25.0
2021-06-01,35.0,32.0,80.0,0.0,103.0,66.0,10.0,21.0,12.0,1.0,2.0,14.0,3.0,25.0
2021-06-02,22.0,20.0,53.0,0.0,20.0,23.0,5.0,8.0,2.0,0.0,0.0,6.0,1.0,7.0
2021-06-03,28.0,28.0,66.0,0.0,90.0,79.0,9.0,13.0,12.0,0.0,1.0,7.0,7.0,29.0
2021-06-04,33.0,36.0,99.0,0.0,112.0,69.0,11.0,13.0,17.0,2.0,1.0,17.0,2.0,30.0
2021-06-05,25.0,24.0,59.0,0.0,63.0,43.0,5.0,14.0,9.0,1.0,1.0,10.0,0.0,15.0
2021-06-06,15.0,8.0,45.0,0.0,16.0,23.0,3.0,5.0,0.0,0.0,1.0,3.0,0.0,11.0
2021-06-07,30.0,31.0,88.0,0.0,94.0,66.0,7.0,12.0,11.0,0.0,2.0,14.0,0.0,29.0
2021-06-08,24.0,30.0,67.0,0.0,95.0,72.0,6.0,20.0,14.0,1.0,1.0,10.0,1.0,35.0
2021-06-09,39.0,48.0,75.0,0.0,87.0,60.0,6.0,15.0,15.0,0.0,2.0,12.0,4.0,23.0
2021-06-10,42.0,35.0,100.0,0.0,94.0,55.0,5.0,14.0,11.0,3.0,0.0,8.0,0.0,28.0
2021-06-11,52.0,39.0,95.0,0.0,119.0,83.0,6.0,20.0,13.0,0.0,0.0,19.0,4.0,29.0
2021-06-12,29.0,26.0,69.0,0.0,54.0,41.0,5.0,18.0,8.0,0.0,0.0,9.0,0.0,14.0
2021-06-13,23.0,12.0,40.0,0.0,16.0,22.0,0.0,11.0,1.0,0.0,0.0,5.0,0.0,10.0
2021-06-14,43.0,23.0,97.0,0.0,82.0,64.0,5.0,19.0,9.0,0.0,0.0,15.0,5.0,34.0
2021-06-15,23.0,40.0,95.0,0.0,82.0,58.0,2.0,16.0,9.0,1.0,0.0,10.0,1.0,24.0
2021-06-16,33.0,28.0,90.0,0.0,88.0,60.0,4.0,17.0,10.0,0.0,0.0,15.0,2.0,32.0
2021-06-17,31.0,39.0,101.0,0.0,102.0,70.0,4.0,18.0,9.0,0.0,0.0,14.0,4.0,27.0
2021-06-18,42.0,34.0,104.0,0.0,121.0,77.0,4.0,10.0,9.0,0.0,0.0,13.0,3.0,31.0
2021-06-19,22.0,19.0,78.0,0.0,66.0,44.0,1.0,20.0,4.0,0.0,0.0,9.0,2.0,19.0
2021-06-20,20.0,17.0,35.0,0.0,13.0,18.0,1.0,16.0,0.0,0.0,0.0,3.0,1.0,9.0
2021-06-21,25.0,28.0,80.0,0.0,96.0,65.0,3.0,17.0,13.0,1.0,0.0,14.0,2.0,24.0
2021-06-22,12.0,32.0,96.0,0.0,115.0,72.0,3.0,14.0,14.0,0.0,0.0,12.0,1.0,30.0
2021-06-23,41.0,35.0,95.0,0.0,97.0,65.0,5.0,14.0,10.0,0.0,0.0,14.0,1.0,36.0
2021-06-24,27.0,34.0,106.0,0.0,89.0,65.0,3.0,15.0,10.0,0.0,0.0,20.0,1.0,36.0
2021-06-25,48.0,46.0,106.0,0.0,94.0,71.0,4.0,12.0,17.0,1.0,0.0,15.0,3.0,39.0
2021-06-26,16.0,26.0,79.0,0.0,66.0,36.0,2.0,18.0,5.0,0.0,0.0,8.0,1.0,11.0
2021-06-27,12.0,14.0,42.0,0.0,21.0,15.0,1.0,12.0,3.0,0.0,0.0,5.0,0.0,11.0
2021-06-28,42.0,31.0,80.0,0.0,105.0,62.0,1.0,18.0,5.0,0.0,1.0,13.0,0.0,38.0
2021-06-29,27.0,32.0,97.0,0.0,90.0,51.0,3.0,13.0,12.0,0.0,0.0,15.0,3.0,27.0
2021-06-30,46.0,43.0,77.0,0.0,98.0,71.0,1.0,17.0,4.0,0.0,0.0,13.0,2.0,36.0
2021-07-01,50.0,34.0,94.0,0.0,102.0,54.0,2.0,11.0,7.0,0.0,0.0,18.0,0.0,33.0
2021-07-02,44.0,39.0,113.0,0.0,103.0,77.0,1.0,19.0,11.0,1.0,0.0,12.0,0.0,29.0
2021-07-03,24.0,22.0,68.0,0.0,60.0,43.0,1.0,17.0,9.0,0.0,0.0,13.0,0.0,23.0
2021-07-04,22.0,7.0,34.0,0.0,16.0,21.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,9.0
2021-07-05,41.0,26.0,82.0,0.0,86.0,65.0,3.0,12.0,7.0,0.0,0.0,19.0,2.0,23.0
2021-07-06,34.0,18.0,97.0,0.0,96.0,65.0,3.0,18.0,8.0,2.0,0.0,13.0,1.0,34.0
2021-07-07,31.0,33.0,85.0,0.0,109.0,59.0,4.0,18.0,7.0,0.0,0.0,15.0,0.0,32.0
2021-07-08,30.0,33.0,91.0,0.0,91.0,71.0,3.0,13.0,11.0,2.0,0.0,15.0,2.0,30.0
2021-07-09,44.0,37.0,115.0,0.0,105.0,78.0,2.0,12.0,10.0,1.0,0.0,15.0,1.0,35.0
2021-07-10,23.0,39.0,81.0,0.0,64.0,47.0,0.0,14.0,8.0,1.0,0.0,12.0,0.0,12.0
2021-07-11,10.0,13.0,28.0,0.0,20.0,17.0,1.0,6.0,3.0,0.0,0.0,3.0,0.0,5.0
2021-07-12,36.0,29.0,87.0,0.0,67.0,59.0,3.0,18.0,6.0,0.0,0.0,14.0,0.0,26.0
2021-07-13,23.0,27.0,85.0,0.0,85.0,61.0,0.0,14.0,9.0,1.0,0.0,15.0,1.0,32.0
2021-07-14,29.0,35.0,101.0,0.0,108.0,70.0,1.0,13.0,14.0,4.0,0.0,18.0,0.0,36.0
2021-07-15,45.0,40.0,85.0,0.0,97.0,63.0,0.0,16.0,10.0,0.0,0.0,12.0,1.0,24.0
2021-07-16,38.0,28.0,85.0,0.0,87.0,83.0,4.0,14.0,20.0,1.0,0.0,14.0,0.0,35.0
2021-07-17,23.0,27.0,57.0,0.0,48.0,32.0,0.0,10.0,8.0,2.0,0.0,7.0,0.0,13.0
2021-07-18,17.0,11.0,35.0,0.0,16.0,25.0,0.0,10.0,1.0,0.0,0.0,2.0,0.0,10.0
2021-07-19,34.0,27.0,77.0,0.0,96.0,64.0,5.0,13.0,12.0,2.0,0.0,10.0,0.0,13.0
2021-07-20,22.0,24.0,85.0,0.0,100.0,65.0,3.0,17.0,9.0,0.0,0.0,16.0,2.0,25.0
2021-07-21,35.0,31.0,68.0,0.0,98.0,64.0,2.0,10.0,6.0,0.0,0.0,9.0,0.0,26.0
2021-07-22,35.0,25.0,87.0,0.0,105.0,77.0,2.0,19.0,9.0,0.0,0.0,11.0,0.0,30.0
2021-07-23,27.0,26.0,94.0,0.0,98.0,71.0,4.0,9.0,13.0,0.0,0.0,12.0,0.0,24.0
2021-07-24,27.0,16.0,64.0,0.0,50.0,63.0,5.0,14.0,9.0,0.0,0.0,4.0,2.0,11.0
2021-07-25,16.0,9.0,34.0,0.0,9.0,19.0,2.0,10.0,2.0,0.0,0.0,7.0,0.0,13.0
2021-07-26,35.0,27.0,53.0,0.0,79.0,52.0,3.0,23.0,14.0,0.0,0.0,11.0,0.0,22.0
2021-07-27,24.0,28.0,72.0,0.0,82.0,62.0,4.0,9.0,4.0,0.0,0.0,13.0,0.0,24.0
2021-07-28,31.0,13.0,68.0,0.0,87.0,66.0,2.0,11.0,14.0,0.0,0.0,6.0,0.0,22.0
2021-07-29,27.0,32.0,92.0,0.0,109.0,70.0,3.0,13.0,10.0,1.0,0.0,16.0,0.0,25.0
2021-07-30,33.0,40.0,84.0,0.0,95.0,104.0,4.0,12.0,9.0,1.0,0.0,13.0,0.0,22.0
2021-07-31,21.0,29.0,66.0,0.0,69.0,35.0,1.0,15.0,3.0,0.0,0.0,9.0,0.0,19.0
2021-08-01,21.0,13.0,34.0,0.0,17.0,22.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,9.0
2021-08-02,24.0,28.0,59.0,0.0,58.0,58.0,1.0,10.0,6.0,0.0,0.0,8.0,1.0,17.0
2021-08-03,27.0,15.0,53.0,0.0,90.0,51.0,6.0,13.0,9.0,1.0,0.0,10.0,0.0,15.0
2021-08-04,52.0,22.0,71.0,0.0,74.0,53.0,2.0,11.0,8.0,2.0,0.0,10.0,2.0,23.0
2021-08-05,31.0,15.0,60.0,0.0,83.0,55.0,8.0,13.0,12.0,3.0,0.0,9.0,1.0,26.0
2021-08-06,36.0,27.0,68.0,0.0,84.0,64.0,5.0,17.0,6.0,0.0,0.0,9.0,1.0,23.0
2021-08-07,18.0,12.0,52.0,0.0,73.0,34.0,12.0,14.0,0.0,3.0,0.0,7.0,0.0,6.0
2021-08-08,18.0,14.0,30.0,0.0,16.0,15.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,11.0
2021-08-09,36.0,19.0,55.0,3.0,84.0,46.0,6.0,11.0,5.0,1.0,0.0,8.0,0.0,16.0
2021-08-10,23.0,21.0,55.0,2.0,86.0,47.0,7.0,10.0,5.0,1.0,0.0,9.0,2.0,26.0
2021-08-11,27.0,17.0,67.0,1.0,88.0,56.0,12.0,10.0,11.0,2.0,0.0,11.0,0.0,23.0
2021-08-12,36.0,19.0,68.0,1.0,83.0,45.0,8.0,17.0,12.0,1.0,0.0,17.0,1.0,22.0
2021-08-13,30.0,20.0,73.0,1.0,101.0,60.0,9.0,11.0,8.0,4.0,0.0,10.0,1.0,26.0
2021-08-14,20.0,16.0,44.0,1.0,52.0,36.0,7.0,9.0,2.0,1.0,0.0,2.0,0.0,7.0
2021-08-15,15.0,14.0,25.0,0.0,19.0,15.0,6.0,7.0,1.0,0.0,0.0,5.0,2.0,6.0
2021-08-16,18.0,12.0,44.0,2.0,73.0,43.0,11.0,11.0,5.0,1.0,0.0,10.0,1.0,22.0
2021-08-17,32.0,26.0,60.0,1.0,96.0,33.0,5.0,12.0,12.0,3.0,0.0,12.0,1.0,21.0
2021-08-18,34.0,10.0,75.0,0.0,85.0,56.0,14.0,10.0,5.0,0.0,0.0,10.0,2.0,14.0
2021-08-19,20.0,20.0,60.0,4.0,96.0,47.0,8.0,13.0,4.0,0.0,0.0,13.0,3.0,22.0
2021-08-20,24.0,15.0,73.0,1.0,100.0,52.0,9.0,16.0,6.0,1.0,0.0,17.0,2.0,19.0
2021-08-21,19.0,15.0,42.0,1.0,60.0,38.0,5.0,17.0,6.0,1.0,0.0,5.0,1.0,14.0
2021-08-22,14.0,4.0,30.0,0.0,15.0,18.0,6.0,8.0,0.0,2.0,0.0,4.0,0.0,7.0
2021-08-23,17.0,10.0,41.0,1.0,79.0,45.0,7.0,9.0,7.0,0.0,0.0,9.0,1.0,16.0
2021-08-24,18.0,13.0,65.0,1.0,87.0,49.0,15.0,17.0,9.0,1.0,0.0,9.0,2.0,15.0
2021-08-25,31.0,21.0,68.0,4.0,83.0,52.0,11.0,13.0,11.0,3.0,0.0,6.0,0.0,26.0
2021-08-26,36.0,27.0,59.0,1.0,93.0,55.0,8.0,10.0,5.0,0.0,0.0,10.0,1.0,20.0
2021-08-27,24.0,27.0,74.0,3.0,93.0,60.0,9.0,12.0,7.0,1.0,0.0,13.0,2.0,18.0
2021-08-28,22.0,16.0,48.0,2.0,45.0,33.0,10.0,14.0,5.0,0.0,0.0,9.0,2.0,15.0
2021-08-29,14.0,8.0,32.0,0.0,10.0,26.0,4.0,13.0,1.0,2.0,0.0,2.0,1.0,10.0
2021-08-30,22.0,19.0,44.0,2.0,69.0,53.0,6.0,11.0,9.0,1.0,0.0,14.0,1.0,20.0
2021-08-31,36.0,15.0,66.0,5.0,89.0,57.0,12.0,11.0,8.0,1.0,0.0,15.0,1.0,19.0
2021-09-01,30.0,16.0,67.0,2.0,75.0,43.0,9.0,17.0,6.0,0.0,0.0,12.0,2.0,18.0
2021-09-02,29.0,22.0,68.0,0.0,83.0,62.0,10.0,17.0,2.0,0.0,0.0,13.0,2.0,26.0
2021-09-03,41.0,21.0,85.0,2.0,91.0,78.0,12.0,8.0,4.0,0.0,0.0,6.0,1.0,22.0
2021-09-04,22.0,19.0,67.0,1.0,57.0,33.0,7.0,18.0,4.0,2.0,0.0,7.0,1.0,17.0
2021-09-05,10.0,9.0,42.0,0.0,21.0,31.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,8.0
2021-09-06,26.0,14.0,60.0,7.0,87.0,65.0,4.0,16.0,10.0,0.0,0.0,9.0,0.0,23.0
2021-09-07,19.0,33.0,77.0,9.0,90.0,53.0,7.0,16.0,12.0,2.0,0.0,11.0,0.0,30.0
2021-09-08,36.0,31.0,81.0,0.0,79.0,81.0,11.0,15.0,11.0,5.0,0.0,10.0,1.0,33.0
2021-09-09,25.0,32.0,90.0,0.0,92.0,67.0,5.0,13.0,6.0,2.0,0.0,9.0,1.0,28.0
2021-09-10,56.0,31.0,88.0,0.0,84.0,48.0,10.0,14.0,15.0,0.0,0.0,7.0,1.0,28.0
2021-09-11,32.0,24.0,75.0,0.0,62.0,45.0,6.0,12.0,2.0,3.0,0.0,4.0,1.0,13.0
2021-09-12,12.0,12.0,41.0,0.0,15.0,22.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0
2021-09-13,42.0,29.0,68.0,0.0,76.0,60.0,12.0,15.0,12.0,2.0,0.0,13.0,0.0,28.0
2021-09-14,22.0,33.0,89.0,0.0,88.0,54.0,11.0,13.0,9.0,1.0,0.0,12.0,1.0,33.0
2021-09-15,31.0,31.0,100.0,0.0,93.0,66.0,3.0,10.0,12.0,3.0,0.0,17.0,1.0,27.0
2021-09-16,36.0,24.0,90.0,0.0,83.0,64.0,11.0,18.0,10.0,4.0,0.0,16.0,1.0,31.0
2021-09-17,40.0,39.0,121.0,0.0,101.0,77.0,10.0,14.0,13.0,2.0,0.0,18.0,1.0,27.0
2021-09-18,32.0,25.0,78.0,0.0,63.0,49.0,3.0,15.0,5.0,3.0,0.0,3.0,0.0,13.0
2021-09-19,15.0,16.0,40.0,0.0,21.0,19.0,0.0,10.0,2.0,1.0,0.0,5.0,0.0,11.0
2021-09-20,31.0,24.0,94.0,0.0,85.0,65.0,8.0,11.0,14.0,1.0,0.0,12.0,2.0,27.0
2021-09-21,27.0,38.0,102.0,0.0,95.0,46.0,6.0,16.0,9.0,2.0,0.0,20.0,2.0,26.0
2021-09-22,43.0,38.0,87.0,0.0,84.0,82.0,14.0,20.0,13.0,2.0,0.0,20.0,0.0,38.0
2021-09-23,39.0,42.0,120.0,0.0,84.0,63.0,9.0,18.0,13.0,2.0,0.0,15.0,2.0,37.0
2021-09-24,54.0,27.0,116.0,0.0,102.0,74.0,7.0,17.0,14.0,1.0,0.0,14.0,2.0,31.0
2021-09-25,17.0,27.0,88.0,0.0,74.0,48.0,4.0,14.0,8.0,0.0,0.0,8.0,0.0,19.0
2021-09-26,11.0,14.0,37.0,0.0,10.0,22.0,1.0,13.0,0.0,0.0,0.0,4.0,1.0,11.0
2021-09-27,34.0,30.0,91.0,0.0,84.0,76.0,2.0,18.0,8.0,2.0,0.0,13.0,0.0,23.0
2021-09-28,36.0,25.0,108.0,0.0,86.0,59.0,7.0,14.0,10.0,1.0,0.0,21.0,2.0,35.0
2021-09-29,43.0,54.0,112.0,0.0,97.0,70.0,3.0,20.0,11.0,2.0,0.0,13.0,2.0,31.0
2021-09-30,31.0,38.0,105.0,0.0,93.0,75.0,8.0,17.0,9.0,2.0,0.0,18.0,1.0,28.0
2021-10-01,35.0,34.0,144.0,0.0,102.0,71.0,9.0,14.0,20.0,0.0,0.0,20.0,1.0,30.0
2021-10-02,35.0,23.0,76.0,0.0,92.0,37.0,4.0,17.0,5.0,1.0,0.0,6.0,1.0,17.0
2021-10-03,22.0,21.0,44.0,0.0,21.0,35.0,3.0,12.0,1.0,0.0,0.0,7.0,0.0,15.0
